ID_ESTADO,NOMBRE_ESTADO,ID_MUNICIPIO,MUNICIPIO,SECCIONES,CASILLAS,PAN,PRI,PRD,PVEM,PT,MC,NVA_ALIANZA,MORENA,PH,ES,PFD,CAND_IND1,CAND_IND2,CAND_IND3,CAND_IND4,CAND_IND5,CAND_IND6,CAND_IND7,CAND_IND8,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,PARTICIPACION
15,MEXICO,19,CAPULHUAC,12,37,2692,2469,3368,65,691,538,87,587,0,521,0,0,0,0,0,0,0,0,0,2,11018,268,11288,22525,0.5011
15,MEXICO,20,COACALCO DE BERRIOZABAL,106,339,19335,23402,20220,3936,1353,4275,2611,11556,2597,6493,624,0,0,0,0,0,0,0,0,203,96402,4146,100751,215406,0.4677
15,MEXICO,21,COATEPEC HARINAS,19,47,3451,8656,336,105,3080,0,79,1432,0,0,29,0,0,0,0,0,0,0,0,1,17168,366,17535,24805,0.7069
15,MEXICO,22,COCOTITLAN,6,17,556,2034,2369,29,644,453,30,260,387,299,234,0,0,0,0,0,0,0,0,2,7295,104,7401,10609,0.6976
15,MEXICO,23,COYOTEPEC,11,51,4458,2989,1141,129,1148,1820,179,659,1501,1479,1009,0,0,0,0,0,0,0,0,8,16512,357,16877,33615,0.5021
15,MEXICO,24,CUAUTITLAN,27,113,10696,12641,2839,599,1729,876,778,2850,0,1588,0,0,0,0,0,0,0,0,0,846,34596,1239,36681,72832,0.5036
15,MEXICO,25,CUAUTITLAN IZCALLI,258,645,57355,58526,7637,5023,3766,7062,5558,21449,5416,12067,1310,0,0,0,0,0,0,0,0,354,185169,8376,193899,385869,0.5025
15,MEXICO,26,CHALCO,71,319,5383,28556,19783,2444,1174,14318,1655,7281,1977,6759,571,0,0,0,0,0,0,0,0,75,89901,3890,93866,211298,0.4442
15,MEXICO,27,CHAPA DE MOTA,14,36,7710,5139,345,92,148,0,125,339,0,0,99,0,0,0,0,0,0,0,0,2,13997,419,14418,19076,0.7558
15,MEXICO,28,CHAPULTEPEC,2,10,453,1656,232,38,1613,122,69,82,239,0,0,0,0,0,0,0,0,0,0,2,4504,114,4620,7160,0.6453
15,MEXICO,29,CHIAUTLA,12,33,104,6074,187,276,50,242,85,5541,0,112,24,0,0,0,0,0,0,0,0,6,12695,223,12924,19155,0.6747
15,MEXICO,30,CHICOLOAPAN,70,195,1172,16699,12311,1047,447,614,968,10108,2881,8824,236,0,0,0,0,0,0,0,0,60,55307,1913,57280,119557,0.4791
15,MEXICO,31,CHICONCUAC,7,28,139,2780,616,57,1517,635,56,2241,2285,731,0,0,0,0,0,0,0,0,0,3,11057,212,11272,17629,0.6394
15,MEXICO,32,CHIMALHUACAN,162,628,6220,55165,20605,5398,2908,2024,4112,22578,3229,5854,811,0,0,0,0,0,0,0,0,101,128904,5587,134592,410239,0.3281
15,MEXICO,33,DONATO GUERRA,16,37,1894,6631,7265,39,51,0,447,124,107,0,0,0,0,0,0,0,0,0,0,0,16558,485,17043,21549,0.7909
15,MEXICO,34,ECATEPEC DE MORELOS,745,1993,39017,167868,91196,20223,13991,12746,18215,63749,14173,27436,2794,0,0,0,0,0,0,0,0,779,471408,25594,497781,1205403,0.413
15,MEXICO,35,ECATZINGO,4,10,1437,1690,31,172,257,505,192,55,0,0,0,0,0,0,0,0,0,0,0,1,4339,133,4473,6216,0.7196
15,MEXICO,36,HUEHUETOCA,50,125,11288,9309,8843,705,257,2397,428,753,682,847,0,0,0,0,0,0,0,0,0,38,35509,746,36293,80654,0.45
15,MEXICO,37,HUEYPOXTLA,16,45,5199,5173,5393,124,93,0,157,431,237,1823,0,0,0,0,0,0,0,0,0,2,18630,536,19168,28247,0.6786
15,MEXICO,38,HUIXQUILUCAN,76,266,34889,31266,5958,1788,696,916,1512,4568,1465,2581,314,0,0,0,0,0,0,0,0,107,85953,3786,89846,169368,0.5305
15,MEXICO,39,ISIDRO FABELA,5,13,392,1166,1428,26,663,542,37,314,592,73,133,0,0,0,0,0,0,0,0,0,5366,100,5466,7469,0.7318
15,MEXICO,40,IXTAPALUCA,226,530,7205,59739,46424,3776,1421,2516,2697,8626,2390,4328,591,0,0,0,0,0,0,0,0,152,139713,4797,144662,314782,0.4596
15,MEXICO,41,IXTAPAN DE LA SAL,19,45,1786,6679,1179,220,824,657,227,102,2267,1080,477,0,0,0,0,0,0,0,0,13,15498,617,16128,24641,0.6545
15,MEXICO,42,IXTAPAN DEL ORO,5,9,2159,1600,228,14,9,0,6,2,2,0,0,0,0,0,0,0,0,0,0,0,4020,96,4116,4770,0.8629
15,MEXICO,43,IXTLAHUACA,48,160,3851,21449,2074,1156,811,12184,2760,1719,1190,2652,307,0,0,0,0,0,0,0,0,26,50153,2236,52415,100673,0.5206
15,MEXICO,44,XALATLACO,7,25,2973,2973,1298,35,171,72,50,227,165,0,0,0,0,0,0,0,0,0,0,5,7964,199,8168,16018,0.5099
15,MEXICO,45,JALTENCO,14,31,2485,2587,695,134,193,2446,101,383,253,831,165,0,0,0,0,0,0,0,0,11,10273,258,10542,18275,0.5769
15,MEXICO,46,JILOTEPEC,44,107,7609,11391,1844,476,332,0,17241,310,0,0,279,0,0,0,0,0,0,0,0,14,39482,1101,40597,59999,0.6766
15,MEXICO,47,JILOTZINGO,10,23,4309,2651,1222,205,174,0,124,337,0,0,0,0,0,0,0,0,0,0,0,6,9022,265,9293,13869,0.6701
15,MEXICO,48,JIQUIPILCO,30,84,647,10848,1139,692,6602,906,1060,3480,519,264,82,0,0,0,0,0,0,0,0,5,26239,1278,27522,47820,0.5755
15,MEXICO,49,JOCOTITLAN,29,81,7815,12802,663,466,1181,500,505,1119,325,541,120,0,0,0,0,0,0,0,0,18,26037,944,26999,44240,0.6103
15,MEXICO,50,JOQUICINGO,5,16,1351,2602,395,42,57,0,139,1861,0,298,0,0,0,0,0,0,0,0,0,0,6745,156,6901,9245,0.7465
15,MEXICO,51,JUCHITEPEC,8,25,557,3839,1775,156,0,2571,112,577,118,0,31,0,0,0,0,0,0,0,0,4,9736,272,10012,15937,0.6282
15,MEXICO,52,LERMA,46,141,18635,20120,3383,749,1454,611,839,2593,746,1090,412,0,0,0,0,0,0,0,0,30,50632,1490,52152,87865,0.5935
15,MEXICO,53,MALINALCO,16,34,3032,4776,3754,60,107,0,375,195,242,53,15,0,0,0,0,0,0,0,0,8,12609,399,13016,17872,0.7283
15,MEXICO,54,MELCHOR OCAMPO,16,65,6203,5303,4941,177,184,2751,537,983,1813,0,0,0,0,0,0,0,0,0,0,15,22892,603,23510,43386,0.5419
15,MEXICO,55,METEPEC,86,271,25679,34460,3114,2164,8282,2842,2689,6231,2475,3951,622,0,0,0,0,0,0,0,0,190,92509,3915,96614,168287,0.5741
15,MEXICO,56,MEXICALTZINGO,4,13,252,1034,114,28,715,770,29,776,218,444,0,0,0,0,0,0,0,0,0,2,4380,113,4495,8477,0.5303
15,MEXICO,57,MORELOS,18,39,1563,6335,159,128,110,5024,0,129,0,622,32,0,0,0,0,0,0,0,0,4,14102,465,14571,20162,0.7227
15,MEXICO,58,NAUCALPAN DE JUAREZ,453,1110,105023,77335,14232,10214,3957,8484,7547,32044,7149,13044,1457,0,0,0,0,0,0,0,0,591,280486,14596,295673,659383,0.4484
15,MEXICO,59,NEXTLALPAN,10,35,774,2694,3271,87,975,1869,74,505,215,1852,508,0,0,0,0,0,0,0,0,4,12824,292,13120,20891,0.628
15,MEXICO,60,NEZAHUALCOYOTL,680,1488,12423,83467,215361,8320,3785,5417,7632,30408,6890,11956,1448,0,0,0,0,0,0,0,0,633,387107,17152,404892,846370,0.4784
15,MEXICO,61,NICOLAS ROMERO,100,405,34042,43986,4927,2981,1557,5545,3500,10332,3135,3962,558,0,0,0,0,0,0,0,0,97,114525,3655,118277,260530,0.454
15,MEXICO,62,NOPALTEPEC,5,12,2702,2630,46,72,0,92,19,33,41,0,0,0,0,0,0,0,0,0,0,1,5635,73,5709,7030,0.8121
15,MEXICO,63,OCOYOACAC,22,69,1921,6564,3587,329,1745,3909,272,1080,1680,1676,671,0,0,0,0,0,0,0,0,156,23434,813,24403,42966,0.568
15,MEXICO,64,OCUILAN,13,35,3295,4169,4792,64,195,0,180,872,265,0,0,0,0,0,0,0,0,0,0,3,13832,342,14177,19126,0.7412
15,MEXICO,65,EL ORO,17,48,4435,5137,281,172,115,425,3674,725,134,0,42,0,0,0,0,0,0,0,0,4,15140,588,15732,24591,0.6397
15,MEXICO,66,OTUMBA,18,43,3105,5115,1277,98,6052,0,48,110,40,118,21,0,0,0,0,0,0,0,0,11,15984,315,16310,24303,0.6711
15,MEXICO,67,OTZOLOAPAN,4,10,9,1788,1457,11,2,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,3290,47,3337,3922,0.8508
15,MEXICO,68,OTZOLOTEPEC,24,82,9212,10640,1025,572,888,1710,468,2356,585,426,422,0,0,0,0,0,0,0,0,10,28304,867,29181,50540,0.5774
15,MEXICO,69,OZUMBA,13,30,3875,3486,196,109,149,697,247,1545,186,486,587,0,0,0,0,0,0,0,0,24,11563,287,11874,18236,0.6511
15,MEXICO,70,PAPALOTLA,2,6,911,1096,81,8,333,79,7,95,0,123,0,0,0,0,0,0,0,0,0,2,2733,25,2760,3561,0.7751
15,MEXICO,71,LA PAZ,82,280,2822,34068,18224,2051,2808,2104,1556,8466,1423,2503,292,0,0,0,0,0,0,0,0,78,76317,3058,79453,177081,0.4487
15,MEXICO,72,POLOTITLAN,10,20,1842,4258,116,179,0,0,135,147,0,0,37,0,0,0,0,0,0,0,0,2,6714,275,6991,10878,0.6427
15,MEXICO,73,RAYON,4,13,118,2475,122,137,2342,424,30,28,27,0,10,0,251,0,0,0,0,0,0,7,5964,97,6068,7901,0.768
15,MEXICO,74,SAN ANTONIO LA ISLA,4,21,1897,1777,884,37,1521,97,66,667,901,156,512,0,0,81,0,0,0,0,0,12,8596,175,8783,14203,0.6184
15,MEXICO,75,SAN FELIPE DEL PROGRESO,43,136,8190,29112,1457,599,1330,612,1375,1598,716,737,390,0,0,0,0,0,0,0,0,9,46116,3014,49139,82158,0.5981
15,MEXICO,76,SAN MARTIN DE LAS PIRAMIDES,14,31,4361,4288,88,60,193,347,76,2696,92,0,30,0,0,0,0,0,0,0,0,8,12231,239,12478,18208,0.6853
15,MEXICO,77,SAN MATEO ATENCO,23,98,8659,11878,1584,778,1396,2317,1655,2541,2613,873,401,0,0,0,0,0,0,0,0,33,34695,984,35712,62552,0.5709
15,MEXICO,78,SAN SIMON DE GUERRERO,4,8,0,1266,1510,31,0,649,20,170,0,0,0,0,0,0,0,0,0,0,0,0,3646,80,3726,4487,0.8304
15,MEXICO,79,SANTO TOMAS,10,20,884,1934,1258,6,1098,16,95,44,0,0,0,0,0,0,0,0,0,0,0,3,5335,75,5413,6916,0.7827
15,MEXICO,80,SOYANIQUILPAN DE JUAREZ,7,18,4366,3007,37,27,46,0,44,0,0,0,0,0,0,0,0,0,0,0,0,23,7527,121,7671,9320,0.8231
15,MEXICO,81,SULTEPEC,23,40,3255,6235,2917,41,0,530,192,102,0,17,0,0,0,0,0,0,0,0,0,0,13289,457,13746,18738,0.7336
15,MEXICO,82,TECAMAC,156,445,20425,62158,8867,5208,3008,4303,3850,17355,4406,8510,974,0,0,0,0,0,0,0,0,210,139064,6291,145565,281849,0.5165
15,MEXICO,83,TEJUPILCO,44,98,4020,12804,12255,297,452,154,503,888,178,173,41,0,0,0,938,0,0,0,0,23,32703,1091,33817,52461,0.6446
15,MEXICO,84,TEMAMATLA,5,14,104,1398,518,36,1107,1388,37,107,0,553,0,0,0,0,0,0,0,0,0,2,5248,103,5353,8569,0.6247
15,MEXICO,85,TEMASCALAPA,15,41,7424,5893,571,200,855,1111,148,348,0,0,42,0,0,0,0,0,0,0,0,0,16592,287,16879,25694,0.6569
15,MEXICO,86,TEMASCALCINGO,34,85,2236,12458,12752,333,295,209,317,285,249,254,33,0,0,0,0,0,0,0,0,12,29421,1214,30647,45876,0.668
15,MEXICO,87,TEMASCALTEPEC,23,45,4459,6661,3702,185,126,29,206,135,0,0,19,0,0,0,0,0,0,0,0,2,15522,433,15957,22222,0.7181
15,MEXICO,88,TEMOAYA,26,98,2961,9989,704,1100,1722,10219,400,1750,417,545,75,0,0,0,0,0,0,0,0,13,29882,1344,31239,60456,0.5167
15,MEXICO,89,TENANCINGO,36,108,5978,12968,2920,658,2808,2262,882,4986,990,695,169,0,0,0,0,0,0,0,0,12,35316,1434,36762,64952,0.566
15,MEXICO,90,TENANGO DEL AIRE,5,13,1717,1274,56,25,983,486,33,112,0,707,0,0,0,0,0,0,0,0,0,0,5393,109,5502,7675,0.7169
15,MEXICO,91,TENANGO DEL VALLE,27,86,1164,9240,6843,262,6505,262,924,692,913,493,1958,0,0,0,0,0,0,0,0,18,29256,946,30220,54452,0.555
15,MEXICO,92,TEOLOYUCAN,25,92,8392,7813,2867,430,2133,1922,595,2470,1012,0,381,0,0,0,0,0,0,0,0,20,28015,814,28849,57295,0.5035
15,MEXICO,93,TEOTIHUACAN,23,68,4654,10397,3619,225,885,272,259,871,0,1789,96,0,0,0,0,0,0,0,0,14,23067,636,23717,40925,0.5795
15,MEXICO,94,TEPETLAOXTOC,11,34,2872,3494,2157,108,578,395,83,2721,98,232,39,0,0,0,0,0,0,0,0,4,12777,258,13039,19603,0.6652
15,MEXICO,95,TEPETLIXPA,8,21,1034,2633,1433,44,29,1573,83,967,319,0,0,0,0,0,0,0,0,0,0,1,8115,173,8289,12897,0.6427
15,MEXICO,96,TEPOTZOTLAN,24,85,4564,6815,2255,234,239,13048,513,1407,577,569,77,0,0,0,0,0,0,0,0,9,30298,699,31006,52863,0.5865
15,MEXICO,97,TEQUIXQUIAC,13,40,2727,5348,1183,285,147,5061,103,1128,181,0,0,0,0,0,0,0,0,0,0,8,16163,371,16542,24244,0.6823
15,MEXICO,98,TEXCALTITLAN,8,24,4088,4943,68,27,0,30,218,209,63,0,0,0,0,0,0,0,0,0,0,1,9646,188,9835,12503,0.7866
15,MEXICO,99,TEXCALYACAC,2,6,0,544,499,8,96,141,392,57,0,587,0,0,0,0,0,0,0,0,0,0,2324,37,2361,3742,0.6309
15,MEXICO,100,TEXCOCO,80,280,2090,27522,11214,1348,922,2231,1427,47083,2203,1763,182,0,0,0,0,3683,838,0,0,79,102506,2729,105314,178079,0.5914
15,MEXICO,101,TEZOYUCA,9,39,540,3469,3670,192,2449,345,211,1265,430,0,0,0,0,0,0,0,0,0,0,12,12571,333,12916,25599,0.5046
15,MEXICO,102,TIANGUISTENCO,24,80,9162,8615,2666,400,799,0,580,931,1184,714,315,0,0,0,0,0,0,0,0,10,25366,917,26293,49024,0.5363
15,MEXICO,103,TIMILPAN,11,24,3905,4523,456,70,0,0,217,69,0,0,15,0,0,0,0,0,0,0,0,1,9255,231,9487,12124,0.7825
15,MEXICO,104,TLALMANALCO,21,57,730,5490,322,362,1476,3792,183,895,248,4256,331,0,0,0,0,0,0,0,0,14,18085,670,18769,34530,0.5436
15,MEXICO,105,TLALNEPANTLA DE BAZ,380,921,62836,68963,27169,7721,4258,6422,6049,25829,7202,13061,1559,0,0,0,0,0,0,0,0,434,231069,13362,244865,545744,0.4487
15,MEXICO,106,TLATLAYA,32,56,115,7361,12034,149,0,0,132,26,0,0,0,0,0,0,0,0,0,0,0,0,19817,208,20025,25861,0.7743
15,MEXICO,107,TOLUCA,303,931,80765,103712,19921,8233,12331,8873,9601,17379,7782,13230,1673,0,0,0,0,0,0,0,0,380,283500,12244,296124,588778,0.5029
15,MEXICO,108,TONATICO,9,19,456,3535,1971,32,90,0,29,215,832,0,7,0,0,0,0,0,0,0,0,0,7167,139,7306,9828,0.7434
15,MEXICO,109,TULTEPEC,30,154,5186,14888,18386,887,607,1066,818,4037,766,1593,158,0,0,0,0,0,0,0,0,45,48392,1452,49889,103995,0.4797
15,MEXICO,110,TULTITLAN,183,547,12833,45099,27600,5773,5245,8348,4744,17937,4922,8810,0,0,0,0,0,0,0,0,0,218,141311,6722,148251,339630,0.4365
15,MEXICO,111,VALLE DE BRAVO,28,82,5743,11298,1931,642,3383,4113,553,1614,335,243,0,0,0,0,0,0,0,0,0,16,29855,793,30664,47568,0.6446
15,MEXICO,112,VILLA DE ALLENDE,22,55,1733,7449,10476,324,205,0,187,133,266,66,0,0,0,0,0,0,0,0,0,6,20839,813,21658,30416,0.7121
15,MEXICO,113,VILLA DEL CARBON,19,53,5932,7040,116,122,367,2458,627,187,0,0,0,0,0,0,0,0,0,2879,0,1,19728,580,20309,29360,0.6917
15,MEXICO,114,VILLA GUERRERO,25,67,2100,6745,11464,214,0,2647,189,408,257,86,27,0,0,0,0,0,0,0,452,20,24589,676,25285,39324,0.643
15,MEXICO,115,VILLA VICTORIA,43,106,12640,25528,293,345,216,160,225,324,730,190,71,0,0,0,0,0,0,0,0,9,40722,1031,41762,58251,0.7169
15,MEXICO,116,XONACATLAN,14,57,6867,6001,378,296,592,7216,252,553,248,0,163,0,0,0,0,0,0,0,0,16,22566,689,23271,37396,0.6223
15,MEXICO,117,ZACAZONAPAN,2,6,295,951,1467,7,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2,2729,52,2783,3328,0.8362
15,MEXICO,118,ZACUALPAN,15,25,479,3104,306,77,209,2106,68,1011,103,0,0,0,0,0,0,0,0,0,0,0,7463,220,7683,10217,0.752
15,MEXICO,119,ZINACANTEPEC,47,176,15878,19573,2635,1034,5255,3517,3278,2461,1154,1930,1973,0,0,0,0,0,0,0,0,37,58688,2578,61303,111733,0.5487
15,MEXICO,120,ZUMPAHUACAN,11,22,2744,4333,792,38,144,0,131,59,88,18,0,0,0,0,0,0,0,0,0,0,8347,260,8607,11361,0.7576
15,MEXICO,121,ZUMPANGO,44,186,10996,21460,6165,787,2174,2302,4923,4246,1313,2050,210,0,0,0,0,0,0,0,0,32,56626,1675,58333,121398,0.4805
15,MEXICO,122,VALLE DE CHALCO SOLIDARIDAD,115,391,3275,24423,28813,2366,1073,18874,1887,24966,2295,4144,0,0,0,0,0,0,0,0,0,73,112116,4478,116667,247881,0.4707
15,MEXICO,123,LUVIANOS,27,47,5159,3929,5635,48,57,49,37,50,0,10,0,0,0,0,0,0,0,0,0,0,14974,451,15425,21466,0.7186
15,MEXICO,124,SAN JOSE DEL RINCON,43,105,12493,12858,1827,356,459,434,753,436,0,253,330,0,0,0,0,0,0,0,0,5,30199,1784,31988,59089,0.5414
15,MEXICO,125,TONANITLA,3,11,748,953,155,28,1090,315,18,412,23,797,0,0,0,0,0,0,0,0,0,1,4539,88,4628,7194,0.6433
