uniqueid,year,incumbent_party_inafed,incumbent_candidate_inafed
11001,1919,NA,C. ANTONIO CEBALLOS
11001,1948,NA,C. SILVESTRE FIGUEROA
11001,1950,NA,C. GABINO MARTÍNEZ
11001,1952,NA,C. JUAN GUTIÉRREZ NUÑO
11001,1955,NA,C. NAPOLEÓN NEGRETE
11001,1958,NA,C. JESÚS GUISA
11001,1961,NA,C. RAFAEL RIVERA
11001,1964,NA,C. CELESTINO CRUZ LEÓN
11001,1967,NA,C. RAFAEL MAGDALENO
11001,1970,NA,C. PEDRO MARTÍNEZ LÓPEZ
11001,1974,NA,C. RAFAEL ARREOLA VACA
11001,1977,NA,C. ISIDRO CONRÍQUEZ
11001,1980,NA,C. J. REYES MORALES DURÁN
11001,1983,NA,C. ISIDRO CONRÍQUEZ
11001,1986,NA,C. JORGE CHÁVEZ VACA
11001,1989,NA,C. ISIDRO CONRIQUEZ AGUILAR
11001,1992,PRI,DR. CARLOS EDUARDO ALVAREZ RAMOS
11001,1994,PRI,C. JUAN JOSE RAYA CHAVEZ
11001,1995,PRI,C. JUAN JOSE RAYA CHAVEZ
11001,1998,PAN,C. EDUARDO MARTINEZ PEREZ
11001,2000,PAN,LIC. RAMON LANDEROS GONZALEZ
11001,2003,PAN,C. RIGOBERTO GALLARDO LEDEZMA
11001,2006,PRI,C. JUAN ANTONIO NEGRETE MARTINEZ
11001,2009,PRI,C. JUAN PARAMO AGUILAR
11001,2012,PAN,C. ABEL GALLARDO MORALES
11001,2015,PAN,C. SAMUEL AMEZOLA CEBALLOS
11001,2018,PRI,C. SAMUEL CRUZ CHESSANI
11001,2021,PRI,LIC. ROCIO  CERVANTES BARBA
11002,1980,NA,C. RUBÉN EDUARDO MORALES HERREJÓN
11002,1983,NA,LIC. BALDOMERO RAMÍREZ ESCAMILLA
11002,1986,NA,DR. DANIEL NARVÁEZ MANCERA
11002,1989,NA,DR. RAFAEL SÁNCHEZ LEYVA
11002,1992,PRI,C. FRANCISCO EDUARDO CHACON SAMANO
11002,1994,PRD,ARQ. JUAN JOSE MARTINEZ TRUJILLO
11002,1995,PRD,C. JUAN ANTONIO TIRADO PATIÑO
11002,1998,PRD,C. JOSE IGNACIO NARES LUNA
11002,2000,PRD,C. ANTONIO TIRADO PATIÑO
11002,2003,PAN,C. ANTONIO NOVOA ACEVEDO
11002,2006,PAN,C. CESAR LARRONDO DÍAZ
11002,2009,PRD,C. JESUS GERARDO SILVA CAMPOS
11002,2012,COAL.,C. RENE MANDUJANO TINAJERO
11002,2015,PRD,C. GERARDO JAVIER ALCANTAR SAUCEDO
11002,2018,COAL.,C. ALEJANDRO TIRADO ZÚÑIGA
11002,2021,PAN,LIC. CLAUDIA SILVA CAMPOS
11003,1919,NA,C. JOSÉ LUIS CHAGOYÁN
11003,1950,NA,C. JULIÁN MALO SAUTTO
11003,1952,NA,C. MARTÍN ZAVALA CAMARENA
11003,1955,NA,C. FERNANDO LAMBARRI
11003,1958,NA,C. LEOBINO ZAVALA
11003,1961,NA,C. SALVADOR DE LARA
11003,1964,NA,C. EDMUNDO ESPINO LICEA
11003,1967,NA,C. ANTONIO GIL VEGA
11003,1970,NA,C. LUIS FERRO DE LA SOTA
