uniqueid,year,incumbent_party_inafed,incumbent_candidate_inafed
16001,1967,NA,C. PEDRO PIÑÓN ROSAS
16001,1970,NA,C. ANTONIO LÓPEZ MOLINA
16001,1972,NA,C. WILIBALDO HUACUZ
16001,1975,NA,C. ISIDRO CALIZ
16001,1977,NA,C. ISMAEL VARGAS TELLES
16001,1980,NA,C. SERGIO CASTEJÓN PONCE
16001,1982,NA,C. GUADALUPE LÓPEZ DÍAZ
16001,1985,NA,C. EUGENIO VILLALOBOS CALDERÓN
16001,1987,NA,C. ELFEGO CALDERÓN VARGAS
16001,1990,NA,C. SACRAMENTO VILLA BARAJAS
16001,1992,PRI,C. JOSE GUADALUPE VILLASEÑOR G.
16001,1995,PRI,C. LUIS ARRIOLA MAULEON
16001,1998,NA,C. GUILLERMO GUILLÉN VILLASEÑOR
16001,2001,CUPM,C. MIGUEL VILLASEÑOR GOMEZ
16001,2004,COALICIÓN,ING. ISIDRO CORTES ESQUIVEL
16001,2007,PRI,C. FRANCISCO GOMEZ OLIVOS
16001,2011,C.C.,C. ROGELIO AYALA CORTES
16001,2015,COAL.,C. JESUS HERNANDEZ EGUIZA
16001,2018,COAL.,C. MA. MISAELA HERNANDEZ FONCECA
16001,2021,PT,C. MIGUEL ANGEL VILLASEÑOR ARREOLA
16002,1919,NA,C. ALBERTO CARBAJAL
16002,1941,NA,C. MANUEL CÁZAREZ CHACÓN
16002,1957,NA,PROFR. MIGUEL MALDONADO
16002,1963,NA,C. MANUEL C. CHACÓN
16002,1966,NA,PROFR. J. JESÚS GARCÍA ZAMORA
16002,1969,NA,PROFR. GUSTAVO SÁNCHEZ CHÁVEZ
16002,1972,NA,C. JOSÉ SANDOVAL BARRAGÁN
16002,1975,NA,PROFR. EVERARDO BETANCOURT BLANCO
16002,1978,NA,DR. AMADOR VALENCIA SANDOVAL
16002,1981,NA,C. ESPIRIDIÓN VARGAS GARIBAY
16002,1984,NA,DR. ROBERTO PEÑA ESPARZA
16002,1987,NA,LIC. MARICELA TORRES GUÍZAR
16002,1992,PRD,C. MOISES CEBALLOS CEJA
16002,1995,PRD,C. JOSE MARIA AGUIRRE MEDINA
16002,1998,PRD,C. RAUL PEÑA PIMENTEL
16002,2001,CUPM,C. IRINEO MENDOZA MENDOZA
16002,2004,PRD,C. MIGUEL AVILA SANCHEZ
16002,2007,COAL.,C. ADALBERTO FRUCTUOSO COMPARAN RODRIGUEZ
16002,2011,C.C.,C. JESUS CRUZ VALENCIA
16002,2015,COAL.,C. ISRAEL MENDOZA MENDOZA
16002,2018,PRI,C. OSVALDO MALDONADO ZEPEDA
16002,2021,PVEM,C. CESAR ARTURO VALENCIA CABALLERO
16002,2022,PVEM,C. MARÍA DE JESÚS MONTES MENDOZA
16003,1919,NA,C. FRANCISCO RODRÍGUEZ
16003,1960,NA,C. GILBERTO ARGUELLO PAÑUELAS
16003,1963,NA,C. GUADALUPE CA
16003,1966,NA,C. LUIS PÉREZ REYES
16003,1969,NA,C. RAÚL LEMUS DUARTE
16003,1972,NA,C. MARCOS ELIZARRARÁS
16003,1975,NA,C. PATRICIO ESPINOZA CONTRERAS
16003,1978,NA,C. JOSÉ TINOCO LEMUS
16003,1981,NA,C. ISAÍAS CHÁVEZ REYES
16003,1984,NA,C. JOSÉ TINOCO LEMUS
16003,1987,NA,C. GRACIEL VIVANCO GUILLÉN-ANGEL
16003,1990,NA,C. DARÍO ALFONSO LEMUS VALENZUELA
16003,1992,PRD,C. JOSE ANTONIO MORENO DIAZ
16003,1995,PRI,C. FELIPE VIVANCO ROJAS
16003,1998,PRI,C. MIGUEL LOPEZ TAPIA
16003,2001,CUPM,C. JOSE ANTONIO MORENO DIAZ
16003,2004,PRD,C. ISMAEL LEMUS LOE
