"ENTIDAD","DISTRITO","MUNICIPIO","SECCION","PADRON_HOMBRES","PADRON_MUJERES","PADRON","LISTA_HOMBRES","LISTA_MUJERES","LISTA"
1,0,0,0,2730,1910,4640,715,536,1251
1,1,2,338,876,889,1765,857,872,1729
1,1,2,339,814,853,1667,796,833,1629
1,1,2,340,849,844,1693,831,822,1653
1,1,2,341,975,1000,1975,967,991,1958
1,1,2,342,756,780,1536,743,766,1509
1,1,2,343,1440,1526,2966,1410,1495,2905
1,1,2,344,1254,1263,2517,1214,1231,2445
1,1,2,345,1065,1117,2182,1046,1099,2145
1,1,2,346,903,909,1812,892,894,1786
1,1,2,347,1262,1277,2539,1236,1254,2490
1,1,2,348,795,860,1655,777,830,1607
1,1,2,349,1206,1219,2425,1155,1178,2333
1,1,2,350,1250,1252,2502,1207,1220,2427
1,1,2,351,701,703,1404,681,686,1367
1,1,2,352,1133,1187,2320,1114,1167,2281
1,1,2,353,732,747,1479,722,739,1461
1,1,2,354,745,677,1422,725,665,1390
1,1,3,355,737,742,1479,717,730,1447
1,1,3,356,1290,1327,2617,1272,1311,2583
1,1,3,357,767,889,1656,748,868,1616
1,1,3,358,1647,1782,3429,1615,1751,3366
1,1,3,359,536,558,1094,520,551,1071
1,1,3,360,380,416,796,374,406,780
1,1,3,361,917,946,1863,901,927,1828
1,1,3,362,1117,1118,2235,1088,1096,2184
1,1,3,363,940,983,1923,922,974,1896
1,1,3,364,347,300,647,333,293,626
1,1,3,365,183,180,363,177,176,353
1,1,3,366,361,331,692,354,328,682
1,1,3,367,847,907,1754,830,892,1722
1,1,3,368,44,36,80,44,33,77
1,1,3,369,234,203,437,230,202,432
1,1,3,370,662,704,1366,648,689,1337
1,1,3,371,528,542,1070,517,529,1046
1,1,3,372,535,546,1081,524,531,1055
1,1,3,373,653,620,1273,639,610,1249
1,1,3,374,558,545,1103,548,530,1078
1,1,3,375,932,963,1895,915,942,1857
1,1,3,376,1036,1051,2087,1013,1039,2052
1,1,3,377,757,778,1535,745,759,1504
1,1,3,378,192,180,372,189,180,369
1,1,3,379,727,774,1501,715,758,1473
1,1,3,380,965,978,1943,950,955,1905
1,1,3,381,526,545,1071,517,534,1051
1,1,3,382,893,901,1794,879,889,1768
1,1,3,383,1255,1249,2504,1231,1221,2452
1,1,3,384,643,638,1281,632,627,1259
1,1,3,385,762,798,1560,741,770,1511
1,1,3,386,759,744,1503,739,728,1467
1,1,4,387,1436,1592,3028,1409,1560,2969
1,1,4,388,1001,1045,2046,980,1018,1998
1,1,4,389,845,895,1740,825,884,1709
1,1,4,390,1077,1174,2251,1061,1152,2213
1,1,4,391,1196,1218,2414,1184,1199,2383
1,1,5,392,2984,3025,6009,2914,2944,5858
1,1,5,393,1467,1528,2995,1429,1481,2910
1,1,5,394,2401,2524,4925,2336,2461,4797
1,1,5,395,779,793,1572,768,776,1544
1,1,5,396,2340,2417,4757,2278,2343,4621
1,1,5,397,4643,4778,9421,4524,4642,9166
1,1,5,398,606,642,1248,592,625,1217
1,1,5,399,744,768,1512,727,756,1483
1,1,5,400,726,767,1493,712,757,1469
1,1,5,401,1597,1675,3272,1559,1613,3172
1,1,5,402,541,560,1101,525,541,1066
1,1,5,403,2060,2250,4310,2005,2185,4190
1,1,5,405,3980,4180,8160,3878,4055,7933
1,1,5,406,1624,1615,3239,1586,1567,3153
1,1,5,407,518,518,1036,503,508,1011
1,1,5,408,199,176,375,196,175,371
1,1,5,409,468,503,971,459,492,951
1,1,5,410,1211,1314,2525,1174,1277,2451
