"ENTIDAD","DISTRITO","MUNICIPIO","SECCION","PADRON_HOMBRES","PADRON_MUJERES","PADRON","LISTA_HOMBRES","LISTA_MUJERES","LISTA"
1,0,0,0,3856,2730,6586,1399,1075,2474
1,1,2,338,902,906,1808,900,897,1797
1,1,2,339,829,871,1700,814,861,1675
1,1,2,340,860,860,1720,851,852,1703
1,1,2,341,1003,1025,2028,977,999,1976
1,1,2,342,765,781,1546,758,776,1534
1,1,2,343,1476,1558,3034,1455,1531,2986
1,1,2,344,1270,1275,2545,1261,1266,2527
1,1,2,345,1088,1136,2224,1081,1124,2205
1,1,2,346,923,921,1844,917,911,1828
1,1,2,347,1268,1291,2559,1257,1278,2535
1,1,2,348,805,881,1686,794,867,1661
1,1,2,349,1227,1236,2463,1209,1225,2434
1,1,2,350,1267,1265,2532,1257,1260,2517
1,1,2,351,706,719,1425,700,707,1407
1,1,2,352,1149,1213,2362,1136,1192,2328
1,1,2,353,748,757,1505,720,730,1450
1,1,2,354,741,679,1420,733,672,1405
1,1,3,355,745,760,1505,739,755,1494
1,1,3,356,1319,1358,2677,1307,1349,2656
1,1,3,357,794,912,1706,787,904,1691
1,1,3,358,1672,1804,3476,1658,1799,3457
1,1,3,359,534,565,1099,523,559,1082
1,1,3,360,386,421,807,382,420,802
1,1,3,361,932,951,1883,925,945,1870
1,1,3,362,1129,1157,2286,1119,1150,2269
1,1,3,363,952,981,1933,945,979,1924
1,1,3,364,354,304,658,350,302,652
1,1,3,365,185,182,367,183,181,364
1,1,3,366,364,336,700,360,332,692
1,1,3,367,847,913,1760,840,908,1748
1,1,3,368,43,36,79,43,36,79
1,1,3,369,235,203,438,232,203,435
1,1,3,370,670,721,1391,668,718,1386
1,1,3,371,537,548,1085,534,544,1078
1,1,3,372,541,560,1101,533,555,1088
1,1,3,373,667,641,1308,663,637,1300
1,1,3,374,569,550,1119,563,545,1108
1,1,3,375,943,981,1924,937,975,1912
1,1,3,376,1047,1074,2121,1041,1071,2112
1,1,3,377,768,792,1560,760,784,1544
1,1,3,378,197,186,383,195,185,380
1,1,3,379,733,780,1513,726,778,1504
1,1,3,380,970,990,1960,969,982,1951
1,1,3,381,533,550,1083,531,545,1076
1,1,3,382,897,921,1818,894,919,1813
1,1,3,383,1275,1261,2536,1264,1255,2519
1,1,3,384,654,665,1319,649,663,1312
1,1,3,385,782,812,1594,777,808,1585
1,1,3,386,771,759,1530,767,754,1521
1,1,4,387,1449,1635,3084,1433,1626,3059
1,1,4,388,1028,1075,2103,1013,1061,2074
1,1,4,389,850,900,1750,843,898,1741
1,1,4,390,1104,1183,2287,1093,1174,2267
1,1,4,391,1213,1243,2456,1195,1218,2413
1,1,5,392,3063,3113,6176,3034,3097,6131
