uniqueid,year,incumbent_party_inafed,incumbent_candidate_inafed
15001,1909,NA,C. JOSÉ RÍOS MÉNDEZ
15001,1919,NA,C. PABLO HERRERA
15001,1930,NA,C. HONORATO SERRANO
15001,1932,NA,C. ANGEL COLÍN
15001,1934,NA,C. ANTONIO CASTAÑEDA
15001,1936,NA,C. HERMENEGILDO ROJAS
15001,1938,NA,C. TRINIDAD ROJAS
15001,1940,NA,C. HERMENEGILDO ROJAS
15001,1942,NA,C. ERNESTO PÉREZ
15001,1944,NA,C. JUAN DEL MAZO
15001,1946,NA,C. UBALDO SOTO
15001,1949,NA,C. FIDEL COLÍN
15001,1952,NA,C. ALBERTO PEÑA ARCOS
15001,1955,NA,C. RAFAEL PEÑA Y PEÑA
15001,1958,NA,C. JESÚS ALCÁNTARA MIRANDA
15001,1961,NA,C. CECILIO PÉREZ
15001,1964,NA,C. MACLOVIO RUIZ
15001,1967,NA,C. RAFAEL PEÑA Y PEÑA
15001,1970,NA,C. ROQUE PEÑA ARCOS
15001,1973,NA,C. SALUD RÍOS DE RIVERA
15001,1976,NA,C. MACLOVIO RUIZ
15001,1979,NA,C. MAYOLO ALCÁNTARA SÁNCHEZ
15001,1982,NA,C. ENRIQUE ALCÁNTARA GUZMÁN
15001,1985,NA,C. OTILIO PLATA GARCÍA
15001,1988,NA,C. HUMBERTO CONTRERAS ISLAS
15001,1991,NA,C. SALVADOR NAVARRETE CRUZ
15001,1993,PRI,C. HUMBERTO POLO MARTINEZ
15001,1996,PRI,PROFR. JOSE ELIAS SANCHEZ MARTINEZ
15001,2000,PRI,C. JESUS SERGIO ALCANTARA NUÑEZ
15001,2003,APT_,PROFR. FERNANDO VALENTIN VALENCIA
15001,2006,APM,C. ARIEL PEÑA COLIN
15001,2009,C.C.,C. SALVADOR NAVARRETE CRUZ
15001,2013,CPEM,C. IRINEO RUIZ GONZALEZ
15001,2016,PRI,C. MARIA DEL CARMEN MAGDALENA PEÑA MERCADO
15001,2019,COAL.,C. ESPERANZA DOLORES GONZALEZ MARTINEZ
15001,2022,COAL.,C. MARIBEL ALCANTARA NUÑEZ
15002,1871,NA,C. E. SÁNCHEZ
15002,1882,NA,C. JACINTO RODRÍGUEZ
15002,1885,NA,C. EMETERIO ESPINOZA
15002,1888,NA,C. JACINTO RODRÍGUEZ
15002,1892,NA,C. CESÁREO OLVERA
15002,1901,NA,C. URBANO HERNÁNDEZ
15002,1911,NA,C. MAURIÑO REYES
15002,1915,NA,C. CELSO LÓPEZ
15002,1918,NA,C. PABLO ROSAS
15002,1919,NA,C. ELIGIO JUÁREZ
15002,1928,NA,C. JOAQUÍN LOZANO
15002,1930,NA,C. AMADOR ESPINOZA
15002,1932,NA,C. VICENTE MEJÍA
15002,1934,NA,C. PASTOR LOZANO
15002,1936,NA,C. PABLO ROSAS
15002,1938,NA,C. GREGORIO CUEVAS
15002,1939,NA,C. MARCELINO MONCAYO
15002,1940,NA,C. PASTOR LOZANO
15002,1943,NA,C. GREGORIO CUEVAS
15002,1946,NA,C. BENJAMÍN GARCÍA
15002,1949,NA,C. RICARDO FUENTES
15002,1952,NA,C. BETUEL SÁNCHEZ
15002,1955,NA,C. EDUARDO ROLDÁN
15002,1959,NA,C. MA. GUADALUPE ZAVALA DE MARTÍNEZ
15002,1961,NA,C. LUIS RODRÍGUEZ R.
15002,1964,NA,C. JORGE CRUZ JUÁREZ
15002,1967,NA,C. FRANCISCO FERNÁNDEZ BADILLO
15002,1970,NA,C. MARIO REDONDA MARTÍNEZ
15002,1973,NA,C. LEOPOLDO JUÁREZ GARCÍA
15002,1976,NA,C. JOSEFINA PÉREZ DE FUENTES
15002,1979,NA,C. ROMUALDO MEJÍA VENEGAS
15002,1982,NA,C. RAÚL FABIÁN MARTÍNEZ FLORES
15002,1985,NA,C. PEDRO LAURO LÓPEZ VALENCIA
15002,1988,NA,C. MARIO GONZÁLEZ REYES
15002,1991,NA,C. OSCAR SÁNCHEZ JOAN
