uniqueid,year,incumbent_party_inafed,incumbent_candidate_inafed
26001,1919,NA,C. AGUSTÍN RAMÍREZ
26001,1991,PRI,C. BALTAZAR DEGOLLADO DURON
26001,1994,PAN,C. FRANCISCO FERNANDO TRIGUERAS DOMINGUEZ
26001,1997,PRI,C. JESUS RAFAEL BOJORQUEZ QUIJADA
26001,2000,PAN,C. JESUS LUGO DURON
26001,2003,PAN,C. NOE HERRERA BORQUEZ
26001,2006,ALIANZA_,C. FRANCISCO MARIO HERRERA LOPEZ
26001,2009,ALIANZA,LIC. JOSE DAVID FIGUEROA VINDIOLA
26001,2012,COAL.,C. PEDRO ARMANDO LUGO LOPEZ
26001,2015,CPUGHYE,C. JOSE JESUS SOUFFLE ENRIQUEZ
26001,2018,COAL.,C. CELIA NARES LOERA
26001,2021,PMC,C. RAFAEL TOBILLAS DURON LOPEZ
26002,1919,NA,C. RAÚL CORELLA FÉLIX
26002,1991,PRI,C. BERNARDINO IBARROLA SERRANO
26002,1994,PAN,C. OSCAR OCHOA PATRON
26002,1997,PRI,C. VICENTE TERAN URIBE
26002,2000,PRI,C. IRMA VILLALOBOS RASCON
26002,2003,PAN,C. DAVID FIGUEROA ORTEGA
26002,2006,ALIANZA_,C. JOSE ANTONIO CUADRAS GARCIA
26002,2009,PSD,PROFR. FRANCISCO JAVIER CARRERA HERNANDEZ
26002,2012,COAL.,C. IRMA VILLALOBOS RASCON
26002,2015,PAN,C. HECTOR DAVID RUBALCAVA GASTELUM
26002,2018,COAL.,C. JESÚS ALFONSO MONTAÑO DURAZO
26002,2021,MORENA,C. JESUS ALFONSO MONTAÑO DURAZO
26003,1919,NA,C. MIGUEL H. RUIZ ARZAGA
26003,1991,PRI,DR. JESUS BALDOMERO CORRAL VALENZUELA
26003,1994,PRI,C. MARCELINO ALFONSO VALENZUELA SOLIDO
26003,1997,PRI,C. HUMBERTO ARANA MURILLO
26003,2000,PRI,C. JOSE JESUS CARBALLO MENDIVIL
26003,2003,PRI,C. DAVID RAMON CORRAL VALENZUELA
26003,2006,ALIANZA_,C. RUTH CONCEPCION ACUÑA RAZCON
26003,2009,PAN,DR. JOAQUIN NAVARRO QUIJADA
26003,2012,COAL.,C. JOSE BENJAMIN ANAYA ROSAS
26003,2015,CPUGHYE,C. AXEL OMAR SALAS HERNANDEZ
26003,2018,COAL.,C. VÍCTOR MANUEL BALDERRAMA CÁRDENAS
26003,2021,COAL.,C. VÍCTOR MANUEL BALDERRAMA CÁRDENAS
26004,1991,PRI,C. MIGEL ANGEL LOPEZ QUIROZ
26004,1994,PAN,C. JULIO CESAR MENDOZA URREA
26004,1997,PRI,C. DOMINGO PESQUEIRA BARCENAS
26004,2000,PRD,C. FRANCISCO JAVIER GARCIA ATEN
26004,2003,PRI,C. FRANCISCO HERNANDEZ NEGRETE
26004,2006,COALICIÓN,C. ROMEO MONTEVERDE ESTRELLA
26004,2009,PAN,C. RAFAEL RIVERA VIDRIO
26004,2012,COAL.,C. MARTHA ELSA VIDRIO FEDERICO
26004,2015,CPUGHYE,C. EVERARDO MARTINEZ DIAZ
26004,2018,COAL.,C. EVERARDO MARTÍNEZ DÍAZ
26004,2021,MORENA,C. LUIS ÁNGEL VALENZUELA MENDIVIL
26005,1919,NA,C. JORGE OQUITA
26005,1991,PRI,C. ARTURO OROZCO LUGO
26005,1994,PRI,C. LUIS GUILLERMO CRUZ GARCIA
26005,1997,PRI,C. SAMUEL OCAÑA GARCIA
26005,2000,PRI,C. JESUS PEREZ LUGO
26005,2003,PRI,C. JACINTO LOPEZ BORJAS
26005,2006,ALIANZA_,C. RUBEN GARCIA MONTENEGRO
26005,2009,PAN,LIC. RAMON ANGEL FLORES ROBLES
26005,2012,COAL.,C. FAUSTO LORENZO CORDOVA BARRIOS
26005,2015,CPUGHYE,ING. JOSE GUILLERMO FLORES GARCIA
26005,2018,COAL.,C. SAMUEL OCAÑA GARCÍA
26005,2021,PT,C. FRANCISCO FLORES ROBLES
