CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PVEM,PT,MC,NA,MORENA,ES,PAN_PRD_MC,PAN_PRD,PAN_MC,PRD_MC,PT_MORENA,CAND_IND10,CAND_IND11,CAND_IND12,CAND_IND13,CAND_IND14,CAND_IND15,CAND_IND16,CAND_IND17,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,1,4,25,333,113,251,,40,12,620,193,1,0,0,5,,90,,,,,,,,1683,0,87,1770,2666
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,2,3,17,248,65,283,,28,13,409,148,2,0,0,1,,74,,,,,,,,1288,0,52,1340,1946
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,3,2,7,177,30,120,,7,6,254,102,0,0,0,0,,45,,,,,,,,748,0,23,771,1098
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,4,2,5,143,48,163,,9,3,264,79,1,0,1,1,,38,,,,,,,,755,0,24,779,1061
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,5,3,10,227,68,170,,22,6,401,143,1,1,0,0,,73,,,,,,,,1122,1,52,1175,1688
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,6,2,14,120,77,86,,11,3,207,72,4,0,1,0,,40,,,,,,,,635,0,16,651,705
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,7,2,3,206,28,108,,14,2,328,78,3,0,0,37,,113,,,,,,,,920,0,41,961,1208
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,8,2,5,118,36,165,,8,6,215,104,3,1,0,1,,12,,,,,,,,674,0,59,733,1090
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,9,2,2,90,34,248,,10,7,254,180,0,0,0,0,,4,,,,,,,,829,0,50,879,1281
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,10,1,0,28,20,39,,2,0,30,24,0,0,0,0,,4,,,,,,,,147,0,8,155,201
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,11,1,5,22,7,107,,7,0,58,139,0,0,0,0,,3,,,,,,,,348,0,25,373,534
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,12,1,7,55,19,50,,8,8,130,157,0,0,0,1,,20,,,,,,,,455,0,20,475,639
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,13,2,3,118,16,200,,19,9,301,34,1,0,1,0,,4,,,,,,,,706,0,48,754,1062
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,14,1,6,76,8,113,,14,6,184,37,1,1,0,0,,22,,,,,,,,468,0,42,510,736
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,15,1,2,82,12,153,,14,14,202,31,2,0,0,0,,6,,,,,,,,518,0,24,542,722
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,16,1,4,67,5,116,,9,9,234,8,0,0,0,1,,1,,,,,,,,454,0,32,486,723
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,17,2,4,85,11,222,,17,8,187,177,2,1,0,0,,5,,,,,,,,719,0,26,745,857
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,18,2,13,151,5,98,,4,7,111,285,1,3,0,70,,17,,,,,,,,765,0,42,807,1022
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,19,1,0,25,12,29,,4,1,31,58,0,0,0,0,,5,,,,,,,,165,0,6,171,255
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,20,1,3,42,32,119,,11,4,130,110,1,0,0,0,,1,,,,,,,,453,0,24,477,636
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,21,1,3,77,9,30,,5,1,56,27,1,0,0,0,,3,,,,,,,,212,0,11,223,292
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,22,2,8,81,11,93,,35,2,222,105,0,0,0,1,,3,,,,,,,,561,0,25,586,820
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,23,2,3,145,34,139,,10,7,188,85,1,0,0,1,,3,,,,,,,,616,0,31,647,872
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,24,3,10,472,19,240,,8,5,268,170,2,0,0,0,,11,,,,,,,,1205,0,70,1275,1761
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,25,2,12,47,13,125,,15,5,125,162,2,1,0,0,,12,,,,,,,,519,13,38,570,777
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,27,1,5,106,44,28,,7,1,98,34,0,1,0,1,,5,,,,,,,,330,0,17,347,484
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,28,2,9,127,30,36,,6,2,152,61,2,0,0,0,,12,,,,,,,,437,0,32,469,797
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,29,1,4,139,7,105,,5,1,123,35,0,0,0,0,,4,,,,,,,,423,0,18,441,622
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,30,3,10,114,36,153,,14,3,265,73,0,1,0,0,,9,,,,,,,,678,0,44,722,1084
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,31,1,1,41,4,30,,7,0,28,10,0,0,0,0,,2,,,,,,,,123,0,13,136,198
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,32,1,3,40,5,50,,10,2,58,49,0,0,0,2,,8,,,,,,,,227,0,10,237,317
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,33,1,10,18,9,16,,7,0,92,86,0,0,0,0,,3,,,,,,,,241,0,6,247,341
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,34,1,3,73,10,24,,0,4,39,84,1,0,0,1,,2,,,,,,,,241,0,5,246,391
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,35,2,10,82,41,228,,9,1,265,124,1,1,0,0,,48,,,,,,,,810,3,61,874,1149
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,36,1,2,73,26,113,,11,2,164,67,2,0,0,0,,0,,,,,,,,460,27,23,510,654
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,37,2,12,118,38,176,,10,4,240,278,0,4,0,0,,26,,,,,,,,906,2,42,950,1236
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,38,2,2,187,8,97,,15,2,163,111,2,0,0,0,,15,,,,,,,,602,0,46,648,785
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,39,2,11,89,21,116,,7,4,98,164,0,0,0,0,,7,,,,,,,,517,0,43,560,820
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,40,2,10,108,36,174,,9,1,151,43,3,0,0,0,,17,,,,,,,,552,0,32,584,808
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,41,2,14,82,15,87,,11,6,157,238,1,0,0,0,,29,,,,,,,,640,0,25,665,947
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,42,4,11,282,45,285,,20,3,402,142,1,1,0,1,,9,,,,,,,,1202,0,61,1263,1639
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,43,2,5,106,27,108,,8,6,219,105,2,1,0,2,,34,,,,,,,,623,0,51,674,987
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,44,3,15,156,18,53,,9,5,273,213,0,1,0,0,,8,,,,,,,,751,2,35,788,1042
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,45,2,5,148,37,102,,7,3,285,130,0,0,0,1,,5,,,,,,,,723,1,26,750,1071
,27,TABASCO,2,CARDENAS,2,CARDENAS,46,2,5,24,178,9,9,8,6,494,0,0,0,0,1,5,,,,,,,,,739,0,23,762,1160
,27,TABASCO,2,CARDENAS,2,CARDENAS,47,8,14,95,740,43,47,20,15,2018,24,6,3,0,4,21,,,,,,,,,3050,0,126,3176,5310
,27,TABASCO,2,CARDENAS,2,CARDENAS,48,3,3,42,262,12,9,4,8,664,14,0,4,0,1,6,,,,,,,,,1029,0,48,1077,1684
,27,TABASCO,2,CARDENAS,2,CARDENAS,49,2,2,19,153,9,4,1,3,450,3,0,0,0,0,5,,,,,,,,,649,0,23,672,987
,27,TABASCO,2,CARDENAS,2,CARDENAS,50,3,8,51,177,8,7,10,2,752,13,0,0,0,0,6,,,,,,,,,1034,0,33,1067,1613
,27,TABASCO,2,CARDENAS,2,CARDENAS,51,3,4,25,275,21,12,7,2,639,21,3,1,0,0,9,,,,,,,,,1019,0,30,1049,1611
,27,TABASCO,2,CARDENAS,2,CARDENAS,52,2,3,24,239,17,10,6,1,564,3,2,1,0,1,4,,,,,,,,,875,0,28,903,1411
,27,TABASCO,2,CARDENAS,2,CARDENAS,53,3,8,29,312,24,14,5,4,851,12,1,0,0,0,4,,,,,,,,,1264,0,41,1305,1951
,27,TABASCO,2,CARDENAS,2,CARDENAS,54,2,8,43,182,12,13,3,6,479,4,0,2,0,3,3,,,,,,,,,758,0,32,790,1251
,27,TABASCO,2,CARDENAS,2,CARDENAS,55,5,18,120,479,39,28,18,19,1564,22,3,1,1,0,14,,,,,,,,,2326,1,82,2409,3665
,27,TABASCO,2,CARDENAS,2,CARDENAS,56,2,1,22,155,13,19,8,2,489,12,4,1,0,0,3,,,,,,,,,729,0,23,752,1095
,27,TABASCO,2,CARDENAS,2,CARDENAS,57,1,3,25,65,4,4,1,1,256,6,0,0,0,0,1,,,,,,,,,366,0,8,374,617
,27,TABASCO,2,CARDENAS,2,CARDENAS,58,2,2,35,116,6,6,2,2,349,7,1,0,0,0,4,,,,,,,,,530,2,21,553,754
,27,TABASCO,2,CARDENAS,2,CARDENAS,59,2,2,46,131,11,5,3,5,450,4,0,0,0,1,0,,,,,,,,,658,3,11,672,920
