"emm","yr","inegi","ife","mun","edon","date","status","check","ncoal","coal1","coal2","coal3","coal4","ncand","dextra","win","mg","dcoalpan","dcoalpri","dcoalprd","dcoalmor","dcoalpve","dcoalpt","dcoalmc","pan","pri","prd","pvem","pt","mc","morena","oth","efec","lisnom"
"ags-03.001",1977,1001,1001,"AGUASCALIENTES",1,19770807,"ok","",0,"none","none","none","none",1,0,"pri",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,64466,148860
"ags-03.002",1977,1002,1002,"ASIENTOS",1,19770807,"ok","",0,"none","none","none","none",1,0,"pri",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6034,10174
"ags-03.003",1977,1003,1003,"CALVILLO",1,19770807,"ok","",0,"none","none","none","none",1,0,"pri",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8483,13841
"ags-03.004",1977,1004,1004,"COSIO",1,19770807,"ok","",0,"none","none","none","none",1,0,"pri",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2347,3874
"ags-03.005",1977,1005,1005,"JESUS MARIA",1,19770807,"ok","",0,"none","none","none","none",2,0,"pri",0.8122,0,0,0,0,0,0,0,0.0938763720392836,0.906123627960716,0,0,0,0,0,0,3462,9522
"ags-03.006",1977,1006,1006,"PABELLON DE ARTEAGA",1,19770807,"ok","",0,"none","none","none","none",1,0,"pri",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4399,9058
"ags-03.007",1977,1007,1007,"RINCON DE ROMOS",1,19770807,"ok","",0,"none","none","none","none",1,0,"pri",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4538,10878
"ags-03.008",1977,1008,1008,"SAN JOSE DE GRACIA",1,19770807,"ok","",0,"none","none","none","none",1,0,"pri",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1753,2454
"ags-03.009",1977,1009,1009,"TEPEZALA",1,19770807,"ok","",0,"none","none","none","none",1,0,"pri",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3271,5318
"ags-04.001",1980,1001,1001,"AGUASCALIENTES",1,19800803,"ok","",0,"none","none","none","none",7,0,"pri",0.6707,0,0,0,0,0,0,0,0.11421541278629,0.784887630001574,0,0,0,0,0,0.100896957212137,69903,127967
"ags-04.002",1980,1002,1002,"ASIENTOS",1,19800803,"ok","",0,"none","none","none","none",2,0,"pri",0.9894,0,0,0,0,0,0,0,0,0.994694506246791,0,0,0,0,0,0.00530549375320897,5843,9983
"ags-04.003",1980,1003,1003,"CALVILLO",1,19800803,"ok","",0,"none","none","none","none",5,0,"pri",0.8816,0,0,0,0,0,0,0,0.047779154132012,0.929393027782693,0,0,0,0,0,0.0228278180852946,5651,13331
"ags-04.004",1980,1004,1004,"COSIO",1,19800803,"ok","",0,"none","none","none","none",2,0,"pri",0.9422,0,0,0,0,0,0,0,0,0.971121177802944,0,0,0,0,0,0.0288788221970555,1766,3248
"ags-04.005",1980,1005,1005,"JESUS MARIA",1,19800803,"ok","",0,"none","none","none","none",4,0,"pri",0.7174,0,0,0,0,0,0,0,0.136626613262127,0.854027592345349,0,0,0,0,0,0.00934579439252336,2247,8475
"ags-04.006",1980,1006,1006,"PABELLON DE ARTEAGA",1,19800803,"ok","",0,"none","none","none","none",5,0,"pri",0.936,0,0,0,0,0,0,0,0.0021697857336588,0.961215080010849,0,0,0,0,0,0.0366151342554923,3687,8887
"ags-04.007",1980,1007,1007,"RINCON DE ROMOS",1,19800803,"ok","",0,"none","none","none","none",5,0,"pri",0.9832,0,0,0,0,0,0,0,0.000800480288172904,0.989993996397839,0,0,0,0,0,0.00920552331398839,4997,11206
"ags-04.008",1980,1008,1008,"SAN JOSE DE GRACIA",1,19800803,"ok","",0,"none","none","none","none",2,0,"pri",0.9044,0,0,0,0,0,0,0,0,0.952220726783311,0,0,0,0,0,0.0477792732166891,1486,2226
"ags-04.009",1980,1009,1009,"TEPEZALA",1,19800803,"ok","",0,"none","none","none","none",2,0,"pri",0.9614,0,0,0,0,0,0,0,0,0.980696600923206,0,0,0,0,0,0.019303399076794,2383,4730
"ags-05.001",1983,1001,1001,"AGUASCALIENTES",1,19830807,"ok","",0,"none","none","none","none",7,0,"pri",0.311,0,0,0,0,0,0,0,0.315734763581093,0.626726299146568,0.00599236541199696,0,0,0,0,0.0515465718603412,114479,195285
"ags-05.002",1983,1002,1002,"ASIENTOS",1,19830807,"ok","",0,"none","none","none","none",7,0,"pri",0.6931,0,0,0,0,0,0,0,0.147706178732432,0.840758419517369,0.0013259082471493,0,0,0,0,0.0102094935030496,7542,11667
"ags-05.003",1983,1003,1003,"CALVILLO",1,19830807,"ok","",0,"none","none","none","none",5,0,"pri",0.1088,0,0,0,0,0,0,0,0.102031898623553,0.500655451168888,0,0,0,0,0,0.39731265020756,9154,16587
"ags-05.004",1983,1004,1004,"COSIO",1,19830807,"ok","",0,"none","none","none","none",7,0,"pri",0.7275,0,0,0,0,0,0,0,0.0218029350104822,0.846121593291405,0.00125786163522013,0,0,0,0,0.130817610062893,2385,4075
"ags-05.005",1983,1005,1005,"JESUS MARIA",1,19830807,"ok","",0,"none","none","none","none",7,0,"pri",0.1727,0,0,0,0,0,0,0,0.406184906265022,0.578913635635315,0.000480692196763339,0,0,0,0,0.0144207659029002,6241,11351
"ags-05.006",1983,1006,1006,"PABELLON DE ARTEAGA",1,19830807,"ok","",0,"none","none","none","none",6,0,"pri",0.5484,0,0,0,0,0,0,0,0.218181818181818,0.766608391608392,0,0,0,0,0,0.0152097902097902,5720,9997
"ags-05.007",1983,1007,1007,"RINCON DE ROMOS",1,19830807,"ok","",0,"none","none","none","none",7,0,"pri",0.4295,0,0,0,0,0,0,0,0.00944733112895607,0.706188001889466,0.000472366556447804,0,0,0,0,0.28389230042513,6351,12222
"ags-05.008",1983,1008,1008,"SAN JOSE DE GRACIA",1,19830807,"ok","",0,"none","none","none","none",6,0,"pri",0.9254,0,0,0,0,0,0,0,0.0170575692963753,0.946268656716418,0.00127931769722815,0,0,0,0,0.0353944562899787,2345,2616
"ags-05.009",1983,1009,1009,"TEPEZALA",1,19830807,"ok","",0,"none","none","none","none",7,0,"pri",0.6481,0,0,0,0,0,0,0,0.0312608544633553,0.795762417506078,0.00069468565474123,0,0,0,0,0.172282042375825,2879,5772
"ags-06.001",1986,1001,1001,"AGUASCALIENTES",1,19861005,"ok","",0,"none","none","none","none",8,0,"pri",0.467,0,0,0,0,0,0,0,0.214215306625361,0.681250440047877,0.00365415757234387,0,0,0,0,0.100880095754418,142030,226705
"ags-06.002",1986,1002,1002,"ASIENTOS",1,19861005,"ok","",0,"none","none","none","none",7,0,"pri",0.863,0,0,0,0,0,0,0,0.0200931355639876,0.905484649879269,0,0,0,0,0,0.0744222145567437,11596,14278
"ags-06.003",1986,1003,1003,"CALVILLO",1,19861005,"ok","",0,"none","none","none","none",8,0,"pri",0.1101,0,0,0,0,0,0,0,0.0527360714728875,0.525003102121851,0.000248169748107706,0,0,0,0,0.422012656657153,8059,17760
"ags-06.004",1986,1004,1004,"COSIO",1,19861005,"ok","",0,"none","none","none","none",7,0,"pri",0.8431,0,0,0,0,0,0,0,0.00371057513914657,0.902729923138086,0,0,0,0,0,0.093559501722767,3773,4577
"ags-06.005",1986,1005,1005,"JESUS MARIA",1,19861005,"ok","",0,"none","none","none","none",8,0,"pri",0.3765,0,0,0,0,0,0,0,0.240886998784933,0.617405832320778,0.000303766707168894,0,0,0,0,0.14140340218712,6584,13395
"ags-06.006",1986,1006,1006,"PABELLON DE ARTEAGA",1,19861005,"ok","",0,"none","none","none","none",8,0,"pri",0.6521,0,0,0,0,0,0,0,0.138625592417062,0.790679304897314,0.00671406003159558,0,0,0,0,0.0639810426540284,5064,11545
"ags-06.007",1986,1007,1007,"RINCON DE ROMOS",1,19861005,"ok","",0,"none","none","none","none",8,0,"pri",0.7238,0,0,0,0,0,0,0,0.0188263568996595,0.822151011415982,0.000200280392549569,0,0,0,0,0.158822351291809,4993,13016
"ags-06.008",1986,1008,1008,"SAN JOSE DE GRACIA",1,19861005,"ok","",0,"none","none","none","none",8,0,"pri",0.9666,0,0,0,0,0,0,0,0.0105855110817069,0.977174991730069,0.000992391663910023,0,0,0,0,0.0112471055243136,3023,3178
"ags-06.009",1986,1009,1009,"TEPEZALA",1,19861005,"ok","",0,"none","none","none","none",6,0,"pri",0.8529,0,0,0,0,0,0,0,0.0013663535439795,0.898719043552519,0,0,0,0,0,0.0999146029035013,5855,6174
"ags-07.001",1989,1001,1001,"AGUASCALIENTES",1,19891001,"ok","",0,"none","none","none","none",6,0,"pri",0.3726,0,0,0,0,0,0,0,0.279971576489696,0.652522586539438,0.0209454200927148,0,0,0,0,0.0465604168781511,88659,236855
"ags-07.002",1989,1002,1002,"ASIENTOS",1,19891001,"ok","",0,"none","none","none","none",6,0,"pri",0.9306,0,0,0,0,0,0,0,0.0139105408322341,0.953711476196187,0.00371747211895911,0,0,0,0,0.0286605108526202,8339,15471
"ags-07.003",1989,1003,1003,"CALVILLO",1,19891001,"ok","",0,"none","none","none","none",6,0,"pri",0.3433,0,0,0,0,0,0,0,0.314849148828586,0.658183043991236,0.015843586718355,0,0,0,0,0.0111242204618237,5933,19796
"ags-07.004",1989,1004,1004,"COSIO",1,19891001,"ok","",0,"none","none","none","none",6,0,"pri",0.4069,0,0,0,0,0,0,0,0.00311526479750779,0.672897196261682,0.00280373831775701,0,0,0,0,0.321183800623053,3210,5133
"ags-07.005",1989,1005,1005,"JESUS MARIA",1,19891001,"ok","",0,"none","none","none","none",6,0,"pri",0.3722,0,0,0,0,0,0,0,0.309806582965728,0.682049541907024,0.00101798439090601,0,0,0,0,0.00712589073634204,5894,15213
"ags-07.006",1989,1006,1006,"PABELLON DE ARTEAGA",1,19891001,"ok","",0,"none","none","none","none",6,0,"pri",0.448,0,0,0,0,0,0,0,0.249612135838648,0.697638338217549,0.0110325805895535,0,0,0,0,0.0417169453542493,5801,12841
"ags-07.007",1989,1007,1007,"RINCON DE ROMOS",1,19891001,"ok","",0,"none","none","none","none",6,0,"pri",0.7483,0,0,0,0,0,0,0,0.0157798165137615,0.857064220183486,0.00623853211009174,0,0,0,0,0.120917431192661,5450,14685
"ags-07.008",1989,1008,1008,"SAN JOSE DE GRACIA",1,19891001,"ok","",0,"none","none","none","none",6,0,"pri",0.6898,0,0,0,0,0,0,0,0.00850492390331244,0.828558639212175,0.00671441360787824,0,0,0,0,0.156222023276634,2234,3580
"ags-07.009",1989,1009,1009,"TEPEZALA",1,19891001,"ok","",0,"none","none","none","none",6,0,"pri",0.578,0,0,0,0,0,0,0,0.0171673819742489,0.695565092989986,0.00286123032904149,0,0,0,0,0.284406294706724,3495,6952
"ags-08.001",1992,1001,1001,"AGUASCALIENTES",1,19920802,"ok","",0,"none","none","none","none",6,0,"pri",0.4758,0,0,0,0,0,0,0,0.22398757434557,0.699768913134068,0.0308444141379702,0,0,0,0,0.0453990983823919,131985,225089
"ags-08.002",1992,1002,1002,"ASIENTOS",1,19920802,"ok","",0,"none","none","none","none",6,0,"pri",0.6614,0,0,0,0,0,0,0,0.0578614623419461,0.748350742166025,0.086998350742166,0,0,0,0,0.106789444749863,7276,14423
"ags-08.003",1992,1003,1003,"CALVILLO",1,19920802,"ok","",0,"none","none","none","none",6,0,"pri",0.0895,0,0,0,0,0,0,0,0.441530447278606,0.531075983474044,0.0107777977366625,0,0,0,0,0.016615771510688,11134,20874
"ags-08.004",1992,1004,1004,"COSIO",1,19920802,"ok","",0,"none","none","none","none",6,0,"pri",0.83,0,0,0,0,0,0,0,0.00491613649508386,0.905725853094274,0.00896471949103528,0,0,0,0,0.0803932909196067,3458,5109
"ags-08.005",1992,1005,1005,"JESUS MARIA",1,19920802,"ok","",0,"none","none","none","none",6,0,"pri",0.377,0,0,0,0,0,0,0,0.305293896006029,0.682272042200452,0.00273172569706104,0,0,0,0,0.00970233609645818,10616,17989
"ags-08.006",1992,1006,1006,"PABELLON DE ARTEAGA",1,19920802,"ok","",0,"none","none","none","none",6,0,"pri",0.2266,0,0,0,0,0,0,0,0.367622494432071,0.59423719376392,0.00431514476614699,0,0,0,0,0.0338251670378619,7184,12322
"ags-08.007",1992,1007,1007,"RINCON DE ROMOS",1,19920802,"ok","",0,"none","none","none","none",6,0,"pri",0.4474,0,0,0,0,0,0,0,0.0252693689071319,0.692791174961519,0.0200102616726526,0,0,0,0,0.261929194458697,7796,16041
"ags-08.008",1992,1008,1008,"SAN JOSE DE GRACIA",1,19920802,"ok","",0,"none","none","none","none",6,0,"pri",0.3987,0,0,0,0,0,0,0,0.00709812108559499,0.677244258872651,0.00626304801670146,0,0,0,0,0.309394572025052,2395,3223
"ags-08.009",1992,1009,1009,"TEPEZALA",1,19920802,"ok","",0,"none","none","none","none",6,0,"pri",0.7482,0,0,0,0,0,0,0,0.0561708860759494,0.842563291139241,0.00342827004219409,0,0,0,0,0.097837552742616,3792,6385
"ags-08.010",1992,1010,1011,"LLANO--EL",1,19920802,"new","",0,"none","none","none","none",6,0,"pri",0.812,0,0,0,0,0,0,0,0.0318824507901303,0.856113113390629,0.021624618796784,0,0,0,0,0.0903798170224563,3607,6090
"ags-08.011",1992,1011,1010,"SAN FRANCISCO DE LOS ROMO",1,19920802,"new","",0,"none","none","none","none",6,0,"pri",0.797,0,0,0,0,0,0,0,0.0695805074101984,0.866616428033158,0.0115548857071088,0,0,0,0,0.0522481788495353,3981,6913
"ags-09.001",1995,1001,1001,"AGUASCALIENTES",1,19950806,"ok","",0,"none","none","none","none",6,0,"pan",0.207,0,0,0,0,0,0,0,0.532550724305229,0.325593265050982,0.079220525995848,0.0159599481574088,0.0241779164324957,0,0,0.0224976200580362,174374,297796
"ags-09.002",1995,1002,1002,"ASIENTOS",1,19950806,"ok","",0,"none","none","none","none",6,0,"pri",0.3139,0,0,0,0,0,0,0,0.290871861191939,0.604806552430219,0.0656320724215972,0.00646621403168445,0.00969932104752667,0,0,0.0225239788770342,9279,16609
"ags-09.003",1995,1003,1003,"CALVILLO",1,19950806,"ok","",0,"none","none","none","none",6,0,"pan",0.1285,0,0,0,0,0,0,0,0.542770906949352,0.414310954063604,0.0217903415783274,0.00662544169611307,0.00787691401648999,0,0,0.00662544169611307,13584,24791
