uniqueid,year,incumbent_party_inafed,incumbent_candidate_inafed
4001,1916,NA,C. GENARO ALPUCHE
4001,1919,NA,C. CARLOS BERZUNZA
4001,1924,NA,C. FLORENTINO CUEVAS
4001,1926,NA,C. FIDENCIO ESTRADA M.
4001,1928,NA,C. BASILIO UITZ
4001,1930,NA,C. FRANCISCO LIRA
4001,1932,NA,C. LUIS G. ARCILA
4001,1934,NA,C. IGNACIO REYES ORTEGA
4001,1936,NA,C. GUADALUPE CARRIL
4001,1938,NA,C. MARCELINO SOSA
4001,1940,NA,C. JUAN LOEZA
4001,1942,NA,C. LUIS G. ARCILA ROJAS
4001,1944,NA,C. VIDAL RIVERO M.
4001,1947,NA,C. EUSEBIO CARBAJAL C.
4001,1950,NA,C. NICOLÁS CANTO CARRILLO
4001,1953,NA,C. EDUARDO PEREIRA S.
4001,1956,NA,C. EDUARDO GARCÍA BAEZA
4001,1959,NA,C. ERMILO CEH GAMBOA
4001,1962,NA,C. EDUARDO PEREYRA SIERRA
4001,1965,NA,C. PEDRO RAÚL SUÁREZ CÁRDENAS
4001,1968,NA,C. EMILIO CHE GAMBOA
4001,1971,NA,C. PASTOR RODRÍGUEZ ESTRADA
4001,1974,NA,C. EDUARDO CUEVAS PÉREZ
4001,1977,NA,C. FIDEL CANTO CARRILLO
4001,1980,NA,C. MARIO A. BERLÍN MIJANGOS
4001,1983,NA,C. ISMAEL ESTRADA CUEVAS
4001,1986,NA,C. RUBÉN URIBE AVILÉS
4001,1989,NA,C. ANDY A. URIBE CUEVAS
4001,1992,PRI,PROFR. ABELARDO MAYOR CUEVAS
4001,1995,PRI,PROFR. MIGUEL HUMBERTO RODRIGUEZ SUAREZ
4001,1997,PRI,DR. JOSE FELIPE ESTRADA MIJANGOS
4001,2000,PRI,PROFRA. SONIA JACQUELINE CUEVAS KANTUN
4001,2003,PAN,C. MARTHA PATRICIA GARCIA
4001,2006,PRI,C. JORGE ANTONIO COCON COLLI
4001,2009,UXC,PROFR. CARLOS EDUARDO SANGUINO CARRIL
4001,2012,PRI,PROFR. VICTOR HUGO BALTAZAR RODRIGUEZ
4001,2015,MORENA,C. JOSE EMILIANO CANUL AKE
4001,2018,CCPT,C. ROQUE JACINTO SANCHEZ GOLIB
4001,2021,COAL. VXCAMP,C. JUANITA DEL ROSARIO CORTES MOO
4002,1916,NA,C. JOAQUÍN ESQUIVEL CANTÓN
