Fecha elección: 13/11/2011,,,,,,,,Estatus: APROBADO,,,,,,,,Entidad: 16 - MICHOACAN,,,,,,,,
Cargo elegido: Ayuntamientos,,,,,,,,Tipo elección: Ordinaria,,,,,,,,Municipio / Delegación: 73 - QUERENDARO,,,,,,,,
Casilla,Estatus casilla,Tipo urna,,,,,,,,,Candidatura comun PAN PRI PVEM,Candidatura comun PAN PRI PVEM PNA,Candidatura comun PAN PRI PNA,Candidatura comun PAN PNA,Candidatura comun PRI PRD PVEM PC PNA,Candidatura comun PRI PVEM,Candidatura comun PRD PT,Candidatura comun PRD PT PC,Candidatura comun PRD PC,Candidatura comun PT PC,No Registrados,Votos Nulos,Total,Lista nominal
Sección 1647 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,150,60,,,1,,4,100,,,,10,,1,,,,,0,17,343,570
C1,AC,Urna tradicional,180,67,,,0,,5,83,,,,11,,2,,,,,1,14,363,570
C2,AC,Urna tradicional,143,58,,,3,,4,100,,,,8,,4,,,,,0,15,335,570
Total,,,473,185,0,0,4,0,13,283,0,0,0,29,0,7,0,0,0,0,1,46,1041,1710
Sección 1648 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,141,82,,,1,,1,67,,,,2,,1,,,,,0,4,299,520
C1,AC,Urna tradicional,148,62,,,1,,3,73,,,,5,,2,,,,,0,6,300,521
Total,,,289,144,0,0,2,0,4,140,0,0,0,7,0,3,0,0,0,0,0,10,599,1041
Sección 1649 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,125,78,,,1,,1,52,,,,0,,0,,,,,0,5,262,423
C1,AC,Urna tradicional,139,60,,,0,,5,51,,,,4,,2,,,,,0,1,262,423
Total,,,264,138,0,0,1,0,6,103,0,0,0,4,0,2,0,0,0,0,0,6,524,846
Sección 1650 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,181,106,,,0,,3,98,,,,11,,3,,,,,0,16,418,696
C1,AC,Urna tradicional,170,73,,,4,,1,132,,,,0,,0,,,,,0,10,390,697
Total,,,351,179,0,0,4,0,4,230,0,0,0,11,0,3,0,0,0,0,0,26,808,1393
Sección 1651 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,134,71,,,1,,2,99,,,,13,,3,,,,,0,10,333,537
C1,AC,Urna tradicional,105,77,,,1,,3,82,,,,8,,7,,,,,0,6,289,537
C2,AC,Urna tradicional,105,71,,,1,,8,93,,,,6,,6,,,,,0,6,296,538
Total,,,344,219,0,0,3,0,13,274,0,0,0,27,0,16,0,0,0,0,0,22,918,1612
Sección 1652 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,149,80,,,0,,7,95,,,,15,,2,,,,,0,14,362,561
C1,AC,Urna tradicional,161,79,,,3,,1,100,,,,10,,0,,,,,0,12,366,562
Total,,,310,159,0,0,3,0,8,195,0,0,0,25,0,2,0,0,0,0,0,26,728,1123
Sección 1653 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,74,35,,,0,,0,53,,,,0,,0,,,,,0,6,168,352
Total,,,74,35,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,6,168,352
Sección 1654 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,153,42,,,3,,0,37,,,,27,,2,,,,,0,18,282,493
Total,,,153,42,0,0,3,0,0,37,0,0,0,27,0,2,0,0,0,0,0,18,282,493
Sección 1655 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,132,80,,,2,,2,79,,,,5,,2,,,,,0,11,313,597
Total,,,132,80,0,0,2,0,2,79,0,0,0,5,0,2,0,0,0,0,0,11,313,597
Sección 1656 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,144,71,,,2,,1,119,,,,11,,2,,,,,0,8,358,689
C1,AC,Urna tradicional,146,80,,,1,,1,105,,,,5,,10,,,,,0,10,358,690
Total,,,290,151,0,0,3,0,2,224,0,0,0,16,0,12,0,0,0,0,0,18,716,1379
Sección 1657 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,49,49,,,1,,2,52,,,,5,,1,,,,,0,3,162,340
Total,,,49,49,0,0,1,0,2,52,0,0,0,5,0,1,0,0,0,0,0,3,162,340
Sección 1658 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,148,50,,,2,,3,35,,,,4,,2,,,,,0,2,246,398
Total,,,148,50,0,0,2,0,3,35,0,0,0,4,0,2,0,0,0,0,0,2,246,398
Sección 1659 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,101,17,,,1,,4,48,,,,0,,0,,,,,0,6,177,280
Total,,,101,17,0,0,1,0,4,48,0,0,0,0,0,0,0,0,0,0,0,6,177,280
Sección 1660 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,82,10,,,1,,1,35,,,,2,,4,,,,,0,2,137,197
Total,,,82,10,0,0,1,0,1,35,0,0,0,2,0,4,0,0,0,0,0,2,137,197
Total municipal,,,3060,1458,0,0,30,0,62,1788,0,0,0,162,0,56,0,0,0,0,1,202,6819,11761
