Fecha elección: 13/11/2011,,,,,,,,Estatus: APROBADO,,,,,,,,Entidad: 16 - MICHOACAN,,,,,,,,
Cargo elegido: Ayuntamientos,,,,,,,,Tipo elección: Ordinaria,,,,,,,,Municipio / Delegación: 80 - SALVADOR ESCALANTE,,,,,,,,
Casilla,Estatus casilla,Tipo urna,,,,,,,,,Candidatura comun PAN PRI PVEM,Candidatura comun PAN PRI PVEM PNA,Candidatura comun PAN PRI PNA,Candidatura comun PAN PNA,Candidatura comun PRI PRD PVEM PC PNA,Candidatura comun PRI PVEM,Candidatura comun PRD PT,Candidatura comun PRD PT PC,Candidatura comun PRD PC,Candidatura comun PT PC,No Registrados,Votos Nulos,Total,Lista nominal
Sección 1799 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,36,89,191,16,2,0,0,,,10,,,,,,21,,,0,6,371,516
C1,AC,Urna tradicional,46,101,189,7,3,2,0,,,10,,,,,,22,,,0,8,388,516
C2,AC,Urna tradicional,41,74,219,7,0,3,0,,,13,,,,,,19,,,0,8,384,516
Total,,,123,264,599,30,5,5,0,0,0,33,0,0,0,0,0,62,0,0,0,22,1143,1548
Sección 1800 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,34,79,313,8,3,4,0,,,17,,,,,,27,,,0,17,502,729
C1,AC,Urna tradicional,44,92,332,6,5,0,4,,,12,,,,,,32,,,0,12,539,729
C2,AC,Urna tradicional,45,87,314,10,3,4,4,,,13,,,,,,32,,,0,14,526,729
C3,AC,Urna tradicional,50,105,301,7,5,3,1,,,4,,,,,,31,,,0,17,524,730
Total,,,173,363,1260,31,16,11,9,0,0,46,0,0,0,0,0,122,0,0,0,60,2091,2917
Sección 1801 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,36,144,247,11,2,0,2,,,13,,,,,,20,,,0,7,482,710
C1,AC,Urna tradicional,28,114,272,10,2,0,1,,,9,,,,,,21,,,0,15,472,710
C2,AC,Urna tradicional,61,148,230,13,2,3,1,,,12,,,,,,19,,,1,9,499,710
Total,,,125,406,749,34,6,3,4,0,0,34,0,0,0,0,0,60,0,0,1,31,1453,2130
Sección 1802 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,35,87,270,16,6,0,1,,,8,,,,,,24,,,0,10,457,615
C1,AC,Urna tradicional,40,78,258,19,0,0,0,,,8,,,,,,33,,,0,13,449,615
C2,AC,Urna tradicional,47,101,240,8,6,0,0,,,8,,,,,,26,,,0,13,449,615
C3,AC,Urna tradicional,34,89,259,3,4,0,2,,,10,,,,,,21,,,0,7,429,615
C4,AC,Urna tradicional,45,98,249,10,3,2,0,,,5,,,,,,21,,,3,9,445,616
Total,,,201,453,1276,56,19,2,3,0,0,39,0,0,0,0,0,125,0,0,3,52,2229,3076
Sección 1803 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,42,77,198,4,24,2,2,,,5,,,,,,19,,,1,13,387,615
C1,AC,Urna tradicional,30,67,207,4,27,0,1,,,6,,,,,,15,,,0,12,369,615
C2,AC,Urna tradicional,49,51,201,1,23,2,0,,,4,,,,,,30,,,0,10,371,615
C3,AC,Urna tradicional,61,61,176,4,17,1,6,,,10,,,,,,17,,,0,8,361,615
C4,AC,Urna tradicional,59,52,210,1,16,1,2,,,11,,,,,,10,,,0,11,373,616
Total,,,241,308,992,14,107,6,11,0,0,36,0,0,0,0,0,91,0,0,1,54,1861,3076
Sección 1804 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,34,35,158,3,22,0,2,,,10,,,,,,22,,,0,5,291,578
C1,AC,Urna tradicional,26,37,158,5,22,1,4,,,4,,,,,,11,,,0,9,277,579
C2,AC,Urna tradicional,32,36,183,7,15,1,2,,,4,,,,,,16,,,0,10,306,579
C3,AC,Urna tradicional,30,29,177,9,27,3,3,,,2,,,,,,20,,,0,7,307,579
