Fecha elección: 13/11/2011,,,,,,,,Estatus: APROBADO,,,,,,,,Entidad: 16 - MICHOACAN,,,,,,,,
Cargo elegido: Ayuntamientos,,,,,,,,Tipo elección: Ordinaria,,,,,,,,Municipio / Delegación: 68 - PENJAMILLO,,,,,,,,
Casilla,Estatus casilla,Tipo urna,,,,,,,,,Candidatura comun PAN PRI PVEM,Candidatura comun PAN PRI PVEM PNA,Candidatura comun PAN PRI PNA,Candidatura comun PAN PNA,Candidatura comun PRI PRD PVEM PC PNA,Candidatura comun PRI PVEM,Candidatura comun PRD PT,Candidatura comun PRD PT PC,Candidatura comun PRD PC,Candidatura comun PT PC,No Registrados,Votos Nulos,Total,Lista nominal
Sección 1498 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,57,156,,,2,,1,106,,,,0,,0,,,,,0,6,328,639
C1,AC,Urna tradicional,61,139,,,3,,1,132,,,,0,,0,,,,,0,12,348,640
Total,,,118,295,0,0,5,0,2,238,0,0,0,0,0,0,0,0,0,0,0,18,676,1279
Sección 1499 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,14,82,,,1,,0,93,,,,1,,1,,,,,0,2,194,391
C1,AC,Urna tradicional,34,79,,,0,,0,107,,,,3,,2,,,,,0,5,230,391
Total,,,48,161,0,0,1,0,0,200,0,0,0,4,0,3,0,0,0,0,0,7,424,782
Sección 1500 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,22,123,,,1,,0,111,,,,0,,2,,,,,0,5,264,516
C1,AC,Urna tradicional,17,129,,,0,,0,117,,,,0,,2,,,,,0,9,274,516
Total,,,39,252,0,0,1,0,0,228,0,0,0,0,0,4,0,0,0,0,0,14,538,1032
Sección 1501 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,41,118,,,0,,1,132,,,,0,,1,,,,,0,8,301,582
C1,AC,Urna tradicional,24,121,,,0,,0,122,,,,0,,8,,,,,0,9,284,583
Total,,,65,239,0,0,0,0,1,254,0,0,0,0,0,9,0,0,0,0,0,17,585,1165
Sección 1502 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,23,229,,,0,,0,138,,,,0,,0,,,,,0,10,400,744
Total,,,23,229,0,0,0,0,0,138,0,0,0,0,0,0,0,0,0,0,0,10,400,744
Sección 1503 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,7,158,,,2,,1,117,,,,0,,9,,,,,0,9,303,563
C1,AC,Urna tradicional,5,156,,,2,,0,119,,,,0,,0,,,,,0,3,285,563
Total,,,12,314,0,0,4,0,1,236,0,0,0,0,0,9,0,0,0,0,0,12,588,1126
Sección 1504 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,6,179,,,2,,0,77,,,,0,,3,,,,,1,4,272,463
C1,AC,Urna tradicional,13,164,,,1,,0,89,,,,0,,4,,,,,0,7,278,464
E1,AC,Urna tradicional,8,101,,,0,,2,129,,,,0,,3,,,,,0,6,249,451
Total,,,27,444,0,0,3,0,2,295,0,0,0,0,0,10,0,0,0,0,1,17,799,1378
Sección 1505 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,2,181,,,2,,0,179,,,,0,,3,,,,,0,5,372,720
Total,,,2,181,0,0,2,0,0,179,0,0,0,0,0,3,0,0,0,0,0,5,372,720
Sección 1506 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,6,203,,,0,,0,105,,,,0,,7,,,,,0,5,326,566
C1,AC,Urna tradicional,11,157,,,0,,0,158,,,,0,,0,,,,,0,1,327,567
Total,,,17,360,0,0,0,0,0,263,0,0,0,0,0,7,0,0,0,0,0,6,653,1133
Sección 1507 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,49,143,,,0,,0,97,,,,4,,10,,,,,0,8,311,724
C1,AC,Urna tradicional,72,151,,,2,,1,82,,,,1,,10,,,,,0,11,330,724
Total,,,121,294,0,0,2,0,1,179,0,0,0,5,0,20,0,0,0,0,0,19,641,1448
Sección 1508 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,13,83,,,1,,0,69,,,,0,,2,,,,,0,6,174,504
C1,AC,Urna tradicional,20,93,,,0,,0,49,,,,0,,0,,,,,0,4,166,504
C2,AC,Urna tradicional,9,119,,,1,,0,61,,,,0,,3,,,,,0,2,195,504
Total,,,42,295,0,0,2,0,0,179,0,0,0,0,0,5,0,0,0,0,0,12,535,1512
Sección 1509 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,5,120,,,3,,0,73,,,,0,,6,,,,,0,1,208,379
C1,AC,Urna tradicional,8,121,,,0,,0,97,,,,0,,0,,,,,0,7,233,380
Total,,,13,241,0,0,3,0,0,170,0,0,0,0,0,6,0,0,0,0,0,8,441,759
Sección 1510 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,26,88,,,1,,2,63,,,,1,,1,,,,,0,1,183,374
Total,,,26,88,0,0,1,0,2,63,0,0,0,1,0,1,0,0,0,0,0,1,183,374
Sección 1511 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,21,111,,,0,,0,114,,,,0,,1,,,,,0,3,250,418
C1,AC,Urna tradicional,12,136,,,1,,2,91,,,,0,,2,,,,,0,5,249,418
Total,,,33,247,0,0,1,0,2,205,0,0,0,0,0,3,0,0,0,0,0,8,499,836
Sección 1512 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,11,154,,,0,,2,74,,,,0,,6,,,,,0,6,253,554
C1,AC,Urna tradicional,11,148,,,3,,0,113,,,,0,,3,,,,,0,4,282,554
Total,,,22,302,0,0,3,0,2,187,0,0,0,0,0,9,0,0,0,0,0,10,535,1108
Sección 1513 ,,,,,,,,,,,,,,,,,,,,,,,,
