Fecha elección: 13/11/2011,,,,,,,,Estatus: APROBADO,,,,,,,,Entidad: 16 - MICHOACAN,,,,,,,,
Cargo elegido: Ayuntamientos,,,,,,,,Tipo elección: Ordinaria,,,,,,,,Municipio / Delegación: 18 - COPANDARO,,,,,,,,
Casilla,Estatus casilla,Tipo urna,,,,,,,,,Candidatura comun PAN PRI PVEM,Candidatura comun PAN PRI PVEM PNA,Candidatura comun PAN PRI PNA,Candidatura comun PAN PNA,Candidatura comun PRI PRD PVEM PC PNA,Candidatura comun PRI PVEM,Candidatura comun PRD PT,Candidatura comun PRD PT PC,Candidatura comun PRD PC,Candidatura comun PT PC,No Registrados,Votos Nulos,Total,Lista nominal
Sección 299 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,112,124,,,2,,1,29,,,,2,,0,,,,,0,5,275,550
C1,AC,Urna tradicional,118,123,,,0,,0,33,,,,10,,2,,,,,2,4,292,550
Total,,,230,247,0,0,2,0,1,62,0,0,0,12,0,2,0,0,0,0,2,9,567,1100
Sección 300 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,120,110,,,4,,1,69,,,,3,,2,,,,,0,15,324,560
C1,AC,Urna tradicional,104,138,,,1,,0,61,,,,1,,4,,,,,0,6,315,560
Total,,,224,248,0,0,5,0,1,130,0,0,0,4,0,6,0,0,0,0,0,21,639,1120
Sección 301 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,140,95,,,2,,2,58,,,,5,,1,,,,,0,9,312,544
C1,AC,Urna tradicional,127,105,,,2,,1,42,,,,8,,1,,,,,1,10,297,544
C2,AC,Urna tradicional,132,113,,,3,,0,56,,,,1,,2,,,,,0,10,317,544
Total,,,399,313,0,0,7,0,3,156,0,0,0,14,0,4,0,0,0,0,1,29,926,1632
Sección 302 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,135,150,,,6,,7,94,,,,7,,6,,,,,0,10,415,731
C1,AC,Urna tradicional,122,187,,,0,,0,72,,,,0,,0,,,,,0,12,393,732
Total,,,257,337,0,0,6,0,7,166,0,0,0,7,0,6,0,0,0,0,0,22,808,1463
Sección 303 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,75,111,,,2,,0,238,,,,4,,8,,,,,0,5,443,644
C1,AC,Urna tradicional,99,97,,,0,,1,255,,,,2,,0,,,,,0,10,464,645
Total,,,174,208,0,0,2,0,1,493,0,0,0,6,0,8,0,0,0,0,0,15,907,1289
Sección 304 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,168,149,,,1,,0,62,,,,4,,0,,,,,0,4,388,722
C1,AC,Urna tradicional,116,166,,,1,,0,77,,,,3,,0,,,,,0,11,374,723
Total,,,284,315,0,0,2,0,0,139,0,0,0,7,0,0,0,0,0,0,0,15,762,1445
Total municipal,,,1568,1668,0,0,24,0,13,1146,0,0,0,50,0,26,0,0,0,0,3,111,4609,8049
