Fecha elección: 13/11/2011,,,,,,,,Estatus: APROBADO,,,,,,,,Entidad: 16 - MICHOACAN,,,,,,,,
Cargo elegido: Ayuntamientos,,,,,,,,Tipo elección: Ordinaria,,,,,,,,Municipio / Delegación: 19 - COTIJA,,,,,,,,
Casilla,Estatus casilla,Tipo urna,,,,,,,,,Candidatura comun PAN PRI PVEM,Candidatura comun PAN PRI PVEM PNA,Candidatura comun PAN PRI PNA,Candidatura comun PAN PNA,Candidatura comun PRI PRD PVEM PC PNA,Candidatura comun PRI PVEM,Candidatura comun PRD PT,Candidatura comun PRD PT PC,Candidatura comun PRD PC,Candidatura comun PT PC,No Registrados,Votos Nulos,Total,Lista nominal
Sección 305 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,57,80,,,1,,0,92,,,,1,,1,,,,,0,13,245,478
C1,AC,Urna tradicional,68,90,,,1,,0,99,,,,2,,2,,,,,1,6,269,479
Total,,,125,170,0,0,2,0,0,191,0,0,0,3,0,3,0,0,0,0,1,19,514,957
Sección 306 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,76,88,,,0,,0,50,,,,3,,0,,,,,1,6,224,472
C1,AC,Urna tradicional,91,61,,,0,,0,59,,,,0,,0,,,,,0,3,214,472
Total,,,167,149,0,0,0,0,0,109,0,0,0,3,0,0,0,0,0,0,1,9,438,944
Sección 307 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,75,62,,,1,,0,137,,,,1,,1,,,,,0,8,285,538
C1,AC,Urna tradicional,53,84,,,0,,0,122,,,,2,,2,,,,,0,13,276,538
C2,AC,Urna tradicional,85,80,,,0,,0,109,,,,0,,0,,,,,1,7,282,538
E1,AC,Urna tradicional,32,23,,,0,,0,55,,,,0,,2,,,,,0,7,119,211
Total,,,245,249,0,0,1,0,0,423,0,0,0,3,0,5,0,0,0,0,1,35,962,1825
Sección 308 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,77,77,,,0,,1,114,,,,0,,3,,,,,0,8,280,549
C1,AC,Urna tradicional,71,76,,,0,,1,107,,,,0,,1,,,,,0,3,259,549
Total,,,148,153,0,0,0,0,2,221,0,0,0,0,0,4,0,0,0,0,0,11,539,1098
Sección 309 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,88,77,,,0,,0,58,,,,2,,3,,,,,0,5,233,463
C1,AC,Urna tradicional,90,106,,,0,,1,35,,,,2,,0,,,,,0,6,240,464
Total,,,178,183,0,0,0,0,1,93,0,0,0,4,0,3,0,0,0,0,0,11,473,927
Sección 310 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,112,132,,,1,,0,93,,,,0,,2,,,,,0,11,351,647
C1,AC,Urna tradicional,122,122,,,1,,0,87,,,,1,,1,,,,,0,6,340,648
Total,,,234,254,0,0,2,0,0,180,0,0,0,1,0,3,0,0,0,0,0,17,691,1295
Sección 311 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,116,89,,,2,,1,75,,,,4,,0,,,,,0,15,302,678
C1,AC,Urna tradicional,150,89,,,2,,0,62,,,,2,,3,,,,,1,10,319,679
Total,,,266,178,0,0,4,0,1,137,0,0,0,6,0,3,0,0,0,0,1,25,621,1357
Sección 312 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,138,86,,,1,,0,100,,,,2,,0,,,,,0,6,333,582
C1,AC,Urna tradicional,123,79,,,2,,0,119,,,,2,,1,,,,,0,16,342,582
C2,AC,Urna tradicional,143,65,,,3,,0,92,,,,0,,0,,,,,0,11,314,582
Total,,,404,230,0,0,6,0,0,311,0,0,0,4,0,1,0,0,0,0,0,33,989,1746
Sección 313 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,148,99,,,2,,1,53,,,,0,,0,,,,,0,7,310,571
C1,AC,Urna tradicional,144,80,,,1,,0,65,,,,3,,0,,,,,0,12,305,572
C2,AC,Urna tradicional,158,74,,,1,,1,46,,,,1,,2,,,,,0,8,291,572
Total,,,450,253,0,0,4,0,2,164,0,0,0,4,0,2,0,0,0,0,0,27,906,1715
Sección 314 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,126,74,,,0,,0,56,,,,0,,1,,,,,0,10,267,547
C1,AC,Urna tradicional,163,64,,,3,,0,68,,,,1,,0,,,,,1,12,312,548
