Fecha elección: 13/11/2011,,,,,,,,Estatus: APROBADO,,,,,,,,Entidad: 16 - MICHOACAN,,,,,,,,
Cargo elegido: Ayuntamientos,,,,,,,,Tipo elección: Ordinaria,,,,,,,,Municipio / Delegación: 63 - PAJACUARAN,,,,,,,,
Casilla,Estatus casilla,Tipo urna,,,,,,,,,Candidatura comun PAN PRI PVEM,Candidatura comun PAN PRI PVEM PNA,Candidatura comun PAN PRI PNA,Candidatura comun PAN PNA,Candidatura comun PRI PRD PVEM PC PNA,Candidatura comun PRI PVEM,Candidatura comun PRD PT,Candidatura comun PRD PT PC,Candidatura comun PRD PC,Candidatura comun PT PC,No Registrados,Votos Nulos,Total,Lista nominal
Sección 1389 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,53,104,,,0,117,0,18,,,,0,,0,,,,,0,8,300,407
C1,AC,Urna tradicional,49,136,,,0,96,1,16,,,,3,,1,,,,,0,5,307,407
Total,,,102,240,0,0,0,213,1,34,0,0,0,3,0,1,0,0,0,0,0,13,607,814
Sección 1390 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,60,126,,,0,97,0,32,,,,2,,1,,,,,0,4,322,532
C1,AC,Urna tradicional,46,139,,,1,83,1,38,,,,0,,1,,,,,0,11,320,533
Total,,,106,265,0,0,1,180,1,70,0,0,0,2,0,2,0,0,0,0,0,15,642,1065
Sección 1391 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,88,187,,,0,114,2,20,,,,5,,0,,,,,0,6,422,684
C1,AC,Urna tradicional,83,199,,,2,114,3,23,,,,0,,0,,,,,0,9,433,684
Total,,,171,386,0,0,2,228,5,43,0,0,0,5,0,0,0,0,0,0,0,15,855,1368
Sección 1392 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,32,148,,,2,87,2,34,,,,2,,0,,,,,0,6,313,524
C1,AC,Urna tradicional,56,158,,,0,52,0,28,,,,1,,3,,,,,0,8,306,525
Total,,,88,306,0,0,2,139,2,62,0,0,0,3,0,3,0,0,0,0,0,14,619,1049
Sección 1393 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,34,113,,,0,93,6,27,,,,2,,0,,,,,0,7,282,407
C1,AC,Urna tradicional,26,134,,,0,92,3,26,,,,0,,0,,,,,0,6,287,408
Total,,,60,247,0,0,0,185,9,53,0,0,0,2,0,0,0,0,0,0,0,13,569,815
Sección 1394 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,55,214,,,0,96,1,49,,,,2,,0,,,,,0,8,425,660
C1,AC,Urna tradicional,67,173,,,3,120,1,65,,,,0,,0,,,,,0,4,433,660
Total,,,122,387,0,0,3,216,2,114,0,0,0,2,0,0,0,0,0,0,0,12,858,1320
Sección 1395 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,76,162,,,0,93,0,18,,,,0,,0,,,,,0,5,354,572
C1,AC,Urna tradicional,66,140,,,0,95,0,36,,,,1,,1,,,,,0,7,346,572
Total,,,142,302,0,0,0,188,0,54,0,0,0,1,0,1,0,0,0,0,0,12,700,1144
Sección 1396 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,53,193,,,0,104,1,38,,,,1,,4,,,,,0,15,409,640
C1,AC,Urna tradicional,47,207,,,1,92,0,28,,,,0,,5,,,,,0,15,395,641
