Fecha elección: 13/11/2011,,,,,,,,Estatus: APROBADO,,,,,,,,Entidad: 16 - MICHOACAN,,,,,,,,
Cargo elegido: Ayuntamientos,,,,,,,,Tipo elección: Ordinaria,,,,,,,,Municipio / Delegación: 64 - PANINDICUARO,,,,,,,,
Casilla,Estatus casilla,Tipo urna,,,,,,,,,Candidatura comun PAN PRI PVEM,Candidatura comun PAN PRI PVEM PNA,Candidatura comun PAN PRI PNA,Candidatura comun PAN PNA,Candidatura comun PRI PRD PVEM PC PNA,Candidatura comun PRI PVEM,Candidatura comun PRD PT,Candidatura comun PRD PT PC,Candidatura comun PRD PC,Candidatura comun PT PC,No Registrados,Votos Nulos,Total,Lista nominal
Sección 1407 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,29,53,,,1,,4,69,,,,0,,0,,,,,0,11,167,270
Total,,,29,53,0,0,1,0,4,69,0,0,0,0,0,0,0,0,0,0,0,11,167,270
Sección 1408 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,24,94,,,0,,7,69,,,,6,,1,,,,,0,25,226,347
Total,,,24,94,0,0,0,0,7,69,0,0,0,6,0,1,0,0,0,0,0,25,226,347
Sección 1409 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,23,150,,,0,,2,95,,,,3,,5,,,,,1,12,291,514
C1,AC,Urna tradicional,32,178,,,3,,5,96,,,,0,,0,,,,,0,7,321,514
Total,,,55,328,0,0,3,0,7,191,0,0,0,3,0,5,0,0,0,0,1,19,612,1028
Sección 1410 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,33,254,,,0,,8,133,,,,2,,5,,,,,0,14,449,702
Total,,,33,254,0,0,0,0,8,133,0,0,0,2,0,5,0,0,0,0,0,14,449,702
Sección 1411 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,13,168,,,4,,2,78,,,,0,,3,,,,,0,6,274,469
C1,AC,Urna tradicional,16,148,,,0,,3,84,,,,0,,3,,,,,0,2,256,469
Total,,,29,316,0,0,4,0,5,162,0,0,0,0,0,6,0,0,0,0,0,8,530,938
Sección 1412 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,26,153,,,0,,3,73,,,,1,,0,,,,,0,11,267,555
