Fecha elección: 13/11/2011,,,,,,,,Estatus: APROBADO,,,,,,,,Entidad: 16 - MICHOACAN,,,,,,,,
Cargo elegido: Ayuntamientos,,,,,,,,Tipo elección: Ordinaria,,,,,,,,Municipio / Delegación: 13 - CARACUARO,,,,,,,,
Casilla,Estatus casilla,Tipo urna,,,,,,,,,Candidatura comun PAN PRI PVEM,Candidatura comun PAN PRI PVEM PNA,Candidatura comun PAN PRI PNA,Candidatura comun PAN PNA,Candidatura comun PRI PRD PVEM PC PNA,Candidatura comun PRI PVEM,Candidatura comun PRD PT,Candidatura comun PRD PT PC,Candidatura comun PRD PC,Candidatura comun PT PC,No Registrados,Votos Nulos,Total,Lista nominal
Sección 213 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,28,161,,,2,,4,253,,,,0,,4,,,,,0,5,457,702
C1,AC,Urna tradicional,27,156,,,3,,0,257,,,,1,,1,,,,,0,7,452,702
C2,AC,Urna tradicional,22,164,,,0,,0,254,,,,2,,3,,,,,0,11,456,703
C3,AC,Urna tradicional,22,163,,,0,,0,241,,,,0,,0,,,,,0,17,443,703
Total,,,99,644,0,0,5,0,4,1005,0,0,0,3,0,8,0,0,0,0,0,40,1808,2810
Sección 214 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,16,123,,,2,,0,216,,,,0,,10,,,,,0,8,375,614
Total,,,16,123,0,0,2,0,0,216,0,0,0,0,0,10,0,0,0,0,0,8,375,614
Sección 215 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,2,72,,,0,,0,53,,,,0,,0,,,,,0,3,130,222
Total,,,2,72,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,3,130,222
Sección 216 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,11,53,,,0,,0,66,,,,0,,3,,,,,0,4,137,210
Total,,,11,53,0,0,0,0,0,66,0,0,0,0,0,3,0,0,0,0,0,4,137,210
Sección 217 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,6,87,,,0,,0,116,,,,0,,0,,,,,1,21,231,426
C1,AC,Urna tradicional,13,62,,,1,,1,154,,,,1,,1,,,,,0,10,243,426
Total,,,19,149,0,0,1,0,1,270,0,0,0,1,0,1,0,0,0,0,1,31,474,852
Sección 218 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,2,45,,,0,,0,47,,,,0,,0,,,,,0,14,108,200
Total,,,2,45,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,14,108,200
Sección 219 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,10,94,,,0,,0,165,,,,0,,6,,,,,0,13,288,504
C1,AC,Urna tradicional,8,109,,,2,,0,145,,,,0,,3,,,,,0,8,275,505
C2,AC,Urna tradicional,11,83,,,2,,0,158,,,,3,,4,,,,,0,9,270,505
Total,,,29,286,0,0,4,0,0,468,0,0,0,3,0,13,0,0,0,0,0,30,833,1514
Sección 220 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,7,102,,,3,,0,103,,,,0,,3,,,,,0,5,223,396
Total,,,7,102,0,0,3,0,0,103,0,0,0,0,0,3,0,0,0,0,0,5,223,396
Sección 221 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,6,116,,,1,,0,131,,,,0,,4,,,,,0,8,266,422
Total,,,6,116,0,0,1,0,0,131,0,0,0,0,0,4,0,0,0,0,0,8,266,422
Sección 222 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,9,73,,,0,,0,63,,,,0,,5,,,,,0,3,153,245
Total,,,9,73,0,0,0,0,0,63,0,0,0,0,0,5,0,0,0,0,0,3,153,245
Sección 223 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,0,79,,,0,,0,106,,,,0,,0,,,,,0,4,189,296
Total,,,0,79,0,0,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0,4,189,296
Sección 224 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,9,122,,,6,,0,59,,,,0,,3,,,,,0,13,212,476
Total,,,9,122,0,0,6,0,0,59,0,0,0,0,0,3,0,0,0,0,0,13,212,476
Total municipal,,,209,1864,0,0,22,0,5,2587,0,0,0,7,0,50,0,0,0,0,1,163,4908,8257
