Fecha elección: 13/11/2011,,,,,,,,Estatus: APROBADO,,,,,,,,Entidad: 16 - MICHOACAN,,,,,,,,
Cargo elegido: Ayuntamientos,,,,,,,,Tipo elección: Ordinaria,,,,,,,,Municipio / Delegación: 29 - CHURUMUCO,,,,,,,,
Casilla,Estatus casilla,Tipo urna,,,,,,,,,Candidatura comun PAN PRI PVEM,Candidatura comun PAN PRI PVEM PNA,Candidatura comun PAN PRI PNA,Candidatura comun PAN PNA,Candidatura comun PRI PRD PVEM PC PNA,Candidatura comun PRI PVEM,Candidatura comun PRD PT,Candidatura comun PRD PT PC,Candidatura comun PRD PC,Candidatura comun PT PC,No Registrados,Votos Nulos,Total,Lista nominal
Sección 420 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,,199,,,0,,,165,,,,,,0,,,,,0,1,365,485
C1,AC,Urna tradicional,,204,,,2,,,156,,,,,,1,,,,,0,3,366,486
Total,,,0,403,0,0,2,0,0,321,0,0,0,0,0,1,0,0,0,0,0,4,731,971
Sección 421 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,,264,,,0,,,169,,,,,,0,,,,,0,2,435,716
C1,AC,Urna tradicional,,263,,,5,,,213,,,,,,0,,,,,0,6,487,716
Total,,,0,527,0,0,5,0,0,382,0,0,0,0,0,0,0,0,0,0,0,8,922,1432
Sección 422 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,,207,,,2,,,208,,,,,,0,,,,,0,13,430,580
C1,AC,Urna tradicional,,213,,,0,,,220,,,,,,1,,,,,0,5,439,580
C2,AC,Urna tradicional,,227,,,5,,,195,,,,,,0,,,,,0,4,431,580
Total,,,0,647,0,0,7,0,0,623,0,0,0,0,0,1,0,0,0,0,0,22,1300,1740
Sección 423 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,,230,,,1,,,151,,,,,,3,,,,,0,8,393,557
C1,AC,Urna tradicional,,201,,,0,,,148,,,,,,0,,,,,0,3,352,557
Total,,,0,431,0,0,1,0,0,299,0,0,0,0,0,3,0,0,0,0,0,11,745,1114
Sección 424 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,,151,,,0,,,124,,,,,,0,,,,,0,4,279,435
C1,AC,Urna tradicional,,142,,,0,,,134,,,,,,0,,,,,0,4,280,435
Total,,,0,293,0,0,0,0,0,258,0,0,0,0,0,0,0,0,0,0,0,8,559,870
Sección 425 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,,150,,,0,,,94,,,,,,0,,,,,0,16,260,366
Total,,,0,150,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,16,260,366
Sección 426 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,,174,,,2,,,163,,,,,,3,,,,,0,4,346,544
C1,AC,Urna tradicional,,175,,,2,,,155,,,,,,2,,,,,0,6,340,545
Total,,,0,349,0,0,4,0,0,318,0,0,0,0,0,5,0,0,0,0,0,10,686,1089
Sección 427 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,,84,,,0,,,103,,,,,,0,,,,,0,1,188,290
E1,AC,Urna tradicional,,61,,,0,,,64,,,,,,0,,,,,0,0,125,206
Total,,,0,145,0,0,0,0,0,167,0,0,0,0,0,0,0,0,0,0,0,1,313,496
Sección 428 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,,227,,,0,,,251,,,,,,0,,,,,0,8,486,707
Total,,,0,227,0,0,0,0,0,251,0,0,0,0,0,0,0,0,0,0,0,8,486,707
Sección 429 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,,148,,,0,,,127,,,,,,0,,,,,0,2,277,516
C1,AC,Urna tradicional,,164,,,0,,,148,,,,,,0,,,,,0,1,313,516
Total,,,0,312,0,0,0,0,0,275,0,0,0,0,0,0,0,0,0,0,0,3,590,1032
Sección 430 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,,250,,,0,,,162,,,,,,4,,,,,0,7,423,641
Total,,,0,250,0,0,0,0,0,162,0,0,0,0,0,4,0,0,0,0,0,7,423,641
Sección 431 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,,109,,,0,,,113,,,,,,0,,,,,0,2,224,329
Total,,,0,109,0,0,0,0,0,113,0,0,0,0,0,0,0,0,0,0,0,2,224,329
Sección 432 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,,173,,,1,,,166,,,,,,2,,,,,0,1,343,427
C1,AC,Urna tradicional,,207,,,0,,,124,,,,,,0,,,,,0,0,331,427
Total,,,0,380,0,0,1,0,0,290,0,0,0,0,0,2,0,0,0,0,0,1,674,854
Total municipal,,,0,4223,0,0,20,0,0,3553,0,0,0,0,0,16,0,0,0,0,0,101,7913,11641
