Fecha elección: 13/11/2011,,,,,,,,Estatus: APROBADO,,,,,,,,Entidad: 16 - MICHOACAN,,,,,,,,
Cargo elegido: Ayuntamientos,,,,,,,,Tipo elección: Ordinaria,,,,,,,,Municipio / Delegación: 30 - ECUANDUREO,,,,,,,,
Casilla,Estatus casilla,Tipo urna,,,,,,,,,Candidatura comun PAN PRI PVEM,Candidatura comun PAN PRI PVEM PNA,Candidatura comun PAN PRI PNA,Candidatura comun PAN PNA,Candidatura comun PRI PRD PVEM PC PNA,Candidatura comun PRI PVEM,Candidatura comun PRD PT,Candidatura comun PRD PT PC,Candidatura comun PRD PC,Candidatura comun PT PC,No Registrados,Votos Nulos,Total,Lista nominal
Sección 433 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,193,,84,3,,,10,,,,,0,,,0,,,,0,20,310,589
C1,AC,Urna tradicional,163,,104,12,,,3,,,,,7,,,6,,,,0,12,307,590
Total,,,356,0,188,15,0,0,13,0,0,0,0,7,0,0,6,0,0,0,0,32,617,1179
Sección 434 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,146,,72,7,,,2,,,,,2,,,5,,,,1,12,247,463
C1,AC,Urna tradicional,120,,73,5,,,6,,,,,5,,,5,,,,0,10,224,463
Total,,,266,0,145,12,0,0,8,0,0,0,0,7,0,0,10,0,0,0,1,22,471,926
Sección 435 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,174,,70,11,,,0,,,,,3,,,3,,,,0,6,267,469
C1,AC,Urna tradicional,169,,86,9,,,7,,,,,0,,,0,,,,0,9,280,469
Total,,,343,0,156,20,0,0,7,0,0,0,0,3,0,0,3,0,0,0,0,15,547,938
Sección 436 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,132,,133,19,,,3,,,,,2,,,10,,,,0,8,307,556
C1,AC,Urna tradicional,132,,103,12,,,1,,,,,4,,,16,,,,3,4,275,556
C2,AC,Urna tradicional,151,,113,11,,,9,,,,,8,,,3,,,,1,5,301,557
Total,,,415,0,349,42,0,0,13,0,0,0,0,14,0,0,29,0,0,0,4,17,883,1669
Sección 437 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,178,,23,2,,,7,,,,,0,,,0,,,,0,9,219,495
C1,AC,Urna tradicional,150,,20,6,,,3,,,,,4,,,0,,,,0,12,195,496
Total,,,328,0,43,8,0,0,10,0,0,0,0,4,0,0,0,0,0,0,0,21,414,991
Sección 438 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,224,,47,3,,,3,,,,,3,,,2,,,,1,9,292,612
C1,AC,Urna tradicional,216,,48,5,,,4,,,,,1,,,3,,,,1,13,291,613
Total,,,440,0,95,8,0,0,7,0,0,0,0,4,0,0,5,0,0,0,2,22,583,1225
Sección 439 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,212,,89,7,,,11,,,,,4,,,4,,,,7,17,351,729
C1,AC,Urna tradicional,210,,74,10,,,0,,,,,2,,,3,,,,0,24,323,730
C2,AC,Urna tradicional,175,,110,15,,,8,,,,,5,,,4,,,,0,32,349,730
Total,,,597,0,273,32,0,0,19,0,0,0,0,11,0,0,11,0,0,0,7,73,1023,2189
Sección 440 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,174,,87,5,,,5,,,,,8,,,6,,,,0,9,294,674
C1,AC,Urna tradicional,126,,106,11,,,2,,,,,1,,,10,,,,0,9,265,674
Total,,,300,0,193,16,0,0,7,0,0,0,0,9,0,0,16,0,0,0,0,18,559,1348
Sección 441 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,66,,83,6,,,1,,,,,2,,,9,,,,0,5,172,415
C1,AC,Urna tradicional,74,,74,10,,,2,,,,,1,,,8,,,,0,13,182,415
Total,,,140,0,157,16,0,0,3,0,0,0,0,3,0,0,17,0,0,0,0,18,354,830
Sección 442 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,161,,81,21,,,1,,,,,5,,,9,,,,0,36,314,737
Total,,,161,0,81,21,0,0,1,0,0,0,0,5,0,0,9,0,0,0,0,36,314,737
Sección 443 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,90,,125,0,,,0,,,,,0,,,0,,,,0,0,215,608
Total,,,90,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,608
Sección 444 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,103,,77,14,,,2,,,,,2,,,8,,,,0,8,214,464
E1,AC,Urna tradicional,73,,40,0,,,2,,,,,0,,,0,,,,0,7,122,244
Total,,,176,0,117,14,0,0,4,0,0,0,0,2,0,0,8,0,0,0,0,15,336,708
Sección 445 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,57,,45,3,,,1,,,,,0,,,2,,,,0,8,116,493
E1,AC,Urna tradicional,31,,95,7,,,1,,,,,0,,,8,,,,0,3,145,323
Total,,,88,0,140,10,0,0,2,0,0,0,0,0,0,0,10,0,0,0,0,11,261,816
Total municipal,,,3700,0,2062,214,0,0,94,0,0,0,0,69,0,0,124,0,0,0,14,300,6577,14164
