ID_ESTADO,NOMBRE_ESTADO,ID_MUNICIPIO,MUNICIPIO,ID_DEMARCACION_TERRITORIAL,DEMARCACION_TERRITORIAL,SECCIONES,CASILLAS,PAN,PRI,PRD,PT,PVEM,PRS,MC,NVA_ALIANZA,MORENA,ES,CAND_IND62,CAND_IND63,CAND_IND64,CAND_IND65,CAND_IND66,CAND_IND67,CAND_IND68,CAND_IND69,CAND_IND70,CAND_IND71,CAND_IND72,CAND_IND73,CAND_IND74,CAND_IND75,CAND_IND76,CAND_IND77,CAND_IND78,CAND_IND79,CAND_IND80,CAND_IND81,CAND_IND82,CAND_IND83,CAND_IND84,CAND_IND85,CAND_IND86,CAND_IND87,CAND_IND88,CAND_IND89,CAND_IND90,CAND_IND91,CAND_IND92,CAND_IND93,CAND_IND94,CAND_IND95,CAND_IND96,CAND_IND97,CAND_IND98,CAND_IND99,CAND_IND100,CAND_IND101,CAND_IND102,CAND_IND103,CAND_IND104,CAND_IND105,CAND_IND106,CAND_IND107,CAND_IND108,CAND_IND109,CAND_IND110,CAND_IND111,CAND_IND112,CAND_IND113,CAND_IND114,CAND_IND115,CAND_IND116,CAND_IND117,CAND_IND118,CAND_IND119,CAND_IND120,CAND_IND121,CAND_IND122,CAND_IND123,CAND_IND124,CAND_IND125,CAND_IND126,CAND_IND127,CAND_IND128,CAND_IND129,CAND_IND130,CAND_IND131,CAND_IND132,CAND_IND133,CAND_IND134,CAND_IND135,CAND_IND136,CAND_IND137,CAND_IND138,CAND_IND139,CAND_IND140,CAND_IND141,CAND_IND142,CAND_IND143,CAND_IND144,CAND_IND145,CAND_IND146,CAND_IND147,CAND_IND148,CAND_IND149,CAND_IND150,CAND_IND151,CAND_IND152,CAND_IND153,CAND_IND154,CAND_IND155,CAND_IND156,CAND_IND157,CAND_IND158,CAND_IND159,CAND_IND160,CAND_IND161,CAND_IND162,CAND_IND163,CAND_IND164,CAND_IND165,CAND_IND166,CAND_IND167,CAND_IND168,CAND_IND169,CAND_IND170,CAND_IND171,CAND_IND172,CAND_IND173,CAND_IND174,CAND_IND175,CAND_IND176,CAND_IND177,CAND_IND178,CAND_IND179,CAND_IND180,CAND_IND181,CAND_IND182,CAND_IND183,CAND_IND184,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,PARTICIPACION
18,NAYARIT,2,AHUACATLAN ,4,AHUACATLAN 04,3,5,391,504,5,15,5,1,367,10,48,5,,,,,,,,,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1445,55,1501,2172,0.6911
18,NAYARIT,2,AHUACATLAN ,5,AHUACATLAN 05,4,5,354,669,11,17,2,5,264,3,71,3,,,,,,,,,,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1461,44,1505,2071,0.7267
18,NAYARIT,3,AMATLAN DE CAÑAS ,1,AMATLAN DE CAÑAS 01,5,7,611,498,28,66,3,6,102,185,122,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1857,55,1913,2694,0.7101
18,NAYARIT,3,AMATLAN DE CAÑAS ,2,AMATLAN DE CAÑAS 02,5,5,115,338,273,14,1,2,17,38,41,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,960,35,995,1280,0.7773
18,NAYARIT,3,AMATLAN DE CAÑAS ,3,AMATLAN DE CAÑAS 03,4,4,123,237,3,6,2,3,60,94,64,723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1315,25,1340,1853,0.7232
18,NAYARIT,3,AMATLAN DE CAÑAS ,4,AMATLAN DE CAÑAS 04,3,4,142,414,247,35,5,2,86,137,93,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1278,67,1345,2005,0.6708
18,NAYARIT,3,AMATLAN DE CAÑAS ,5,AMATLAN DE CAÑAS 05,5,6,287,276,114,7,4,7,22,82,98,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,987,40,1027,1458,0.7044
18,NAYARIT,4,BAHIA DE BANDERAS ,1,BAHIA DE BANDERAS 01,6,14,1136,1259,109,256,95,19,1210,46,142,17,,,,,,,,,,,12,648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4949,231,5180,8808,0.5881
18,NAYARIT,4,BAHIA DE BANDERAS ,2,BAHIA DE BANDERAS 02,3,13,965,728,87,81,333,28,845,43,283,28,,,,,,,,,,,,,746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4167,180,4349,8642,0.5032
18,NAYARIT,4,BAHIA DE BANDERAS ,3,BAHIA DE BANDERAS 03,2,23,1550,1434,301,228,389,164,686,167,414,64,,,,,,,,,,,,,,298,655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6350,310,6662,16237,0.4103
18,NAYARIT,4,BAHIA DE BANDERAS ,4,BAHIA DE BANDERAS 04,1,23,1258,1423,292,234,242,204,1061,259,676,75,,,,,,,,,,,,,,,,570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,6294,241,6543,15755,0.4153
18,NAYARIT,4,BAHIA DE BANDERAS ,5,BAHIA DE BANDERAS 05,3,9,390,353,25,145,11,7,668,34,126,11,,,,,,,,,,,,,,,,,321,171,339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2601,117,2719,5618,0.484
18,NAYARIT,4,BAHIA DE BANDERAS ,6,BAHIA DE BANDERAS 06,2,10,632,1113,90,94,52,176,898,50,94,15,,,,,,,,,,,,,,,,,,,,110,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3365,132,3498,6879,0.5085
18,NAYARIT,4,BAHIA DE BANDERAS ,7,BAHIA DE BANDERAS 07,3,25,2323,1481,214,296,881,103,1039,188,423,42,,,,,,,,,,,,,,,,,,,,,,379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,7369,243,7615,17470,0.4359
18,NAYARIT,4,BAHIA DE BANDERAS ,8,BAHIA DE BANDERAS 08,5,13,970,1889,201,340,64,37,674,41,242,10,,,,,,,,,,,,,,,,,,,,,,,177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4645,124,4770,7301,0.6533
18,NAYARIT,4,BAHIA DE BANDERAS ,9,BAHIA DE BANDERAS 09,9,18,2332,1961,150,210,404,40,352,80,237,15,,,,,,,,,,,,,,,,,,,,,,,,473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6254,187,6442,10008,0.6437
18,NAYARIT,5,COMPOSTELA ,1,COMPOSTELA 01,8,13,1183,681,79,39,153,13,284,394,661,80,,,,,,,,,,,,,,,,,,,,,,,,,210,775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4552,152,4707,7383,0.6375
18,NAYARIT,5,COMPOSTELA ,2,COMPOSTELA 02,7,15,1235,965,73,73,412,16,323,560,422,250,,,,,,,,,,,,,,,,,,,,,,,,,,,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,4464,155,4633,7482,0.6192
18,NAYARIT,5,COMPOSTELA ,3,COMPOSTELA 03,10,13,678,883,44,72,220,15,66,234,464,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3199,160,3360,5503,0.6106
18,NAYARIT,5,COMPOSTELA ,4,COMPOSTELA 04,10,13,833,1246,52,112,102,18,993,273,186,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3852,172,4024,6427,0.6261
18,NAYARIT,5,COMPOSTELA ,5,COMPOSTELA 05,9,13,716,858,105,247,93,18,273,98,369,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3191,155,3347,5837,0.5734
18,NAYARIT,5,COMPOSTELA ,6,COMPOSTELA 06,6,11,686,601,98,441,24,14,182,15,435,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,2981,101,3153,5473,0.5761
18,NAYARIT,5,COMPOSTELA ,7,COMPOSTELA 07,9,13,936,846,48,67,57,34,454,37,361,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3114,151,3266,6192,0.5275
18,NAYARIT,5,COMPOSTELA ,8,COMPOSTELA 08,3,12,538,415,65,61,98,223,284,33,234,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2760,113,2881,5663,0.5087
18,NAYARIT,5,COMPOSTELA ,9,COMPOSTELA 09,10,12,518,382,36,22,204,5,216,16,475,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2410,131,2541,4433,0.5732
18,NAYARIT,6,HUAJICORI ,1,HUAJICORI 01,2,4,70,683,320,14,5,9,62,51,566,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1784,70,1855,2414,0.7684
18,NAYARIT,6,HUAJICORI ,2,HUAJICORI 02,5,5,47,425,161,3,53,2,0,181,192,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1066,59,1125,1447,0.7775
18,NAYARIT,6,HUAJICORI ,3,HUAJICORI 03,6,6,9,538,107,6,22,6,0,1,438,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1127,32,1159,1423,0.8145
18,NAYARIT,6,HUAJICORI ,4,HUAJICORI 04,2,4,8,471,174,6,1,2,8,2,336,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1014,34,1048,1373,0.7633
18,NAYARIT,6,HUAJICORI ,5,HUAJICORI 05,4,5,24,258,231,11,2,3,5,5,304,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,849,42,892,1107,0.8058
18,NAYARIT,7,IXTLAN DEL RIO ,1,IXTLAN DEL RIO 01,2,5,357,82,17,70,417,5,440,13,93,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1714,87,1804,2780,0.6489
18,NAYARIT,7,IXTLAN DEL RIO ,2,IXTLAN DEL RIO 02,4,6,364,435,94,119,437,19,461,39,196,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2203,71,2274,3338,0.6812
18,NAYARIT,7,IXTLAN DEL RIO ,3,IXTLAN DEL RIO 03,2,5,519,167,21,43,327,1,456,13,86,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1815,82,1898,2793,0.6796
18,NAYARIT,7,IXTLAN DEL RIO ,4,IXTLAN DEL RIO 04,2,5,348,240,18,93,379,3,492,8,100,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1710,97,1808,2740,0.6599
18,NAYARIT,7,IXTLAN DEL RIO ,5,IXTLAN DEL RIO 05,5,7,420,517,38,165,273,11,598,21,100,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2241,133,2376,3713,0.6399
18,NAYARIT,7,IXTLAN DEL RIO ,6,IXTLAN DEL RIO 06,3,5,583,128,35,196,166,4,387,20,138,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1693,87,1782,2826,0.6306
18,NAYARIT,7,IXTLAN DEL RIO ,7,IXTLAN DEL RIO 07,6,7,266,125,6,19,556,0,203,5,37,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1244,77,1321,2033,0.6498
18,NAYARIT,8,JALA ,1,JALA 01,3,5,708,631,6,8,32,2,39,270,42,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1745,38,1783,2405,0.7414
18,NAYARIT,8,JALA ,2,JALA 02,4,5,464,549,2,1,19,1,38,272,67,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1586,50,1636,2211,0.7399
18,NAYARIT,8,JALA ,3,JALA 03,4,6,413,671,7,7,49,2,210,327,173,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2161,68,2229,2872,0.7761
18,NAYARIT,8,JALA ,4,JALA 04,3,5,784,636,16,3,6,1,287,138,35,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1909,56,1965,2529,0.777
18,NAYARIT,8,JALA ,5,JALA 05,4,7,726,783,17,6,7,4,178,171,49,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2044,79,2123,2788,0.7615
18,NAYARIT,9,DEL NAYAR ,1,DEL NAYAR 01,2,6,1262,297,24,14,138,11,109,21,107,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2009,106,2115,3241,0.6526
18,NAYARIT,9,DEL NAYAR ,2,DEL NAYAR 02,5,7,1107,288,28,17,174,20,78,211,65,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1998,182,2180,3204,0.6804
18,NAYARIT,9,DEL NAYAR ,3,DEL NAYAR 03,1,7,756,318,329,33,82,16,113,87,128,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1941,192,2133,3528,0.6046
18,NAYARIT,9,DEL NAYAR ,4,DEL NAYAR 04,2,7,505,273,31,18,276,11,132,17,131,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1692,175,1867,2832,0.6593
18,NAYARIT,9,DEL NAYAR ,5,DEL NAYAR 05,4,9,1109,601,204,36,45,48,105,34,172,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2725,182,2907,4400,0.6607
