uniqueid,year,incumbent_party_inafed,incumbent_candidate_inafed
5001,1918,NA,C. AURELIO CASTAÑEDA SILVA
5001,1936,NA,C. ERNESTO FLORES
5001,1938,NA,C. FERNANDO GARCÍA
5001,1939,NA,C. ENRIQUE RENDÓN ACOSTA
5001,1942,NA,C. RAFAEL TERRAZAS GARZA
5001,1945,NA,C. BLAS CÁRDENAS GUTIÉRREZ
5001,1948,NA,C. LORENZO VARGAS CASTILLA
5001,1952,NA,C. LORENZO SILVA GARCÍA
5001,1954,NA,C. FRANCISCO SÁNCHEZ VÁZQUEZ
5001,1957,NA,C. HUMBERTO TORRES CASTILLA
5001,1960,NA,C. CARLOS ALVARADO CORREA
5001,1963,NA,C. RAFAEL TERRAZAS GARZA
5001,1966,NA,C. JESÚS CASTAÑEDA CABELLO
5001,1969,NA,C. MANUEL REYES CASTILLA
5001,1972,NA,C. LORENZO VARGAS CASTILLA
5001,1975,NA,C. FERNANDO RODRÍGUEZ TORRES
5001,1978,NA,C. RENÉ MEDRANO RODRÍGUEZ
5001,1981,NA,C. ZEFERINO SÁNCHEZ VÁZQUEZ
5001,1984,NA,C. REYNOLD CASTAÑEDA MEDRANO
5001,1987,NA,C. PEDRO VARGAS PÉREZ
5001,1990,NA,C. ZEFERINO SÁNCHEZ VÁZQUEZ
5001,1993,PRI,C. TOMAS LERMA HERNANDEZ
5001,1996,PAN,C. JOSE FORTUNATO RODRIGUEZ RODRIGUEZ
5001,1999,PRI,C. JUAN MANUEL LERMA SANDOVAL
5001,2002,PRI,C. SERGIO ALVARADO DEL TORO
5001,2005,COALICIÓN,C. SERGIO ENRIQUE TREVIÑO IBARRA
5001,2009,COAL.,C. JOSE LUIS DE LOS SANTOS FLORES
5001,2013,COAL.,C. TOMAS LERMA ORTIZ
5001,2017,CPUCS,C. HERLINDA GARCIA TREVIÑO
5001,2018,CPCOAHAF,C. MARISOL TREVIÑO PUENTE
5001,2021,MORENA,C. RAMIRO REYES RODRIGUEZ
5002,1936,NA,C. JOSÉ MORALES
5002,1938,NA,C. ELISEO GONZÁLEZ
5002,1940,NA,C. PABLO TREVIÑO
5002,1941,NA,C. CELERINO VILLARREAL VILLALÓN
5002,1942,NA,C. GRACIANO PATIÑO
5002,1945,NA,C. GUDELIO GARZA GÓMEZ
5002,1948,NA,C. JESÚS MARÍA RAMÓN
5002,1951,NA,C. LUIS MANUEL SARACHO
5002,1953,NA,C. GUSTAVO VALDÉS
5002,1954,NA,C. JUAN F. ESTRADA PALOMO
5002,1957,NA,C. LUCINO SÁNCHEZ M.
5002,1960,NA,C. JUAN MANUEL FARÍAS
5002,1963,NA,C. ANDRÉS GUTIÉRREZ TREVIÑO
5002,1966,NA,C. JESÚS MARÍA RAMÓN CANTÚ
5002,1969,NA,C. JORGE CANO LOPERENA
5002,1972,NA,C. ELEAZAR FAZ GÓMEZ
5002,1975,NA,C. TELÉSFORO VILLARREAL SALINAS
5002,1978,NA,C. JORGE CANO LOPERENA
5002,1981,NA,C. JESÚS MARÍA RAMÓN VALDÉS
5002,1984,NA,C. CUITLÁHUAC CÓRDOVA MILLER
5002,1986,NA,C. RAÚL R. GONZÁLEZ LOZANO
5002,1987,NA,C. GUDELIO GARZA GÓMEZ
5002,1990,NA,C. EVARISTO PÉREZ ARREOLA
5002,1993,UDC,DR. EMILIO DE HOYOS SERNA
5002,1996,PRI,LIC. FRANCISCO SARACHO NAVARRO
5002,1999,PRI,C. JOSE EDUARDO RAMON VALDEZ
5002,2002,COALICIÓN,C. ALFREDO GARZA CASTILLO
