ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,SECCIONES,CASILLAS,PAN,PRI,PRD,PVEM,PT,MC,NVA_ALIANZA,MORENA,PH,ES,CAND_IND1,CAND_IND2,CAND_IND3,CAND_IND4,PRI_PVEM,PRD_PT_NVA_ALIANZA,PRD_PT,PRD_NVA_ALIANZA,PT_NVA_ALIANZA,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,PARTICIPACION
9,DISTRITO FEDERAL,1,,108,258,3266,4512,17794,3272,1038,3621,1789,17029,1644,3441,0,0,0,0,149,0,184,0,0,104,57739,3245,61088,160717,0.3801
9,DISTRITO FEDERAL,2,,190,352,15866,9164,13443,3556,1146,2943,2553,20673,2813,5811,0,0,0,0,380,0,243,0,0,223,78591,6192,85006,192158,0.4424
9,DISTRITO FEDERAL,3,,184,347,13297,9771,15496,3568,1352,2367,3243,20919,3155,5785,0,0,0,0,298,0,349,0,0,541,79600,5744,85885,194440,0.4417
9,DISTRITO FEDERAL,4,,182,376,7498,8980,17185,5166,1393,2687,4451,24460,2954,6141,0,0,0,0,260,0,139,0,0,238,81314,5643,87195,214703,0.4061
9,DISTRITO FEDERAL,5,,162,311,13251,8370,11208,4349,1194,1774,2173,17361,2368,5241,0,0,0,0,306,0,130,0,0,168,67725,5037,72930,165267,0.4413
9,DISTRITO FEDERAL,6,,170,356,7617,11743,15088,3907,1282,8470,2520,24292,2747,6244,0,0,0,0,332,0,96,0,0,306,84338,6015,90659,205719,0.4407
9,DISTRITO FEDERAL,7,,203,371,14673,10833,11074,3861,1435,2282,2766,19227,3329,5708,3661,0,0,0,254,0,166,0,0,377,79269,6195,85841,196216,0.4375
9,DISTRITO FEDERAL,8,,145,328,17186,7016,29374,3465,1286,1678,1758,13149,2529,4325,0,0,0,0,259,0,315,0,0,276,82340,5602,88218,191570,0.4605
9,DISTRITO FEDERAL,9,,151,319,8100,15288,13706,3052,1032,2052,1909,23321,2684,5324,0,0,0,0,257,44,77,5,1,256,76852,5707,82815,186254,0.4446
9,DISTRITO FEDERAL,10,,165,335,8813,9134,21965,4406,1134,6542,2131,15438,2560,5491,0,0,0,0,248,0,127,0,0,216,77989,5823,84028,192958,0.4355
9,DISTRITO FEDERAL,11,,169,338,6655,8245,24314,3449,1349,8030,2270,16233,2490,5094,0,0,0,0,224,0,268,0,0,188,78621,5212,84021,194160,0.4327
9,DISTRITO FEDERAL,12,,174,353,10048,13753,15810,3193,1127,2340,2014,21769,3489,5402,0,0,0,0,374,135,137,36,32,274,79659,6374,86307,198258,0.4353
9,DISTRITO FEDERAL,13,,178,332,25538,9750,9234,2493,877,1930,1352,13426,1833,2955,0,0,0,4649,245,0,112,0,0,379,74394,6895,81668,183195,0.4458
9,DISTRITO FEDERAL,14,,151,318,6044,8259,17048,3077,1699,5119,2087,18296,2498,5301,0,0,0,0,347,0,0,0,0,206,69775,5011,74992,176777,0.4242
9,DISTRITO FEDERAL,15,,146,282,8717,7551,15306,3333,1262,3828,2526,15740,2616,5270,0,0,0,0,360,0,0,0,0,173,66509,5297,71979,161518,0.4456
9,DISTRITO FEDERAL,16,,126,291,22731,8915,5017,3866,1132,5109,2730,15978,2984,5114,0,0,0,0,238,0,59,0,0,386,73873,7416,81675,173001,0.4721
9,DISTRITO FEDERAL,17,,128,294,29817,9191,3856,2526,764,4338,1613,13160,2861,4179,0,0,0,0,173,0,27,0,0,402,72505,8094,81001,172162,0.4705
9,DISTRITO FEDERAL,18,,140,321,7973,7423,19482,7567,1180,2032,2833,17155,2594,4626,0,0,0,0,404,0,203,0,0,163,73472,5412,79047,186081,0.4248
9,DISTRITO FEDERAL,19,,105,254,2865,7668,22873,2801,1153,1392,1652,17288,2000,4411,0,0,0,0,159,53,111,9,9,142,64444,3946,68532,149823,0.4574
9,DISTRITO FEDERAL,20,,107,313,19513,25133,13182,4030,947,1388,2087,13246,2824,3429,0,0,0,0,2679,0,240,0,0,174,88698,5150,94022,195196,0.4817
9,DISTRITO FEDERAL,21,,157,314,6850,8211,18575,3919,1527,1926,2042,21817,2038,4845,0,2374,0,0,203,68,87,15,8,275,74505,5683,80463,175403,0.4587
9,DISTRITO FEDERAL,22,,125,280,3496,5600,19211,3079,1292,4063,2234,19106,1850,6633,0,0,1467,0,96,53,136,35,7,177,68358,4418,72953,164972,0.4422
9,DISTRITO FEDERAL,23,,163,318,21113,8984,10757,3957,1030,2360,2283,15992,2687,4436,0,0,0,0,280,0,147,0,0,284,74026,7047,81357,175538,0.4635
9,DISTRITO FEDERAL,24,,146,295,11167,7530,16586,3380,1538,1978,1922,19005,2588,6215,0,0,0,0,164,53,120,19,13,221,72278,5679,78178,164704,0.4747
9,DISTRITO FEDERAL,25,,110,282,10366,6415,14665,7097,1646,2903,2050,13354,2406,4212,0,0,0,0,592,0,431,0,0,140,66137,5158,71435,168498,0.4240
9,DISTRITO FEDERAL,26,,142,312,19302,10183,12755,2921,1269,3093,1971,18206,2980,4623,0,0,0,0,186,0,130,0,0,404,77619,7685,85708,178915,0.4790
9,DISTRITO FEDERAL,27,,110,296,2389,4944,26713,3175,1958,8834,1923,24221,1786,3476,0,0,0,0,107,68,228,34,7,408,79863,4887,85158,186484,0.4567
9,DISTRITO FEDERAL,28,,139,316,7343,6579,18464,3804,1744,2988,2017,22489,2704,7103,0,0,0,0,106,73,139,10,8,197,75571,5913,81681,188404,0.4335
9,DISTRITO FEDERAL,29,,97,276,2821,4298,25132,3811,1929,1531,1849,21191,1700,3783,0,0,0,0,137,83,201,26,17,139,68509,4104,72752,176141,0.4130
9,DISTRITO FEDERAL,30,,130,294,16375,9080,14731,2989,1102,3639,2195,17299,2922,6178,0,0,0,0,146,0,115,0,0,349,76771,7118,84238,171333,0.4917
9,DISTRITO FEDERAL,31,,121,285,3729,5373,23179,3101,1580,1826,1719,22506,2433,4745,0,0,0,0,127,152,170,25,32,153,70697,4572,75422,173002,0.4360
9,DISTRITO FEDERAL,32,,131,316,8291,8425,22560,2659,1342,4458,2611,21288,2542,4945,0,0,0,0,195,0,270,0,0,334,79586,6968,86888,189783,0.4578
9,DISTRITO FEDERAL,33,,147,321,11088,17566,16836,3196,1103,3989,2093,17905,2434,3954,0,0,0,0,516,0,364,0,0,203,81044,5966,87213,183311,0.4758
9,DISTRITO FEDERAL,34,,91,285,3286,22457,13168,3603,1529,10612,2169,15174,1803,3854,0,0,0,0,1048,0,295,0,0,99,78998,4433,83530,179804,0.4646
9,DISTRITO FEDERAL,35,,96,296,3952,6586,9377,4636,902,7311,2640,20241,2077,4257,0,0,0,0,414,0,155,0,0,146,62548,4376,67070,182813,0.3669
9,DISTRITO FEDERAL,36,,77,260,4009,7475,8443,4434,2233,7051,1717,17600,1741,3367,0,0,0,0,641,0,0,0,0,112,58711,3969,62792,164883,0.3808
9,DISTRITO FEDERAL,37,,110,291,10550,6052,14840,4237,1120,1975,1609,20955,2265,4181,0,0,0,0,318,0,367,0,0,251,68469,5726,74446,174855,0.4258
9,DISTRITO FEDERAL,38,,150,301,18516,9426,7308,3144,1337,2327,1733,19978,2708,4666,0,0,0,0,317,0,281,0,0,318,71741,7063,79122,168621,0.4692
9,DISTRITO FEDERAL,39,,95,249,7842,7220,6404,4701,1848,4024,1924,17025,2029,4533,0,0,0,0,443,0,0,5,0,259,57998,4955,63212,150468,0.4201
9,DISTRITO FEDERAL,40,,94,272,7873,6708,18173,4072,1035,1579,1366,19783,2075,3545,0,0,0,0,374,0,333,0,0,135,66916,5237,72288,170392,0.4242
