Fecha elección: 13/11/2011,,,,,,,,Estatus: APROBADO,,,,,,,,Entidad: 16 - MICHOACAN,,,,,,,,
Cargo elegido: Ayuntamientos,,,,,,,,Tipo elección: Ordinaria,,,,,,,,Municipio / Delegación: 55 - MORELOS,,,,,,,,
Casilla,Estatus casilla,Tipo urna,,,,,,,,,Candidatura comun PAN PRI PVEM,Candidatura comun PAN PRI PVEM PNA,Candidatura comun PAN PRI PNA,Candidatura comun PAN PNA,Candidatura comun PRI PRD PVEM PC PNA,Candidatura comun PRI PVEM,Candidatura comun PRD PT,Candidatura comun PRD PT PC,Candidatura comun PRD PC,Candidatura comun PT PC,No Registrados,Votos Nulos,Total,Lista nominal
Sección 1288 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,132,67,64,2,0,33,2,,,,,0,,2,,,,,0,18,320,552
C1,AC,Urna tradicional,97,61,50,0,0,30,0,,,,,1,,0,,,,,0,15,254,553
Total,,,229,128,114,2,0,63,2,0,0,0,0,1,0,2,0,0,0,0,0,33,574,1105
Sección 1289 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,108,108,69,4,0,52,1,,,,,3,,0,,,,,0,7,352,624
C1,AC,Urna tradicional,85,127,99,3,0,37,0,,,,,3,,1,,,,,0,16,371,625
Total,,,193,235,168,7,0,89,1,0,0,0,0,6,0,1,0,0,0,0,0,23,723,1249
Sección 1290 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,64,56,56,7,2,22,1,,,,,0,,3,,,,,0,7,218,383
C1,AC,Urna tradicional,87,38,52,6,1,17,0,,,,,5,,4,,,,,0,7,217,384
Total,,,151,94,108,13,3,39,1,0,0,0,0,5,0,7,0,0,0,0,0,14,435,767
Sección 1291 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,115,73,74,9,3,16,0,,,,,2,,2,,,,,0,11,305,678
Total,,,115,73,74,9,3,16,0,0,0,0,0,2,0,2,0,0,0,0,0,11,305,678
Sección 1292 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,43,50,31,5,0,35,0,,,,,2,,1,,,,,0,5,172,539
C1,AC,Urna tradicional,33,67,35,4,0,34,0,,,,,2,,1,,,,,0,9,185,540
C2,AC,Urna tradicional,27,43,28,4,0,62,0,,,,,0,,0,,,,,0,11,175,540
Total,,,103,160,94,13,0,131,0,0,0,0,0,4,0,2,0,0,0,0,0,25,532,1619
Sección 1293 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,97,27,56,7,3,92,1,,,,,0,,1,,,,,0,0,284,633
C1,AC,Urna tradicional,68,53,66,5,0,99,0,,,,,1,,1,,,,,0,8,301,633
Total,,,165,80,122,12,3,191,1,0,0,0,0,1,0,2,0,0,0,0,0,8,585,1266
Sección 1294 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,30,99,48,4,0,86,0,,,,,0,,0,,,,,0,9,276,485
C1,AC,Urna tradicional,20,64,54,3,0,75,0,,,,,0,,0,,,,,0,14,230,486
Total,,,50,163,102,7,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,23,506,971
Sección 1295 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,23,107,57,10,0,11,1,,,,,0,,1,,,,,0,14,224,407
E1,AC,Urna tradicional,39,39,54,0,1,34,0,,,,,0,,2,,,,,0,9,178,521
Total,,,62,146,111,10,1,45,1,0,0,0,0,0,0,3,0,0,0,0,0,23,402,928
Sección 1296 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,37,69,36,11,2,57,0,,,,,0,,0,,,,,0,11,223,470
C1,AC,Urna tradicional,44,59,55,8,0,57,0,,,,,0,,0,,,,,0,9,232,470
Total,,,81,128,91,19,2,114,0,0,0,0,0,0,0,0,0,0,0,0,0,20,455,940
Total municipal,,,1149,1207,984,92,12,849,6,0,0,0,0,19,0,19,0,0,0,0,0,180,4517,9523
