Fecha elección: 13/11/2011,,,,,,,,Estatus: APROBADO,,,,,,,,Entidad: 16 - MICHOACAN,,,,,,,,
Cargo elegido: Ayuntamientos,,,,,,,,Tipo elección: Ordinaria,,,,,,,,Municipio / Delegación: 42 - IXTLAN,,,,,,,,
Casilla,Estatus casilla,Tipo urna,,,,,,,,,Candidatura comun PAN PRI PVEM,Candidatura comun PAN PRI PVEM PNA,Candidatura comun PAN PRI PNA,Candidatura comun PAN PNA,Candidatura comun PRI PRD PVEM PC PNA,Candidatura comun PRI PVEM,Candidatura comun PRD PT,Candidatura comun PRD PT PC,Candidatura comun PRD PC,Candidatura comun PT PC,No Registrados,Votos Nulos,Total,Lista nominal
Sección 673 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,148,102,,,1,,8,42,,,,3,,1,,,,,0,5,310,534
C1,AC,Urna tradicional,160,93,,,3,,4,43,,,,1,,6,,,,,1,11,322,535
C2,AC,Urna tradicional,189,78,,,0,,0,49,,,,0,,0,,,,,0,6,322,535
Total,,,497,273,0,0,4,0,12,134,0,0,0,4,0,7,0,0,0,0,1,22,954,1604
Sección 674 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,202,88,,,1,,9,45,,,,5,,2,,,,,0,7,359,652
C1,AC,Urna tradicional,197,91,,,0,,4,35,,,,3,,0,,,,,0,11,341,653
Total,,,399,179,0,0,1,0,13,80,0,0,0,8,0,2,0,0,0,0,0,18,700,1305
Sección 675 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,154,75,,,0,,7,48,,,,1,,1,,,,,0,11,297,514
C1,AC,Urna tradicional,158,90,,,1,,4,42,,,,3,,1,,,,,0,13,312,515
Total,,,312,165,0,0,1,0,11,90,0,0,0,4,0,2,0,0,0,0,0,24,609,1029
Sección 676 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,158,158,,,2,,5,64,,,,3,,1,,,,,0,8,399,676
Total,,,158,158,0,0,2,0,5,64,0,0,0,3,0,1,0,0,0,0,0,8,399,676
Sección 677 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,123,15,,,1,,2,79,,,,1,,3,,,,,8,0,232,445
C1,AC,Urna tradicional,131,24,,,0,,0,61,,,,0,,0,,,,,0,4,220,445
Total,,,254,39,0,0,1,0,2,140,0,0,0,1,0,3,0,0,0,0,8,4,452,890
Sección 678 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,176,19,,,1,,2,116,,,,0,,0,,,,,0,8,322,546
C1,AC,Urna tradicional,188,13,,,0,,3,131,,,,2,,1,,,,,1,6,345,546
C2,AC,Urna tradicional,196,24,,,0,,0,75,,,,0,,0,,,,,0,5,300,547
Total,,,560,56,0,0,1,0,5,322,0,0,0,2,0,1,0,0,0,0,1,19,967,1639
Sección 679 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,120,44,,,0,,1,98,,,,2,,0,,,,,0,4,269,454
C1,AC,Urna tradicional,120,56,,,0,,1,83,,,,0,,1,,,,,0,8,269,454
Total,,,240,100,0,0,0,0,2,181,0,0,0,2,0,1,0,0,0,0,0,12,538,908
Sección 680 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,145,70,,,0,,3,100,,,,1,,0,,,,,1,6,326,678
Total,,,145,70,0,0,0,0,3,100,0,0,0,1,0,0,0,0,0,0,1,6,326,678
Sección 681 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,171,18,,,1,,1,59,,,,1,,0,,,,,0,1,252,511
C1,AC,Urna tradicional,177,24,,,0,,0,43,,,,0,,0,,,,,0,12,256,512
Total,,,348,42,0,0,1,0,1,102,0,0,0,1,0,0,0,0,0,0,0,13,508,1023
Sección 682 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,205,101,,,1,,4,52,,,,1,,1,,,,,0,4,369,678
C1,AC,Urna tradicional,150,129,,,1,,1,61,,,,0,,1,,,,,0,9,352,679
Total,,,355,230,0,0,2,0,5,113,0,0,0,1,0,2,0,0,0,0,0,13,721,1357
Sección 683 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,128,41,,,1,,3,57,,,,1,,0,,,,,0,6,237,439
C1,AC,Urna tradicional,119,52,,,0,,2,43,,,,1,,4,,,,,0,9,230,439
E1,AC,Urna tradicional,136,71,,,1,,24,136,,,,6,,0,,,,,0,7,381,588
Total,,,383,164,0,0,2,0,29,236,0,0,0,8,0,4,0,0,0,0,0,22,848,1466
Sección 684 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,122,58,,,2,,1,110,,,,4,,2,,,,,1,16,316,582
Total,,,122,58,0,0,2,0,1,110,0,0,0,4,0,2,0,0,0,0,1,16,316,582
Total municipal,,,3773,1534,0,0,17,0,89,1672,0,0,0,39,0,25,0,0,0,0,12,177,7338,13157
