Fecha elección: 13/11/2011,,,,,,,,Estatus: APROBADO,,,,,,,,Entidad: 16 - MICHOACAN,,,,,,,,
Cargo elegido: Ayuntamientos,,,,,,,,Tipo elección: Ordinaria,,,,,,,,Municipio / Delegación: 79 - SANTA ANA MAYA,,,,,,,,
Casilla,Estatus casilla,Tipo urna,,,,,,,,,Candidatura comun PAN PRI PVEM,Candidatura comun PAN PRI PVEM PNA,Candidatura comun PAN PRI PNA,Candidatura comun PAN PNA,Candidatura comun PRI PRD PVEM PC PNA,Candidatura comun PRI PVEM,Candidatura comun PRD PT,Candidatura comun PRD PT PC,Candidatura comun PRD PC,Candidatura comun PT PC,No Registrados,Votos Nulos,Total,Lista nominal
Sección 1788 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,111,89,90,91,2,0,,,,,,,,0,,,2,,0,13,398,659
Total,,,111,89,90,91,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,13,398,659
Sección 1789 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,72,67,23,101,0,0,,,,,,,,6,,,0,,0,10,279,516
C1,AC,Urna tradicional,68,57,29,124,0,0,,,,,,,,0,,,0,,0,18,296,516
C2,AC,Urna tradicional,75,66,28,110,1,0,,,,,,,,0,,,0,,0,13,293,516
Total,,,215,190,80,335,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,41,868,1548
Sección 1790 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,80,112,65,109,0,0,,,,,,,,2,,,0,,0,17,385,657
C1,AC,Urna tradicional,100,123,44,121,0,0,,,,,,,,1,,,0,,0,19,408,657
C2,AC,Urna tradicional,74,139,60,104,1,1,,,,,,,,0,,,0,,0,13,392,658
Total,,,254,374,169,334,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,49,1185,1972
Sección 1791 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,101,147,49,149,0,1,,,,,,,,2,,,0,,0,20,469,707
C1,AC,Urna tradicional,106,122,52,143,1,1,,,,,,,,5,,,1,,0,18,449,707
C2,AC,Urna tradicional,117,117,59,154,2,0,,,,,,,,1,,,0,,0,15,465,708
Total,,,324,386,160,446,3,2,0,0,0,0,0,0,0,8,0,0,1,0,0,53,1383,2122
Sección 1792 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,42,74,56,49,1,0,,,,,,,,4,,,0,,0,14,240,504
C1,AC,Urna tradicional,47,79,77,31,0,0,,,,,,,,0,,,0,,0,0,234,505
C2,AC,Urna tradicional,60,106,61,35,1,0,,,,,,,,0,,,0,,0,13,276,505
Total,,,149,259,194,115,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,27,750,1514
Sección 1793 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,54,37,67,31,3,1,,,,,,,,1,,,1,,0,10,205,435
C1,AC,Urna tradicional,57,30,42,27,0,0,,,,,,,,1,,,1,,0,12,170,435
Total,,,111,67,109,58,3,1,0,0,0,0,0,0,0,2,0,0,2,0,0,22,375,870
Sección 1794 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,21,13,28,13,1,1,,,,,,,,0,,,1,,0,1,79,179
Total,,,21,13,28,13,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,79,179
Sección 1795 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,47,62,56,51,0,0,,,,,,,,0,,,0,,0,7,223,703
C1,AC,Urna tradicional,43,70,42,53,2,1,,,,,,,,2,,,0,,0,12,225,703
Total,,,90,132,98,104,2,1,0,0,0,0,0,0,0,2,0,0,0,0,0,19,448,1406
Sección 1796 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,22,37,51,68,0,0,,,,,,,,1,,,0,,0,7,186,421
C1,AC,Urna tradicional,10,20,48,90,0,1,,,,,,,,0,,,0,,0,8,177,422
Total,,,32,57,99,158,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,15,363,843
Sección 1797 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,42,26,50,50,1,1,,,,,,,,1,,,0,,0,9,180,399
C1,AC,Urna tradicional,60,28,45,41,0,0,,,,,,,,0,,,0,,0,5,179,399
Total,,,102,54,95,91,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,14,359,798
Sección 1798 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,48,48,99,56,0,0,,,,,,,,2,,,0,,0,15,268,645
Total,,,48,48,99,56,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,15,268,645
Total municipal,,,1457,1669,1221,1801,16,8,0,0,0,0,0,0,0,29,0,0,6,0,0,269,6476,12556
