Fecha elección: 13/11/2011,,,,,,,,Estatus: APROBADO,,,,,,,,Entidad: 16 - MICHOACAN,,,,,,,,
Cargo elegido: Ayuntamientos,,,,,,,,Tipo elección: Ordinaria,,,,,,,,Municipio / Delegación: 96 - TOCUMBO,,,,,,,,
Casilla,Estatus casilla,Tipo urna,,,,,,,,,Candidatura comun PAN PRI PVEM,Candidatura comun PAN PRI PVEM PNA,Candidatura comun PAN PRI PNA,Candidatura comun PAN PNA,Candidatura comun PRI PRD PVEM PC PNA,Candidatura comun PRI PVEM,Candidatura comun PRD PT,Candidatura comun PRD PT PC,Candidatura comun PRD PC,Candidatura comun PT PC,No Registrados,Votos Nulos,Total,Lista nominal
Sección 2052 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,18,60,,,7,30,1,139,,,,1,,,,,,,0,5,261,450
C1,AC,Urna tradicional,19,44,,,7,24,2,174,,,,0,,,,,,,0,10,280,450
Total,,,37,104,0,0,14,54,3,313,0,0,0,1,0,0,0,0,0,0,0,15,541,900
Sección 2053 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,20,110,,,10,16,1,205,,,,0,,,,,,,0,12,374,564
Total,,,20,110,0,0,10,16,1,205,0,0,0,0,0,0,0,0,0,0,0,12,374,564
Sección 2054 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,13,54,,,5,31,1,98,,,,0,,,,,,,0,9,211,376
C1,AC,Urna tradicional,12,57,,,4,33,0,101,,,,0,,,,,,,1,8,216,377
Total,,,25,111,0,0,9,64,1,199,0,0,0,0,0,0,0,0,0,0,1,17,427,753
Sección 2055 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,64,71,,,95,55,5,66,,,,4,,,,,,,0,17,377,571
C1,AC,Urna tradicional,90,78,,,94,56,8,33,,,,7,,,,,,,0,11,377,572
Total,,,154,149,0,0,189,111,13,99,0,0,0,11,0,0,0,0,0,0,0,28,754,1143
Sección 2056 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,71,42,,,86,88,3,58,,,,4,,,,,,,0,18,370,561
C1,AC,Urna tradicional,72,41,,,89,115,0,36,,,,7,,,,,,,0,21,381,561
C2,AC,Urna tradicional,61,57,,,73,94,5,44,,,,4,,,,,,,0,15,353,562
Total,,,204,140,0,0,248,297,8,138,0,0,0,15,0,0,0,0,0,0,0,54,1104,1684
Sección 2057 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,65,49,,,70,55,6,41,,,,3,,,,,,,0,8,297,466
C1,AC,Urna tradicional,62,69,,,53,67,2,42,,,,0,,,,,,,0,9,304,466
Total,,,127,118,0,0,123,122,8,83,0,0,0,3,0,0,0,0,0,0,0,17,601,932
Sección 2058 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,43,68,,,51,47,1,29,,,,0,,,,,,,0,18,257,421
C1,AC,Urna tradicional,40,77,,,63,46,3,34,,,,2,,,,,,,0,13,278,422
Total,,,83,145,0,0,114,93,4,63,0,0,0,2,0,0,0,0,0,0,0,31,535,843
Sección 2059 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,86,58,,,95,71,2,23,,,,2,,,,,,,0,11,348,561
C1,AC,Urna tradicional,69,54,,,109,63,3,21,,,,3,,,,,,,0,17,339,562
Total,,,155,112,0,0,204,134,5,44,0,0,0,5,0,0,0,0,0,0,0,28,687,1123
Sección 2060 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,23,77,,,11,8,3,104,,,,0,,,,,,,0,5,231,427
Total,,,23,77,0,0,11,8,3,104,0,0,0,0,0,0,0,0,0,0,0,5,231,427
Sección 2061 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,40,126,,,15,18,1,163,,,,0,,,,,,,0,11,374,669
Total,,,40,126,0,0,15,18,1,163,0,0,0,0,0,0,0,0,0,0,0,11,374,669
Sección 2062 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,22,92,,,19,24,2,165,,,,0,,,,,,,0,5,329,610
Total,,,22,92,0,0,19,24,2,165,0,0,0,0,0,0,0,0,0,0,0,5,329,610
Sección 2063 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,47,9,,,20,6,2,97,,,,0,,,,,,,0,4,185,363
Total,,,47,9,0,0,20,6,2,97,0,0,0,0,0,0,0,0,0,0,0,4,185,363
Sección 2064 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,10,27,,,1,2,1,19,,,,0,,,,,,,0,1,61,164
Total,,,10,27,0,0,1,2,1,19,0,0,0,0,0,0,0,0,0,0,0,1,61,164
Total municipal,,,947,1320,0,0,977,949,52,1692,0,0,0,37,0,0,0,0,0,0,1,228,6203,10175
