Fecha elección: 13/11/2011,,,,,,,,Estatus: APROBADO,,,,,,,,Entidad: 16 - MICHOACAN,,,,,,,,
Cargo elegido: Ayuntamientos,,,,,,,,Tipo elección: Ordinaria,,,,,,,,Municipio / Delegación: 112 - ZIRACUARETIRO,,,,,,,,
Casilla,Estatus casilla,Tipo urna,,,,,,,,,Candidatura comun PAN PRI PVEM,Candidatura comun PAN PRI PVEM PNA,Candidatura comun PAN PRI PNA,Candidatura comun PAN PNA,Candidatura comun PRI PRD PVEM PC PNA,Candidatura comun PRI PVEM,Candidatura comun PRD PT,Candidatura comun PRD PT PC,Candidatura comun PRD PC,Candidatura comun PT PC,No Registrados,Votos Nulos,Total,Lista nominal
Sección 2570 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,58,190,,,5,2,1,144,,,,0,,4,,,,,0,5,409,599
C1,AC,Urna tradicional,42,211,,,5,2,3,132,,,,0,,7,,,,,0,0,402,599
C2,AC,Urna tradicional,67,194,,,3,5,1,139,,,,2,,0,,,,,0,11,422,600
Total,,,167,595,0,0,13,9,5,415,0,0,0,2,0,11,0,0,0,0,0,16,1233,1798
Sección 2571 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,119,154,,,6,3,5,157,,,,1,,7,,,,,0,9,461,610
C1,AC,Urna tradicional,101,171,,,5,7,0,119,,,,0,,2,,,,,0,13,418,610
Total,,,220,325,0,0,11,10,5,276,0,0,0,1,0,9,0,0,0,0,0,22,879,1220
Sección 2572 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,130,210,,,2,1,6,181,,,,4,,2,,,,,0,14,550,705
C1,AC,Urna tradicional,176,210,,,2,0,7,173,,,,6,,4,,,,,0,6,584,705
C2,AC,Urna tradicional,156,210,,,1,0,8,182,,,,3,,1,,,,,0,10,571,706
C3,AC,Urna tradicional,196,189,,,1,1,2,149,,,,11,,2,,,,,0,12,563,706
Total,,,658,819,0,0,6,2,23,685,0,0,0,24,0,9,0,0,0,0,0,42,2268,2822
Sección 2573 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,93,121,,,4,0,2,207,,,,4,,3,,,,,0,6,440,545
C1,AC,Urna tradicional,85,127,,,3,0,3,188,,,,0,,4,,,,,0,10,420,546
C2,AC,Urna tradicional,79,148,,,10,0,1,142,,,,2,,6,,,,,0,9,397,546
Total,,,257,396,0,0,17,0,6,537,0,0,0,6,0,13,0,0,0,0,0,25,1257,1637
Sección 2574 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,33,107,,,17,0,1,76,,,,0,,0,,,,,0,8,242,393
C1,AC,Urna tradicional,31,138,,,13,0,0,83,,,,2,,2,,,,,0,4,273,394
E1,AC,Urna tradicional,82,133,,,1,0,0,54,,,,1,,6,,,,,0,10,287,422
Total,,,146,378,0,0,31,0,1,213,0,0,0,3,0,8,0,0,0,0,0,22,802,1209
Sección 2575 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,46,171,,,9,0,1,87,,,,0,,1,,,,,0,11,326,456
C1,AC,Urna tradicional,49,136,,,4,0,0,122,,,,2,,1,,,,,0,10,324,456
Total,,,95,307,0,0,13,0,1,209,0,0,0,2,0,2,0,0,0,0,0,21,650,912
Sección 2576 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,67,81,,,3,0,2,184,,,,0,,0,,,,,0,5,342,477
C1,AC,Urna tradicional,59,77,,,5,0,2,158,,,,0,,0,,,,,0,5,306,477
Total,,,126,158,0,0,8,0,4,342,0,0,0,0,0,0,0,0,0,0,0,10,648,954
Sección 2577 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,90,51,,,0,4,0,26,,,,1,,1,,,,,0,9,182,281
Total,,,90,51,0,0,0,4,0,26,0,0,0,1,0,1,0,0,0,0,0,9,182,281
Total municipal,,,1759,3029,0,0,99,25,45,2703,0,0,0,39,0,53,0,0,0,0,0,167,7919,10833
