Fecha elección: 13/11/2011,,,,,,,,Estatus: APROBADO,,,,,,,,Entidad: 16 - MICHOACAN,,,,,,,,
Cargo elegido: Ayuntamientos,,,,,,,,Tipo elección: Ordinaria,,,,,,,,Municipio / Delegación: 48 - JUNGAPEO,,,,,,,,
Casilla,Estatus casilla,Tipo urna,,,,,,,,,Candidatura comun PAN PRI PVEM,Candidatura comun PAN PRI PVEM PNA,Candidatura comun PAN PRI PNA,Candidatura comun PAN PNA,Candidatura comun PRI PRD PVEM PC PNA,Candidatura comun PRI PVEM,Candidatura comun PRD PT,Candidatura comun PRD PT PC,Candidatura comun PRD PC,Candidatura comun PT PC,No Registrados,Votos Nulos,Total,Lista nominal
Sección 786 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,12,126,116,65,0,12,1,,,,,0,,0,,,,,1,12,345,626
C1,AC,Urna tradicional,15,137,112,66,3,19,2,,,,,0,,1,,,,,0,15,370,626
Total,,,27,263,228,131,3,31,3,0,0,0,0,0,0,1,0,0,0,0,1,27,715,1252
Sección 787 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,19,122,132,98,1,22,2,,,,,3,,2,,,,,0,10,411,715
C1,AC,Urna tradicional,28,138,108,101,2,9,0,,,,,1,,1,,,,,0,20,408,716
E1,AC,Urna tradicional,27,87,58,47,2,1,0,,,,,1,,1,,,,,0,7,231,350
Total,,,74,347,298,246,5,32,2,0,0,0,0,5,0,4,0,0,0,0,0,37,1050,1781
Sección 788 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,32,119,94,62,4,6,2,,,,,0,,4,,,,,0,7,330,645
C1,AC,Urna tradicional,31,122,105,61,2,9,5,,,,,3,,1,,,,,0,16,355,645
C2,AC,Urna tradicional,25,144,69,92,2,3,6,,,,,0,,0,,,,,0,14,355,646
Total,,,88,385,268,215,8,18,13,0,0,0,0,3,0,5,0,0,0,0,0,37,1040,1936
Sección 789 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,7,106,51,164,1,1,0,,,,,0,,1,,,,,0,11,342,487
Total,,,7,106,51,164,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,11,342,487
Sección 790 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,11,80,76,138,1,3,1,,,,,1,,4,,,,,3,32,350,570
C1,AC,Urna tradicional,15,73,73,121,2,1,0,,,,,0,,2,,,,,0,41,328,570
C2,AC,Urna tradicional,18,80,76,127,0,4,1,,,,,0,,0,,,,,0,32,338,571
Total,,,44,233,225,386,3,8,2,0,0,0,0,1,0,6,0,0,0,0,3,105,1016,1711
Sección 791 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,19,60,81,179,1,3,1,,,,,3,,1,,,,,0,31,379,641
C1,AC,Urna tradicional,37,72,70,142,2,3,0,,,,,2,,4,,,,,0,38,370,642
Total,,,56,132,151,321,3,6,1,0,0,0,0,5,0,5,0,0,0,0,0,69,749,1283
Sección 792 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,24,110,100,66,1,2,0,,,,,0,,5,,,,,0,8,316,526
C1,AC,Urna tradicional,16,98,96,68,1,0,1,,,,,2,,1,,,,,0,12,295,526
Total,,,40,208,196,134,2,2,1,0,0,0,0,2,0,6,0,0,0,0,0,20,611,1052
Sección 793 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,7,108,105,105,5,9,1,,,,,0,,4,,,,,0,16,360,620
C1,AC,Urna tradicional,6,113,135,92,1,5,0,,,,,1,,0,,,,,0,7,360,621
Total,,,13,221,240,197,6,14,1,0,0,0,0,1,0,4,0,0,0,0,0,23,720,1241
Sección 794 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,17,98,89,25,0,3,0,,,,,1,,1,,,,,0,14,248,384
Total,,,17,98,89,25,0,3,0,0,0,0,0,1,0,1,0,0,0,0,0,14,248,384
Sección 795 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,4,89,117,47,0,2,0,,,,,0,,0,,,,,0,17,276,431
Total,,,4,89,117,47,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,276,431
Sección 796 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,23,65,113,60,2,4,0,,,,,2,,2,,,,,0,10,281,431
C1,AC,Urna tradicional,29,59,119,58,0,1,0,,,,,0,,0,,,,,0,12,278,431
Total,,,52,124,232,118,2,5,0,0,0,0,0,2,0,2,0,0,0,0,0,22,559,862
Sección 797 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,28,123,153,134,0,10,4,,,,,0,,1,,,,,0,13,466,643
Total,,,28,123,153,134,0,10,4,0,0,0,0,0,0,1,0,0,0,0,0,13,466,643
Sección 798 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,7,126,101,45,0,2,0,,,,,0,,0,,,,,0,21,302,445
E1,AC,Urna tradicional,2,24,36,10,0,1,0,,,,,0,,0,,,,,0,2,75,104
Total,,,9,150,137,55,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,23,377,549
Sección 799 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,14,162,80,117,3,2,6,,,,,4,,1,,,,,0,15,404,671
Total,,,14,162,80,117,3,2,6,0,0,0,0,4,0,1,0,0,0,0,0,15,404,671
Sección 800 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,12,114,222,73,0,1,0,,,,,0,,2,,,,,0,28,452,727
Total,,,12,114,222,73,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,28,452,727
Sección 801 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,0,26,31,5,0,3,0,,,,,0,,0,,,,,0,0,65,111
Total,,,0,26,31,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,111
Total municipal,,,485,2781,2718,2368,36,141,33,0,0,0,0,24,0,39,0,0,0,0,4,461,9090,15121
