Fecha elección: 13/11/2011,,,,,,,,Estatus: APROBADO,,,,,,,,Entidad: 16 - MICHOACAN,,,,,,,,
Cargo elegido: Ayuntamientos,,,,,,,,Tipo elección: Ordinaria,,,,,,,,Municipio / Delegación: 16 - COENEO,,,,,,,,
Casilla,Estatus casilla,Tipo urna,,,,,,,,,Candidatura comun PAN PRI PVEM,Candidatura comun PAN PRI PVEM PNA,Candidatura comun PAN PRI PNA,Candidatura comun PAN PNA,Candidatura comun PRI PRD PVEM PC PNA,Candidatura comun PRI PVEM,Candidatura comun PRD PT,Candidatura comun PRD PT PC,Candidatura comun PRD PC,Candidatura comun PT PC,No Registrados,Votos Nulos,Total,Lista nominal
Sección 257 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,61,52,99,1,0,0,,,,,,,,2,,,1,,0,10,226,437
C1,AC,Urna tradicional,43,48,103,6,0,0,,,,,,,,0,,,0,,0,14,214,437
Total,,,104,100,202,7,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,24,440,874
Sección 258 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,11,99,126,7,1,0,,,,,,,,1,,,0,,0,9,254,459
C1,AC,Urna tradicional,11,93,119,2,0,0,,,,,,,,0,,,0,,0,6,231,460
Total,,,22,192,245,9,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,485,919
Sección 259 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,35,150,146,4,0,2,,,,,,,,1,,,2,,0,20,360,722
C1,AC,Urna tradicional,31,153,161,6,4,2,,,,,,,,0,,,1,,0,13,371,722
Total,,,66,303,307,10,4,4,0,0,0,0,0,0,0,1,0,0,3,0,0,33,731,1444
Sección 260 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,24,127,124,12,1,0,,,,,,,,0,,,0,,0,10,298,552
C1,AC,Urna tradicional,17,97,156,8,4,0,,,,,,,,1,,,0,,0,6,289,553
Total,,,41,224,280,20,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16,587,1105
Sección 261 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,22,44,23,22,0,0,,,,,,,,0,,,23,,0,12,146,375
C1,AC,Urna tradicional,26,49,29,23,0,1,,,,,,,,0,,,0,,0,10,138,376
Total,,,48,93,52,45,0,1,0,0,0,0,0,0,0,0,0,0,23,0,0,22,284,751
Sección 262 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,39,113,65,38,1,2,,,,,,,,0,,,0,,0,22,280,720
C1,AC,Urna tradicional,35,95,70,28,2,3,,,,,,,,1,,,1,,1,19,255,720
Total,,,74,208,135,66,3,5,0,0,0,0,0,0,0,1,0,0,1,0,1,41,535,1440
Sección 263 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,14,112,284,42,0,0,,,,,,,,0,,,0,,1,21,474,727
Total,,,14,112,284,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,474,727
Sección 264 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,18,162,154,22,0,4,,,,,,,,0,,,0,,0,19,379,600
Total,,,18,162,154,22,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,19,379,600
Sección 265 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,65,42,70,7,3,0,,,,,,,,0,,,0,,0,12,199,422
E1,AC,Urna tradicional,7,7,54,6,0,0,,,,,,,,0,,,0,,0,10,84,226
Total,,,72,49,124,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,283,648
Sección 266 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,17,22,60,6,0,0,,,,,,,,0,,,0,,0,8,113,254
Total,,,17,22,60,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,113,254
Sección 267 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,19,71,162,8,0,2,,,,,,,,0,,,0,,0,7,269,625
C1,AC,Urna tradicional,21,95,158,8,0,0,,,,,,,,0,,,0,,0,13,295,625
Total,,,40,166,320,16,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,20,564,1250
Sección 268 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,29,92,62,10,0,0,,,,,,,,0,,,0,,0,9,202,476
Total,,,29,92,62,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,202,476
Sección 269 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,27,125,47,3,1,0,,,,,,,,0,,,0,,0,18,221,531
Total,,,27,125,47,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,221,531
Sección 270 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,40,85,172,11,0,0,,,,,,,,0,,,0,,0,16,324,737
Total,,,40,85,172,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,324,737
Sección 271 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,26,78,55,3,0,0,,,,,,,,0,,,0,,0,12,174,391
C1,AC,Urna tradicional,43,75,49,3,1,0,,,,,,,,0,,,0,,0,8,179,392
Total,,,69,153,104,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,353,783
Sección 272 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,22,114,67,4,1,0,,,,,,,,0,,,0,,1,12,221,614
Total,,,22,114,67,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,221,614
Sección 273 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,20,22,85,41,0,0,,,,,,,,0,,,0,,0,7,175,523
E1,AC,Urna tradicional,13,1,29,1,0,0,,,,,,,,0,,,0,,0,5,49,156
Total,,,33,23,114,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,224,679
