Fecha elección: 13/11/2011,,,,,,,,Estatus: APROBADO,,,,,,,,Entidad: 16 - MICHOACAN,,,,,,,,
Cargo elegido: Ayuntamientos,,,,,,,,Tipo elección: Ordinaria,,,,,,,,Municipio / Delegación: 93 - TIQUICHEO,,,,,,,,
Casilla,Estatus casilla,Tipo urna,,,,,,,,,Candidatura comun PAN PRI PVEM,Candidatura comun PAN PRI PVEM PNA,Candidatura comun PAN PRI PNA,Candidatura comun PAN PNA,Candidatura comun PRI PRD PVEM PC PNA,Candidatura comun PRI PVEM,Candidatura comun PRD PT,Candidatura comun PRD PT PC,Candidatura comun PRD PC,Candidatura comun PT PC,No Registrados,Votos Nulos,Total,Lista nominal
Sección 2013 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,17,168,,,1,,0,157,,,,0,,2,,,,,0,15,360,732
C1,AC,Urna tradicional,22,191,,,0,,1,109,,,,0,,3,,,,,0,16,342,733
Total,,,39,359,0,0,1,0,1,266,0,0,0,0,0,5,0,0,0,0,0,31,702,1465
Sección 2014 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,23,197,,,2,,1,99,,,,0,,5,,,,,0,8,335,634
C1,AC,Urna tradicional,28,186,,,0,,0,96,,,,0,,6,,,,,0,12,328,634
C2,AC,Urna tradicional,18,175,,,1,,0,114,,,,1,,7,,,,,0,13,329,635
Total,,,69,558,0,0,3,0,1,309,0,0,0,1,0,18,0,0,0,0,0,33,992,1903
Sección 2015 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,26,118,,,4,,0,189,,,,0,,5,,,,,0,11,353,693
Total,,,26,118,0,0,4,0,0,189,0,0,0,0,0,5,0,0,0,0,0,11,353,693
Sección 2016 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,2,18,,,0,,0,31,,,,0,,0,,,,,0,3,54,119
Total,,,2,18,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,3,54,119
Sección 2017 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,38,136,,,1,,0,148,,,,0,,3,,,,,0,6,332,658
C1,AC,Urna tradicional,29,171,,,0,,0,124,,,,0,,0,,,,,0,6,330,659
Total,,,67,307,0,0,1,0,0,272,0,0,0,0,0,3,0,0,0,0,0,12,662,1317
Sección 2018 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,17,87,,,0,,0,179,,,,0,,0,,,,,0,3,286,575
C1,AC,Urna tradicional,23,103,,,3,,0,172,,,,0,,0,,,,,0,5,306,575
Total,,,40,190,0,0,3,0,0,351,0,0,0,0,0,0,0,0,0,0,0,8,592,1150
Sección 2019 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,62,163,,,4,,0,87,,,,1,,1,,,,,0,18,336,739
C1,AC,Urna tradicional,41,183,,,4,,0,94,,,,1,,3,,,,,2,21,349,739
Total,,,103,346,0,0,8,0,0,181,0,0,0,2,0,4,0,0,0,0,2,39,685,1478
Sección 2020 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,18,31,,,0,,0,288,,,,0,,0,,,,,0,4,341,633
E1,AC,Urna tradicional,5,45,,,1,,0,27,,,,0,,5,,,,,0,3,86,151
Total,,,23,76,0,0,1,0,0,315,0,0,0,0,0,5,0,0,0,0,0,7,427,784
Sección 2021 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,36,139,,,0,,0,60,,,,0,,0,,,,,0,17,252,542
Total,,,36,139,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,17,252,542
Sección 2022 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,25,138,,,2,,0,88,,,,0,,0,,,,,0,25,278,506
C1,AC,Urna tradicional,25,108,,,3,,0,121,,,,0,,0,,,,,0,11,268,507
Total,,,50,246,0,0,5,0,0,209,0,0,0,0,0,0,0,0,0,0,0,36,546,1013
Sección 2023 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,44,92,,,1,,0,203,,,,0,,4,,,,,0,16,360,742
Total,,,44,92,0,0,1,0,0,203,0,0,0,0,0,4,0,0,0,0,0,16,360,742
Sección 2024 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,45,112,,,4,,0,87,,,,1,,7,,,,,0,6,262,601
Total,,,45,112,0,0,4,0,0,87,0,0,0,1,0,7,0,0,0,0,0,6,262,601
Total municipal,,,544,2561,0,0,31,0,2,2473,0,0,0,4,0,51,0,0,0,0,2,219,5887,11807
