Fecha elección: 13/11/2011,,,,,,,,Estatus: APROBADO,,,,,,,,Entidad: 16 - MICHOACAN,,,,,,,,
Cargo elegido: Ayuntamientos,,,,,,,,Tipo elección: Ordinaria,,,,,,,,Municipio / Delegación: 49 - LAGUNILLAS,,,,,,,,
Casilla,Estatus casilla,Tipo urna,,,,,,,,,Candidatura comun PAN PRI PVEM,Candidatura comun PAN PRI PVEM PNA,Candidatura comun PAN PRI PNA,Candidatura comun PAN PNA,Candidatura comun PRI PRD PVEM PC PNA,Candidatura comun PRI PVEM,Candidatura comun PRD PT,Candidatura comun PRD PT PC,Candidatura comun PRD PC,Candidatura comun PT PC,No Registrados,Votos Nulos,Total,Lista nominal
Sección 802 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,233,175,61,2,3,1,14,,,,,0,,0,,0,,,0,8,497,711
C1,AC,Urna tradicional,235,149,62,0,1,0,0,,,,,10,,4,,6,,,0,6,473,712
Total,,,468,324,123,2,4,1,14,0,0,0,0,10,0,4,0,6,0,0,0,14,970,1423
Sección 803 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,35,35,200,0,0,0,0,,,,,0,,0,,10,,,0,0,280,437
C1,AC,Urna tradicional,18,23,207,0,1,1,0,,,,,1,,0,,20,,,0,2,273,437
E1,AC,Urna tradicional,20,28,116,0,0,0,0,,,,,2,,0,,3,,,0,3,172,240
E2,AC,Urna tradicional,43,67,202,0,0,0,0,,,,,0,,0,,2,,,0,5,319,430
Total,,,116,153,725,0,1,1,0,0,0,0,0,3,0,0,0,35,0,0,0,10,1044,1544
Sección 804 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,117,111,205,0,0,1,1,,,,,4,,3,,17,,,0,9,468,695
E1,AC,Urna tradicional,118,22,104,1,0,0,0,,,,,2,,2,,10,,,0,8,267,397
Total,,,235,133,309,1,0,1,1,0,0,0,0,6,0,5,0,27,0,0,0,17,735,1092
Sección 805 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,163,94,57,0,0,1,0,,,,,6,,1,,4,,,0,5,331,492
C1,AC,Urna tradicional,155,123,30,0,0,0,0,,,,,12,,1,,3,,,0,6,330,493
Total,,,318,217,87,0,0,1,0,0,0,0,0,18,0,2,0,7,0,0,0,11,661,985
Total municipal,,,1137,827,1244,3,5,4,15,0,0,0,0,37,0,11,0,75,0,0,0,52,3410,5044
