Fecha elección: 13/11/2011,,,,,,,,Estatus: APROBADO,,,,,,,,Entidad: 16 - MICHOACAN,,,,,,,,
Cargo elegido: Ayuntamientos,,,,,,,,Tipo elección: Ordinaria,,,,,,,,Municipio / Delegación: 102 - TZITZIO,,,,,,,,
Casilla,Estatus casilla,Tipo urna,,,,,,,,,Candidatura comun PAN PRI PVEM,Candidatura comun PAN PRI PVEM PNA,Candidatura comun PAN PRI PNA,Candidatura comun PAN PNA,Candidatura comun PRI PRD PVEM PC PNA,Candidatura comun PRI PVEM,Candidatura comun PRD PT,Candidatura comun PRD PT PC,Candidatura comun PRD PC,Candidatura comun PT PC,No Registrados,Votos Nulos,Total,Lista nominal
Sección 2160 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,58,177,,,88,,,47,,,,,,,,,,,0,16,386,627
Total,,,58,177,0,0,88,0,0,47,0,0,0,0,0,0,0,0,0,0,0,16,386,627
Sección 2161 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,75,149,,,30,,,27,,,,,,,,,,,1,20,302,448
C1,AC,Urna tradicional,58,147,,,33,,,34,,,,,,,,,,,0,18,290,448
Total,,,133,296,0,0,63,0,0,61,0,0,0,0,0,0,0,0,0,0,1,38,592,896
Sección 2162 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,4,63,,,12,,,43,,,,,,,,,,,0,3,125,228
Total,,,4,63,0,0,12,0,0,43,0,0,0,0,0,0,0,0,0,0,0,3,125,228
Sección 2163 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,34,75,,,31,,,3,,,,,,,,,,,0,9,152,273
Total,,,34,75,0,0,31,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,152,273
Sección 2164 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,44,70,,,42,,,15,,,,,,,,,,,0,7,178,279
Total,,,44,70,0,0,42,0,0,15,0,0,0,0,0,0,0,0,0,0,0,7,178,279
Sección 2165 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,19,10,,,35,,,19,,,,,,,,,,,0,5,88,155
Total,,,19,10,0,0,35,0,0,19,0,0,0,0,0,0,0,0,0,0,0,5,88,155
Sección 2166 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,52,92,,,34,,,107,,,,,,,,,,,0,8,293,467
C1,AC,Urna tradicional,57,82,,,37,,,93,,,,,,,,,,,0,14,283,468
Total,,,109,174,0,0,71,0,0,200,0,0,0,0,0,0,0,0,0,0,0,22,576,935
Sección 2167 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,14,5,,,12,,,11,,,,,,,,,,,0,6,48,92
E1,AC,Urna tradicional,44,40,,,19,,,7,,,,,,,,,,,0,3,113,167
Total,,,58,45,0,0,31,0,0,18,0,0,0,0,0,0,0,0,0,0,0,9,161,259
Sección 2168 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,42,95,,,34,,,64,,,,,,,,,,,0,14,249,437
C1,AC,Urna tradicional,25,134,,,33,,,41,,,,,,,,,,,0,12,245,437
Total,,,67,229,0,0,67,0,0,105,0,0,0,0,0,0,0,0,0,0,0,26,494,874
Sección 2169 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,74,149,,,94,,,58,,,,,,,,,,,0,28,403,679
C1,AC,Urna tradicional,65,157,,,116,,,58,,,,,,,,,,,1,35,432,680
Total,,,139,306,0,0,210,0,0,116,0,0,0,0,0,0,0,0,0,0,1,63,835,1359
Sección 2170 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,106,71,,,15,,,83,,,,,,,,,,,0,12,287,453
C1,AC,Urna tradicional,103,77,,,17,,,58,,,,,,,,,,,1,12,268,453
Total,,,209,148,0,0,32,0,0,141,0,0,0,0,0,0,0,0,0,0,1,24,555,906
Sección 2171 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,129,116,,,48,,,46,,,,,,,,,,,0,16,355,609
Total,,,129,116,0,0,48,0,0,46,0,0,0,0,0,0,0,0,0,0,0,16,355,609
Sección 2172 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,35,82,,,55,,,49,,,,,,,,,,,0,17,238,386
Total,,,35,82,0,0,55,0,0,49,0,0,0,0,0,0,0,0,0,0,0,17,238,386
Sección 2173 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,19,109,,,9,,,96,,,,,,,,,,,0,5,238,441
Total,,,19,109,0,0,9,0,0,96,0,0,0,0,0,0,0,0,0,0,0,5,238,441
Sección 2174 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,39,13,,,5,,,13,,,,,,,,,,,0,7,77,125
Total,,,39,13,0,0,5,0,0,13,0,0,0,0,0,0,0,0,0,0,0,7,77,125
Total municipal,,,1096,1913,0,0,799,0,0,972,0,0,0,0,0,0,0,0,0,0,3,267,5050,8352
