ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLA,PAN,PRI,PRD,PVEM,PT,MC,NVA_ALIANZA,MORENA,PRI_PVEM_PT_NVA_ALIANZA,PRI_PVEM_PT,PRI_PVEM_NVA_ALIANZA,PRI_PT_NVA_ALIANZA,PVEM_PT_NVA_ALIANZA,PRI_PVEM,PRI_PT,PRI_NVA_ALIANZA,PVEM_PT,PVEM_NVA_ALIANZA,PT_NVA_ALIANZA,CAND_IND1,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TEPJF,OBSERVACIONES,RUTA_ACTA
8,CHIHUAHUA,11,MEOQUI,1,AHUMADA,1,B,91,128,1,3,1,91,9,0,1,0,2,1,0,0,0,1,0,0,0,22,0,351,13,364,746,ACTA DE CASILLA,,,http://www.ieechihuahua.org.mx/public/sistema/archivos/repositorio_actas/AC2016GO110010001B.pdf
8,CHIHUAHUA,11,MEOQUI,1,AHUMADA,2,B,102,182,0,3,0,80,2,3,1,0,0,0,0,1,0,1,0,0,0,24,0,399,10,409,625,ACTA DE CASILLA,,,http://www.ieechihuahua.org.mx/public/sistema/archivos/repositorio_actas/AC2016GO110010002B.pdf
8,CHIHUAHUA,11,MEOQUI,1,AHUMADA,2,S01,76,69,1,1,2,21,4,1,0,0,0,1,0,2,0,0,0,1,0,41,0,220,0,220,0,ACTA DE CASILLA,,,http://www.ieechihuahua.org.mx/public/sistema/archivos/repositorio_actas/AC2016GO110010002S01.pdf
8,CHIHUAHUA,11,MEOQUI,1,AHUMADA,3,B,66,118,0,1,2,53,2,0,2,0,0,0,0,0,0,1,0,0,0,18,0,263,4,267,430,ACTA DE CASILLA,,,http://www.ieechihuahua.org.mx/public/sistema/archivos/repositorio_actas/AC2016GO110010003B.pdf
8,CHIHUAHUA,11,MEOQUI,1,AHUMADA,3,C01,47,150,0,3,0,57,1,1,0,1,1,0,0,0,0,0,0,0,0,17,0,278,6,284,430,ACTA DE CASILLA,,,http://www.ieechihuahua.org.mx/public/sistema/archivos/repositorio_actas/AC2016GO110010003C01.pdf
8,CHIHUAHUA,11,MEOQUI,1,AHUMADA,4,B,56,123,0,0,2,59,4,2,2,0,0,0,0,0,0,0,0,0,0,9,0,257,10,267,385,ACTA DE CASILLA,,,http://www.ieechihuahua.org.mx/public/sistema/archivos/repositorio_actas/AC2016GO110010004B.pdf
8,CHIHUAHUA,11,MEOQUI,1,AHUMADA,4,C01,55,128,1,1,0,38,4,0,1,1,3,0,0,1,0,1,0,0,0,24,0,258,8,266,384,ACTA DE CASILLA,,,http://www.ieechihuahua.org.mx/public/sistema/archivos/repositorio_actas/AC2016GO110010004C01.pdf
8,CHIHUAHUA,11,MEOQUI,1,AHUMADA,5,B,36,140,2,0,0,70,5,0,1,0,0,1,0,2,0,0,0,0,0,8,0,265,16,281,417,ACTA DE CASILLA,,,http://www.ieechihuahua.org.mx/public/sistema/archivos/repositorio_actas/AC2016GO110010005B.pdf
8,CHIHUAHUA,11,MEOQUI,1,AHUMADA,5,C01,34,163,1,2,0,66,1,1,0,0,0,0,0,0,0,1,0,0,0,4,0,273,2,275,417,ACTA DE CASILLA,,,http://www.ieechihuahua.org.mx/public/sistema/archivos/repositorio_actas/AC2016GO110010005C01.pdf
8,CHIHUAHUA,11,MEOQUI,1,AHUMADA,6,B,38,118,2,1,2,133,3,0,0,0,1,0,0,2,1,2,0,0,0,10,0,313,5,318,509,ACTA DE CASILLA,,,http://www.ieechihuahua.org.mx/public/sistema/archivos/repositorio_actas/AC2016GO110010006B.pdf
8,CHIHUAHUA,11,MEOQUI,1,AHUMADA,6,C01,33,128,0,4,1,129,7,3,0,0,0,0,0,0,0,0,0,0,0,3,0,308,17,325,508,ACTA DE CASILLA,,,http://www.ieechihuahua.org.mx/public/sistema/archivos/repositorio_actas/AC2016GO110010006C01.pdf
8,CHIHUAHUA,11,MEOQUI,1,AHUMADA,6,C02,37,103,0,2,3,130,4,0,0,0,1,0,0,1,0,0,0,0,0,8,0,289,6,295,508,ACTA DE CASILLA,,,http://www.ieechihuahua.org.mx/public/sistema/archivos/repositorio_actas/AC2016GO110010006C02.pdf
8,CHIHUAHUA,11,MEOQUI,1,AHUMADA,7,B,44,195,1,2,1,141,6,4,1,0,0,0,0,1,0,1,0,0,0,21,0,418,17,435,664,ACTA DE CASILLA,,,http://www.ieechihuahua.org.mx/public/sistema/archivos/repositorio_actas/AC2016GO110010007B.pdf
8,CHIHUAHUA,11,MEOQUI,1,AHUMADA,8,B,45,151,1,2,1,89,7,0,1,0,0,0,0,0,0,2,0,0,0,14,0,313,9,322,557,ACTA DE CASILLA,,,http://www.ieechihuahua.org.mx/public/sistema/archivos/repositorio_actas/AC2016GO110010008B.pdf
8,CHIHUAHUA,11,MEOQUI,1,AHUMADA,8,C01,36,180,1,0,1,90,8,0,1,0,0,0,0,1,0,1,0,1,0,22,0,342,17,359,557,ACTA DE CASILLA,,,http://www.ieechihuahua.org.mx/public/sistema/archivos/repositorio_actas/AC2016GO110010008C01.pdf
8,CHIHUAHUA,11,MEOQUI,1,AHUMADA,10,B,4,42,0,0,0,19,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,69,1,70,195,ACTA DE CASILLA,,,http://www.ieechihuahua.org.mx/public/sistema/archivos/repositorio_actas/AC2016GO110010010B.pdf
8,CHIHUAHUA,11,MEOQUI,1,AHUMADA,11,B,2,56,0,1,1,14,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,78,1,79,138,ACTA DE CASILLA,,,http://www.ieechihuahua.org.mx/public/sistema/archivos/repositorio_actas/AC2016GO110010011B.pdf
8,CHIHUAHUA,11,MEOQUI,1,AHUMADA,12,B,7,97,0,1,1,19,0,1,0,0,0,0,0,1,1,0,0,0,0,2,0,130,2,132,224,ACTA DE CASILLA,,,http://www.ieechihuahua.org.mx/public/sistema/archivos/repositorio_actas/AC2016GO110010012B.pdf
8,CHIHUAHUA,11,MEOQUI,1,AHUMADA,13,B,19,115,2,2,3,77,1,1,2,0,1,0,0,1,0,1,0,0,0,1,0,226,10,236,403,ACTA DE CASILLA,,,http://www.ieechihuahua.org.mx/public/sistema/archivos/repositorio_actas/AC2016GO110010013B.pdf
8,CHIHUAHUA,11,MEOQUI,1,AHUMADA,14,B,18,136,1,1,1,44,8,0,1,0,0,0,0,1,0,0,0,0,0,4,0,215,6,221,400,ACTA DE CASILLA,,,http://www.ieechihuahua.org.mx/public/sistema/archivos/repositorio_actas/AC2016GO110010014B.pdf
8,CHIHUAHUA,11,MEOQUI,1,AHUMADA,15,B,8,29,0,0,1,24,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,65,1,66,166,ACTA DE CASILLA,,,http://www.ieechihuahua.org.mx/public/sistema/archivos/repositorio_actas/AC2016GO110010015B.pdf
8,CHIHUAHUA,11,MEOQUI,1,AHUMADA,16,B,14,53,0,0,0,24,1,1,0,0,0,0,0,0,0,1,0,0,0,4,0,98,1,99,246,ACTA DE CASILLA,,,http://www.ieechihuahua.org.mx/public/sistema/archivos/repositorio_actas/AC2016GO110010016B.pdf
8,CHIHUAHUA,11,MEOQUI,2,ALDAMA,17,B,231,69,30,1,1,1,5,5,1,0,0,0,0,0,0,0,0,0,0,58,0,402,5,407,719,ACTA DE CASILLA,,,http://www.ieechihuahua.org.mx/public/sistema/archivos/repositorio_actas/AC2016GO110020017B.pdf
8,CHIHUAHUA,11,MEOQUI,2,ALDAMA,17,C01,225,76,23,0,3,4,2,4,0,0,0,0,0,0,0,0,0,0,0,60,0,397,9,406,718,ACTA DE CASILLA,,,http://www.ieechihuahua.org.mx/public/sistema/archivos/repositorio_actas/AC2016GO110020017C01.pdf
8,CHIHUAHUA,11,MEOQUI,2,ALDAMA,17,C02,265,95,28,2,3,0,2,3,1,0,0,0,0,0,0,0,0,0,0,43,0,442,7,449,718,ACTA DE CASILLA,,,http://www.ieechihuahua.org.mx/public/sistema/archivos/repositorio_actas/AC2016GO110020017C02.pdf
