"ENTIDAD","DISTRITO","MUNICIPIO","SECCION","PADRON_HOMBRES","PADRON_MUJERES","PADRON","LISTA_HOMBRES","LISTA_MUJERES","LISTA"
1,0,0,0,4445,3187,7632,1591,1233,2824
1,1,2,338,873,878,1751,858,857,1715
1,1,2,339,822,868,1690,796,842,1638
1,1,2,340,862,861,1723,832,825,1657
1,1,2,341,999,1026,2025,975,996,1971
1,1,2,342,734,763,1497,712,728,1440
1,1,2,343,1445,1555,3000,1396,1519,2915
1,1,2,344,1230,1248,2478,1198,1217,2415
1,1,2,345,1044,1097,2141,1024,1072,2096
1,1,2,346,897,898,1795,881,887,1768
1,1,2,347,1246,1280,2526,1223,1247,2470
1,1,2,348,788,885,1673,769,854,1623
1,1,2,349,1214,1227,2441,1173,1197,2370
1,1,2,350,1212,1248,2460,1192,1221,2413
1,1,2,351,686,699,1385,665,680,1345
1,1,2,352,1116,1191,2307,1082,1166,2248
1,1,2,353,746,748,1494,732,735,1467
1,1,2,354,720,685,1405,704,658,1362
1,1,3,355,734,763,1497,715,751,1466
1,1,3,356,1307,1340,2647,1274,1316,2590
1,1,3,357,787,876,1663,778,866,1644
1,1,3,358,1647,1776,3423,1620,1757,3377
1,1,3,359,500,543,1043,492,532,1024
1,1,3,360,384,400,784,376,395,771
1,1,3,361,895,933,1828,878,920,1798
1,1,3,362,1111,1144,2255,1086,1127,2213
1,1,3,363,938,981,1919,918,972,1890
1,1,3,364,333,298,631,322,294,616
1,1,3,365,177,176,353,174,173,347
1,1,3,366,336,309,645,330,299,629
1,1,3,367,820,889,1709,808,868,1676
1,1,3,368,48,36,84,45,36,81
1,1,3,369,231,198,429,228,196,424
1,1,3,370,643,707,1350,631,697,1328
1,1,3,371,526,531,1057,513,522,1035
1,1,3,372,528,542,1070,515,531,1046
1,1,3,373,672,646,1318,658,640,1298
1,1,3,374,547,532,1079,542,528,1070
1,1,3,375,910,953,1863,887,937,1824
1,1,3,376,1013,1065,2078,996,1044,2040
1,1,3,377,766,770,1536,752,762,1514
1,1,3,378,187,181,368,183,179,362
1,1,3,379,717,764,1481,700,750,1450
1,1,3,380,922,955,1877,909,946,1855
1,1,3,381,528,563,1091,522,553,1075
1,1,3,382,890,910,1800,881,899,1780
1,1,3,383,1228,1224,2452,1210,1209,2419
1,1,3,384,634,657,1291,618,651,1269
1,1,3,385,764,780,1544,755,766,1521
1,1,3,386,758,740,1498,743,730,1473
1,1,4,387,1431,1623,3054,1387,1580,2967
1,1,4,388,1013,1051,2064,983,1022,2005
1,1,4,389,823,870,1693,809,861,1670
1,1,4,390,1088,1181,2269,1070,1156,2226
1,1,4,391,1198,1239,2437,1168,1195,2363
1,1,5,392,3089,3152,6241,3021,3084,6105
1,1,5,393,1478,1558,3036,1448,1523,2971
1,1,5,394,2427,2546,4973,2382,2494,4876
1,1,5,395,753,779,1532,742,770,1512
1,1,5,396,2397,2481,4878,2346,2439,4785
1,1,5,397,4654,4776,9430,4579,4679,9258
1,1,5,398,577,630,1207,569,611,1180
1,1,5,399,725,760,1485,715,737,1452
1,1,5,400,726,770,1496,713,759,1472
1,1,5,401,1563,1677,3240,1538,1652,3190
1,1,5,402,522,543,1065,508,533,1041
1,1,5,403,2026,2211,4237,1992,2164,4156
1,1,5,405,4060,4247,8307,3999,4177,8176
1,1,5,406,1683,1704,3387,1659,1671,3330
1,1,5,407,499,513,1012,491,504,995
1,1,5,408,191,172,363,186,169,355
1,1,5,409,470,492,962,460,486,946
1,1,5,410,1233,1302,2535,1199,1277,2476
1,1,5,411,3341,3411,6752,3271,3363,6634
1,1,5,412,1687,1760,3447,1653,1731,3384
1,1,5,413,4045,4448,8493,3960,4334,8294
1,1,5,414,1242,1342,2584,1211,1313,2524
1,1,6,415,2500,2703,5203,2464,2678,5142
1,1,6,416,599,636,1235,589,627,1216
1,1,6,417,634,719,1353,628,716,1344
1,1,6,418,535,553,1088,528,550,1078
1,1,6,419,728,789,1517,717,782,1499
1,1,6,420,490,515,1005,486,510,996
1,1,6,421,2498,2621,5119,2469,2591,5060
1,1,6,422,435,479,914,433,473,906
1,1,6,423,614,659,1273,612,652,1264
1,1,6,424,1418,1522,2940,1402,1507,2909
1,1,6,425,377,442,819,372,441,813
1,1,6,426,549,578,1127,543,569,1112
1,1,6,427,508,526,1034,501,520,1021
