Fecha elección: 13/11/2011,,,,,,,,Estatus: APROBADO,,,,,,,,Entidad: 16 - MICHOACAN,,,,,,,,
Cargo elegido: Ayuntamientos,,,,,,,,Tipo elección: Ordinaria,,,,,,,,Municipio / Delegación: 28 - CHURINTZIO,,,,,,,,
Casilla,Estatus casilla,Tipo urna,,,,,,,,,Candidatura comun PAN PRI PVEM,Candidatura comun PAN PRI PVEM PNA,Candidatura comun PAN PRI PNA,Candidatura comun PAN PNA,Candidatura comun PRI PRD PVEM PC PNA,Candidatura comun PRI PVEM,Candidatura comun PRD PT,Candidatura comun PRD PT PC,Candidatura comun PRD PC,Candidatura comun PT PC,No Registrados,Votos Nulos,Total,Lista nominal
Sección 411 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,5,134,,,0,,2,98,,4,,,,,,,,,0,1,244,496
C1,AC,Urna tradicional,8,143,,,0,,1,98,,4,,,,,,,,,0,1,255,496
E1,AC,Urna tradicional,1,52,,,1,,0,72,,0,,,,,,,,,0,2,128,324
Total,,,14,329,0,0,1,0,3,268,0,8,0,0,0,0,0,0,0,0,0,4,627,1316
Sección 412 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,7,129,,,1,,1,83,,4,,,,,,,,,0,6,231,450
C1,AC,Urna tradicional,5,131,,,0,,0,71,,4,,,,,,,,,0,2,213,450
E1,AC,Urna tradicional,1,26,,,0,,0,90,,2,,,,,,,,,0,1,120,268
Total,,,13,286,0,0,1,0,1,244,0,10,0,0,0,0,0,0,0,0,0,9,564,1168
Sección 413 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,6,114,,,1,,0,136,,2,,,,,,,,,0,5,264,492
C1,AC,Urna tradicional,6,131,,,0,,0,127,,5,,,,,,,,,0,3,272,493
Total,,,12,245,0,0,1,0,0,263,0,7,0,0,0,0,0,0,0,0,0,8,536,985
Sección 414 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,4,147,,,1,,0,144,,1,,,,,,,,,0,3,300,659
E1,AC,Urna tradicional,0,33,,,1,,0,37,,0,,,,,,,,,0,0,71,140
E2,AC,Urna tradicional,2,88,,,1,,0,109,,2,,,,,,,,,0,2,204,365
Total,,,6,268,0,0,3,0,0,290,0,3,0,0,0,0,0,0,0,0,0,5,575,1164
Sección 415 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,3,14,,,0,,0,34,,0,,,,,,,,,0,0,51,141
Total,,,3,14,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,51,141
Sección 416 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,8,122,,,0,,1,106,,2,,,,,,,,,1,4,244,702
E1,AC,Urna tradicional,1,10,,,1,,0,20,,0,,,,,,,,,0,3,35,153
Total,,,9,132,0,0,1,0,1,126,0,2,0,0,0,0,0,0,0,0,1,7,279,855
Sección 417 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,3,91,,,0,,0,169,,0,,,,,,,,,0,2,265,678
E1,AC,Urna tradicional,0,5,,,0,,0,32,,0,,,,,,,,,0,0,37,156
Total,,,3,96,0,0,0,0,0,201,0,0,0,0,0,0,0,0,0,0,0,2,302,834
Sección 418 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,2,43,,,0,,0,178,,0,,,,,,,,,0,9,232,704
Total,,,2,43,0,0,0,0,0,178,0,0,0,0,0,0,0,0,0,0,0,9,232,704
Sección 419 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,2,70,,,1,,0,49,,0,,,,,,,,,1,2,125,365
Total,,,2,70,0,0,1,0,0,49,0,0,0,0,0,0,0,0,0,0,1,2,125,365
Total municipal,,,64,1483,0,0,8,0,5,1653,0,30,0,0,0,0,0,0,0,0,2,46,3291,7532
