Fecha elección: 13/11/2011,,,,,,,,Estatus: APROBADO,,,,,,,,Entidad: 16 - MICHOACAN,,,,,,,,
Cargo elegido: Ayuntamientos,,,,,,,,Tipo elección: Ordinaria,,,,,,,,Municipio / Delegación: 99 - TUXPAN,,,,,,,,
Casilla,Estatus casilla,Tipo urna,,,,,,,,,Candidatura comun PAN PRI PVEM,Candidatura comun PAN PRI PVEM PNA,Candidatura comun PAN PRI PNA,Candidatura comun PAN PNA,Candidatura comun PRI PRD PVEM PC PNA,Candidatura comun PRI PVEM,Candidatura comun PRD PT,Candidatura comun PRD PT PC,Candidatura comun PRD PC,Candidatura comun PT PC,No Registrados,Votos Nulos,Total,Lista nominal
Sección 2113 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,83,37,,,0,,2,282,,,,0,,0,,,,,0,13,417,700
C1,AC,Urna tradicional,84,53,,,1,,4,278,,,,0,,1,,,,,0,6,427,700
Total,,,167,90,0,0,1,0,6,560,0,0,0,0,0,1,0,0,0,0,0,19,844,1400
Sección 2114 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,46,55,,,1,,1,220,,,,0,,0,,,,,0,4,327,557
C1,AC,Urna tradicional,60,63,,,0,,3,226,,,,0,,2,,,,,0,12,366,557
C2,AC,Urna tradicional,67,53,,,2,,0,242,,,,1,,1,,,,,0,10,376,557
Total,,,173,171,0,0,3,0,4,688,0,0,0,1,0,3,0,0,0,0,0,26,1069,1671
Sección 2115 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,107,83,,,2,,2,254,,,,3,,7,,,,,0,8,466,732
C1,AC,Urna tradicional,111,63,,,0,,2,255,,,,1,,2,,,,,0,14,448,733
Total,,,218,146,0,0,2,0,4,509,0,0,0,4,0,9,0,0,0,0,0,22,914,1465
Sección 2116 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,78,57,,,2,,2,224,,,,1,,2,,,,,0,15,381,596
C1,AC,Urna tradicional,90,42,,,0,,3,228,,,,0,,1,,,,,0,12,376,597
C2,AC,Urna tradicional,88,36,,,1,,0,245,,,,1,,2,,,,,0,11,384,597
C3,AC,Urna tradicional,105,68,,,3,,4,188,,,,2,,3,,,,,0,5,378,597
Total,,,361,203,0,0,6,0,9,885,0,0,0,4,0,8,0,0,0,0,0,43,1519,2387
Sección 2117 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,94,73,,,1,,2,194,,,,1,,0,,,,,0,12,377,644
