Fecha elección: 13/11/2011,,,,,,,,Estatus: APROBADO,,,,,,,,Entidad: 16 - MICHOACAN,,,,,,,,
Cargo elegido: Ayuntamientos,,,,,,,,Tipo elección: Ordinaria,,,,,,,,Municipio / Delegación: 101 - TZINTZUNTZAN,,,,,,,,
Casilla,Estatus casilla,Tipo urna,,,,,,,,,Candidatura comun PAN PRI PVEM,Candidatura comun PAN PRI PVEM PNA,Candidatura comun PAN PRI PNA,Candidatura comun PAN PNA,Candidatura comun PRI PRD PVEM PC PNA,Candidatura comun PRI PVEM,Candidatura comun PRD PT,Candidatura comun PRD PT PC,Candidatura comun PRD PC,Candidatura comun PT PC,No Registrados,Votos Nulos,Total,Lista nominal
Sección 2151 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,22,15,101,36,1,242,10,,,,,2,,0,,,,,0,25,454,700
C1,AC,Urna tradicional,15,21,73,28,1,265,7,,,,,1,,1,,,,,0,29,441,700
Total,,,37,36,174,64,2,507,17,0,0,0,0,3,0,1,0,0,0,0,0,54,895,1400
Sección 2152 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,14,61,64,48,0,188,5,,,,,0,,0,,,,,0,18,398,611
C1,AC,Urna tradicional,6,67,62,40,2,191,2,,,,,0,,0,,,,,0,20,390,612
C2,AC,Urna tradicional,17,56,68,57,1,182,14,,,,,1,,0,,,,,0,32,428,612
Total,,,37,184,194,145,3,561,21,0,0,0,0,1,0,0,0,0,0,0,0,70,1216,1835
Sección 2153 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,17,12,197,13,2,167,7,,,,,0,,0,,,,,2,27,444,671
C1,AC,Urna tradicional,11,23,103,29,2,244,7,,,,,0,,0,,,,,0,22,441,672
Total,,,28,35,300,42,4,411,14,0,0,0,0,0,0,0,0,0,0,0,2,49,885,1343
Sección 2154 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,7,65,67,8,0,55,0,,,,,0,,0,,,,,0,21,223,437
E1,AC,Urna tradicional,17,59,46,9,1,68,4,,,,,0,,0,,,,,0,15,219,308
Total,,,24,124,113,17,1,123,4,0,0,0,0,0,0,0,0,0,0,0,0,36,442,745
Sección 2155 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,7,33,242,42,6,30,4,,,,,0,,0,,,,,0,15,379,682
E1,AC,Urna tradicional,7,26,129,6,0,49,4,,,,,0,,0,,,,,0,10,231,476
Total,,,14,59,371,48,6,79,8,0,0,0,0,0,0,0,0,0,0,0,0,25,610,1158
Sección 2156 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,8,52,52,63,1,26,4,,,,,0,,2,,,,,2,12,222,299
Total,,,8,52,52,63,1,26,4,0,0,0,0,0,0,2,0,0,0,0,2,12,222,299
Sección 2157 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,12,66,122,75,0,122,10,,,,,0,,0,,,,,0,26,433,564
C1,AC,Urna tradicional,16,55,110,62,0,130,6,,,,,2,,1,,,,,0,17,399,565
Total,,,28,121,232,137,0,252,16,0,0,0,0,2,0,1,0,0,0,0,0,43,832,1129
Sección 2158 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,8,147,60,283,0,20,7,,,,,0,,3,,,,,0,25,553,739
C1,AC,Urna tradicional,6,157,45,247,2,20,2,,,,,1,,1,,,,,0,38,519,740
Total,,,14,304,105,530,2,40,9,0,0,0,0,1,0,4,0,0,0,0,0,63,1072,1479
Sección 2159 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,17,97,48,236,1,40,8,,,,,1,,1,,,,,0,26,475,668
C1,AC,Urna tradicional,7,129,42,248,1,23,1,,,,,0,,0,,,,,0,27,478,669
Total,,,24,226,90,484,2,63,9,0,0,0,0,1,0,1,0,0,0,0,0,53,953,1337
Total municipal,,,214,1141,1631,1530,21,2062,102,0,0,0,0,8,0,9,0,0,0,0,4,405,7127,10725
