Fecha elección: 13/11/2011,,,,,,,,Estatus: APROBADO,,,,,,,,Entidad: 16 - MICHOACAN,,,,,,,,
Cargo elegido: Ayuntamientos,,,,,,,,Tipo elección: Ordinaria,,,,,,,,Municipio / Delegación: 84 - TANCITARO,,,,,,,,
Casilla,Estatus casilla,Tipo urna,,,,,,,,,Candidatura comun PAN PRI PVEM,Candidatura comun PAN PRI PVEM PNA,Candidatura comun PAN PRI PNA,Candidatura comun PAN PNA,Candidatura comun PRI PRD PVEM PC PNA,Candidatura comun PRI PVEM,Candidatura comun PRD PT,Candidatura comun PRD PT PC,Candidatura comun PRD PC,Candidatura comun PT PC,No Registrados,Votos Nulos,Total,Lista nominal
Sección 1882 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,138,107,101,12,,0,0,,,,,0,,,,,0,,0,12,370,620
C1,AC,Urna tradicional,137,117,74,8,,0,2,,,,,1,,,,,0,,0,6,345,620
C2,AC,Urna tradicional,126,110,111,13,,2,1,,,,,0,,,,,0,,0,18,381,620
Total,,,401,334,286,33,0,2,3,0,0,0,0,1,0,0,0,0,0,0,0,36,1096,1860
Sección 1883 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,105,85,105,2,,0,0,,,,,2,,,,,0,,0,10,309,663
C1,AC,Urna tradicional,126,86,120,4,,0,1,,,,,0,,,,,0,,0,8,345,664
Total,,,231,171,225,6,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,18,654,1327
Sección 1884 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,128,111,80,9,,0,0,,,,,4,,,,,0,,0,10,342,647
C1,AC,Urna tradicional,110,154,59,10,,0,1,,,,,0,,,,,0,,1,14,349,647
C2,AC,Urna tradicional,134,136,81,5,,0,1,,,,,0,,,,,0,,0,9,366,647
C3,AC,Urna tradicional,113,98,97,1,,0,0,,,,,0,,,,,0,,0,17,326,648
Total,,,485,499,317,25,0,0,2,0,0,0,0,4,0,0,0,0,0,0,1,50,1383,2589
Sección 1885 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,225,18,127,9,,1,0,,,,,2,,,,,2,,0,6,390,640
C1,AC,Urna tradicional,229,16,106,5,,0,0,,,,,9,,,,,0,,0,17,382,640
Total,,,454,34,233,14,0,1,0,0,0,0,0,11,0,0,0,0,2,0,0,23,772,1280
Sección 1886 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,276,10,63,3,,0,1,,,,,0,,,,,2,,0,4,359,544
E1,AC,Urna tradicional,79,16,53,2,,0,0,,,,,0,,,,,0,,0,8,158,309
Total,,,355,26,116,5,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,12,517,853
Sección 1887 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,23,32,159,1,,0,0,,,,,0,,,,,0,,0,10,225,571
C1,AC,Urna tradicional,39,32,157,4,,0,0,,,,,0,,,,,0,,0,5,237,571
C2,AC,Urna tradicional,38,28,148,2,,0,0,,,,,0,,,,,0,,0,8,224,571
C3,AC,Urna tradicional,15,25,171,1,,1,1,,,,,0,,,,,4,,0,15,233,571
Total,,,115,117,635,8,0,1,1,0,0,0,0,0,0,0,0,0,4,0,0,38,919,2284
Sección 1888 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,31,161,83,0,,0,0,,,,,0,,,,,0,,0,4,279,530
E1,AC,Urna tradicional,40,75,42,3,,2,0,,,,,0,,,,,0,,0,4,166,384
E1C1,AC,Urna tradicional,49,65,57,12,,0,1,,,,,1,,,,,0,,0,9,194,385
Total,,,120,301,182,15,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,17,639,1299
Sección 1889 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,79,18,99,8,,1,0,,,,,1,,,,,0,,1,12,219,480
C1,AC,Urna tradicional,87,16,94,9,,2,1,,,,,1,,,,,1,,0,10,221,481
Total,,,166,34,193,17,0,3,1,0,0,0,0,2,0,0,0,0,1,0,1,22,440,961
Sección 1890 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,230,20,40,9,,0,0,,,,,4,,,,,0,,1,6,310,619
C1,AC,Urna tradicional,117,22,81,6,,2,0,,,,,0,,,,,0,,0,12,240,620
C2,AC,Urna tradicional,164,27,73,19,,1,2,,,,,1,,,,,1,,0,14,302,620
Total,,,511,69,194,34,0,3,2,0,0,0,0,5,0,0,0,0,1,0,1,32,852,1859
Sección 1891 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,17,51,166,0,,0,1,,,,,0,,,,,1,,0,16,252,508
C1,AC,Urna tradicional,30,57,174,7,,2,1,,,,,1,,,,,1,,0,9,282,509
Total,,,47,108,340,7,0,2,2,0,0,0,0,1,0,0,0,0,2,0,0,25,534,1017
Sección 1892 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,112,39,204,8,,1,0,,,,,0,,,,,0,,0,11,375,696
Total,,,112,39,204,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,375,696
Sección 1893 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,75,36,110,6,,1,0,,,,,0,,,,,1,,0,14,243,580
C1,AC,Urna tradicional,50,32,127,4,,0,0,,,,,0,,,,,1,,0,7,221,532
Total,,,125,68,237,10,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,21,464,1112
Sección 1894 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,90,97,73,15,,1,0,,,,,0,,,,,0,,0,21,297,617
Total,,,90,97,73,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21,297,617
Sección 1895 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,89,78,50,6,,1,0,,,,,0,,,,,0,,0,6,230,533
Total,,,89,78,50,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,230,533
Sección 1896 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,201,61,51,6,,0,1,,,,,1,,,,,0,,1,5,327,652
E1,AC,Urna tradicional,137,46,27,1,,0,0,,,,,0,,,,,0,,0,7,218,338
Total,,,338,107,78,7,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,12,545,990
Total municipal,,,3639,2082,3363,210,0,18,15,0,0,0,0,28,0,0,0,0,14,0,4,344,9717,19277
