Fecha elección: 13/11/2011,,,,,,,,Estatus: APROBADO,,,,,,,,Entidad: 16 - MICHOACAN,,,,,,,,
Cargo elegido: Ayuntamientos,,,,,,,,Tipo elección: Ordinaria,,,,,,,,Municipio / Delegación: 51 - MADERO,,,,,,,,
Casilla,Estatus casilla,Tipo urna,,,,,,,,,Candidatura comun PAN PRI PVEM,Candidatura comun PAN PRI PVEM PNA,Candidatura comun PAN PRI PNA,Candidatura comun PAN PNA,Candidatura comun PRI PRD PVEM PC PNA,Candidatura comun PRI PVEM,Candidatura comun PRD PT,Candidatura comun PRD PT PC,Candidatura comun PRD PC,Candidatura comun PT PC,No Registrados,Votos Nulos,Total,Lista nominal
Sección 871 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,88,174,154,6,3,1,0,,,,,6,,9,,13,,,1,23,478,746
C1,AC,Urna tradicional,81,194,154,3,2,0,0,,,,,4,,5,,15,,,0,26,484,746
C2,AC,Urna tradicional,107,199,120,2,3,2,1,,,,,5,,4,,15,,,0,18,476,747
C3,AC,Urna tradicional,101,155,129,5,6,1,0,,,,,3,,4,,17,,,2,23,446,747
Total,,,377,722,557,16,14,4,1,0,0,0,0,18,0,22,0,60,0,0,3,90,1884,2986
Sección 872 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,81,153,166,5,0,1,1,,,,,1,,3,,15,,,0,13,439,682
C1,AC,Urna tradicional,80,151,163,3,1,2,0,,,,,4,,5,,8,,,0,12,429,683
Total,,,161,304,329,8,1,3,1,0,0,0,0,5,0,8,0,23,0,0,0,25,868,1365
Sección 873 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,58,163,122,1,1,0,0,,,,,2,,4,,13,,,0,8,372,569
C1,AC,Urna tradicional,43,175,116,0,0,0,0,,,,,0,,0,,0,,,0,12,346,569
C2,AC,Urna tradicional,50,220,75,0,0,0,0,,,,,2,,6,,4,,,0,14,371,569
C3,AC,Urna tradicional,35,153,126,0,0,0,0,,,,,6,,6,,3,,,1,13,343,570
Total,,,186,711,439,1,1,0,0,0,0,0,0,10,0,16,0,20,0,0,1,47,1432,2277
Sección 874 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,127,125,64,3,3,2,0,,,,,5,,10,,3,,,0,26,368,628
E1,AC,Urna tradicional,97,48,23,2,2,1,2,,,,,3,,3,,1,,,0,16,198,305
Total,,,224,173,87,5,5,3,2,0,0,0,0,8,0,13,0,4,0,0,0,42,566,933
Sección 875 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,53,123,198,6,3,2,0,,,,,2,,9,,15,,,0,19,430,723
C1,AC,Urna tradicional,62,113,177,3,4,0,0,,,,,2,,5,,9,,,0,13,388,723
Total,,,115,236,375,9,7,2,0,0,0,0,0,4,0,14,0,24,0,0,0,32,818,1446
Sección 876 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,49,59,133,1,0,0,1,,,,,3,,0,,2,,,0,5,253,464
Total,,,49,59,133,1,0,0,1,0,0,0,0,3,0,0,0,2,0,0,0,5,253,464
Sección 877 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,47,103,103,1,2,0,0,,,,,2,,4,,4,,,0,11,277,391
Total,,,47,103,103,1,2,0,0,0,0,0,0,2,0,4,0,4,0,0,0,11,277,391
Sección 878 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,132,124,98,7,3,4,0,,,,,3,,6,,5,,,0,44,426,617
Total,,,132,124,98,7,3,4,0,0,0,0,0,3,0,6,0,5,0,0,0,44,426,617
Sección 879 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,21,39,79,4,0,1,0,,,,,0,,4,,5,,,0,10,163,255
Total,,,21,39,79,4,0,1,0,0,0,0,0,0,0,4,0,5,0,0,0,10,163,255
Sección 880 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,147,179,99,6,2,2,0,,,,,2,,6,,6,,,0,25,474,749
Total,,,147,179,99,6,2,2,0,0,0,0,0,2,0,6,0,6,0,0,0,25,474,749
Sección 881 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,82,122,151,1,2,1,0,,,,,4,,2,,9,,,0,22,396,644
C1,AC,Urna tradicional,98,120,163,4,0,0,0,,,,,1,,2,,7,,,0,15,410,644
Total,,,180,242,314,5,2,1,0,0,0,0,0,5,0,4,0,16,0,0,0,37,806,1288
Sección 882 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,32,130,150,5,2,0,0,,,,,1,,7,,16,,,0,7,350,548
Total,,,32,130,150,5,2,0,0,0,0,0,0,1,0,7,0,16,0,0,0,7,350,548
Sección 883 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,13,64,70,2,0,0,0,,,,,0,,1,,1,,,0,3,154,249
Total,,,13,64,70,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3,154,249
Sección 884 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,5,47,18,2,0,0,0,,,,,0,,2,,1,,,0,6,81,161
Total,,,5,47,18,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,6,81,161
Total municipal,,,1689,3133,2851,72,39,20,5,0,0,0,0,61,0,107,0,187,0,0,4,384,8552,13729
