Fecha elección: 13/11/2011,,,,,,,,Estatus: APROBADO,,,,,,,,Entidad: 16 - MICHOACAN,,,,,,,,
Cargo elegido: Ayuntamientos,,,,,,,,Tipo elección: Ordinaria,,,,,,,,Municipio / Delegación: 110 - ZINAPARO,,,,,,,,
Casilla,Estatus casilla,Tipo urna,,,,,,,,,Candidatura comun PAN PRI PVEM,Candidatura comun PAN PRI PVEM PNA,Candidatura comun PAN PRI PNA,Candidatura comun PAN PNA,Candidatura comun PRI PRD PVEM PC PNA,Candidatura comun PRI PVEM,Candidatura comun PRD PT,Candidatura comun PRD PT PC,Candidatura comun PRD PC,Candidatura comun PT PC,No Registrados,Votos Nulos,Total,Lista nominal
Sección 2531 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,189,102,,,0,,2,84,,,,3,,1,,,,,0,17,398,741
Total,,,189,102,0,0,0,0,2,84,0,0,0,3,0,1,0,0,0,0,0,17,398,741
Sección 2532 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,90,103,,,2,,1,57,,,,3,,1,,,,,0,9,266,430
C1,AC,Urna tradicional,93,97,,,0,,3,43,,,,3,,0,,,,,0,2,241,431
Total,,,183,200,0,0,2,0,4,100,0,0,0,6,0,1,0,0,0,0,0,11,507,861
Sección 2533 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,146,70,,,0,,5,59,,,,7,,3,,,,,0,11,301,639
Total,,,146,70,0,0,0,0,5,59,0,0,0,7,0,3,0,0,0,0,0,11,301,639
Sección 2534 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,53,20,,,0,,2,95,,,,3,,0,,,,,0,7,180,300
Total,,,53,20,0,0,0,0,2,95,0,0,0,3,0,0,0,0,0,0,0,7,180,300
Sección 2535 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,50,84,,,1,,0,46,,,,0,,0,,,,,0,5,186,390
Total,,,50,84,0,0,1,0,0,46,0,0,0,0,0,0,0,0,0,0,0,5,186,390
Sección 2536 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,85,86,,,0,,0,115,,,,3,,1,,,,,0,8,298,579
Total,,,85,86,0,0,0,0,0,115,0,0,0,3,0,1,0,0,0,0,0,8,298,579
Sección 2537 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,45,72,,,0,,2,84,,,,1,,2,,,,,0,8,214,413
C1,AC,Urna tradicional,73,77,,,2,,0,45,,,,1,,0,,,,,0,3,201,413
Total,,,118,149,0,0,2,0,2,129,0,0,0,2,0,2,0,0,0,0,0,11,415,826
Total municipal,,,824,711,0,0,5,0,15,628,0,0,0,24,0,8,0,0,0,0,0,70,2285,4336
