Fecha elección: 13/11/2011,,,,,,,,Estatus: APROBADO,,,,,,,,Entidad: 16 - MICHOACAN,,,,,,,,
Cargo elegido: Ayuntamientos,,,,,,,,Tipo elección: Ordinaria,,,,,,,,Municipio / Delegación: 32 - ERONGARICUARO,,,,,,,,
Casilla,Estatus casilla,Tipo urna,,,,,,,,,Candidatura comun PAN PRI PVEM,Candidatura comun PAN PRI PVEM PNA,Candidatura comun PAN PRI PNA,Candidatura comun PAN PNA,Candidatura comun PRI PRD PVEM PC PNA,Candidatura comun PRI PVEM,Candidatura comun PRD PT,Candidatura comun PRD PT PC,Candidatura comun PRD PC,Candidatura comun PT PC,No Registrados,Votos Nulos,Total,Lista nominal
Sección 457 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,106,206,24,40,0,,0,,,,,0,,0,,,,,0,12,388,625
C1,AC,Urna tradicional,132,198,14,29,0,,3,,,,,0,,0,,,,,0,12,388,625
E1,AC,Urna tradicional,95,71,31,182,2,,3,,,,,3,,1,,,,,0,12,400,674
Total,,,333,475,69,251,2,0,6,0,0,0,0,3,0,1,0,0,0,0,0,36,1176,1924
Sección 458 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,118,179,22,23,0,,0,,,,,0,,0,,,,,0,9,351,551
C1,AC,Urna tradicional,145,145,30,15,0,,0,,,,,7,,2,,,,,2,9,355,552
Total,,,263,324,52,38,0,0,0,0,0,0,0,7,0,2,0,0,0,0,2,18,706,1103
Sección 459 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,101,26,27,130,0,,4,,,,,0,,0,,,,,0,33,321,601
Total,,,101,26,27,130,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,33,321,601
Sección 460 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,99,62,60,75,0,,0,,,,,1,,0,,,,,0,19,316,533
Total,,,99,62,60,75,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19,316,533
Sección 461 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,94,115,167,80,1,,3,,,,,4,,2,,,,,0,18,484,737
C1,AC,Urna tradicional,124,101,107,123,1,,1,,,,,0,,0,,,,,0,8,465,738
E1,AC,Urna tradicional,83,23,49,19,0,,1,,,,,0,,0,,,,,0,7,182,273
Total,,,301,239,323,222,2,0,5,0,0,0,0,4,0,2,0,0,0,0,0,33,1131,1748
Sección 462 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,137,88,29,43,0,,2,,,,,1,,0,,,,,0,17,317,562
Total,,,137,88,29,43,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,17,317,562
Sección 463 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,77,51,97,83,0,,1,,,,,3,,1,,,,,1,17,331,502
C1,AC,Urna tradicional,74,61,75,91,1,,0,,,,,1,,3,,,,,0,24,330,503
C2,AC,Urna tradicional,75,67,64,78,0,,2,,,,,5,,0,,,,,0,17,308,503
Total,,,226,179,236,252,1,0,3,0,0,0,0,9,0,4,0,0,0,0,1,58,969,1508
Sección 464 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,84,13,261,33,0,,2,,,,,1,,0,,,,,0,21,415,655
C1,AC,Urna tradicional,74,19,238,32,0,,0,,,,,2,,0,,,,,0,18,383,655
C2,AC,Urna tradicional,99,10,240,26,0,,2,,,,,4,,0,,,,,0,16,397,656
Total,,,257,42,739,91,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,55,1195,1966
Sección 465 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,59,110,85,57,0,,3,,,,,0,,0,,,,,0,14,328,482
E1,AC,Urna tradicional,90,45,172,79,3,,1,,,,,1,,1,,,,,0,14,406,534
Total,,,149,155,257,136,3,0,4,0,0,0,0,1,0,1,0,0,0,0,0,28,734,1016
Sección 466 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,131,129,119,82,0,,5,,,,,0,,0,,,,,0,12,478,707
Total,,,131,129,119,82,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,12,478,707
Total municipal,,,1997,1719,1911,1320,8,0,33,0,0,0,0,33,0,10,0,0,0,0,3,309,7343,11668
