Fecha elección: 13/11/2011,,,,,,,,Estatus: APROBADO,,,,,,,,Entidad: 16 - MICHOACAN,,,,,,,,
Cargo elegido: Ayuntamientos,,,,,,,,Tipo elección: Ordinaria,,,,,,,,Municipio / Delegación: 17 - CONTEPEC,,,,,,,,
Casilla,Estatus casilla,Tipo urna,,,,,,,,,Candidatura comun PAN PRI PVEM,Candidatura comun PAN PRI PVEM PNA,Candidatura comun PAN PRI PNA,Candidatura comun PAN PNA,Candidatura comun PRI PRD PVEM PC PNA,Candidatura comun PRI PVEM,Candidatura comun PRD PT,Candidatura comun PRD PT PC,Candidatura comun PRD PC,Candidatura comun PT PC,No Registrados,Votos Nulos,Total,Lista nominal
Sección 286 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,206,119,62,5,0,2,2,,,,,,,4,,,0,,0,18,418,646
C1,AC,Urna tradicional,245,110,55,1,4,2,7,,,,,,,3,,,2,,0,14,443,647
C2,AC,Urna tradicional,206,138,49,4,1,1,8,,,,,,,0,,,0,,0,16,423,647
Total,,,657,367,166,10,5,5,17,0,0,0,0,0,0,7,0,0,2,0,0,48,1284,1940
Sección 287 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,230,121,106,2,0,1,2,,,,,,,5,,,4,,0,21,492,746
Total,,,230,121,106,2,0,1,2,0,0,0,0,0,0,5,0,0,4,0,0,21,492,746
Sección 288 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,204,130,71,2,3,3,0,,,,,,,4,,,1,,0,14,432,616
C1,AC,Urna tradicional,205,134,71,4,1,2,1,,,,,,,1,,,1,,1,20,441,616
C2,AC,Urna tradicional,204,115,102,1,0,1,2,,,,,,,1,,,1,,0,18,445,616
C3,AC,Urna tradicional,203,124,89,1,1,2,2,,,,,,,3,,,0,,0,25,450,616
C4,AC,Urna tradicional,198,119,99,2,4,3,0,,,,,,,0,,,0,,0,5,430,616
Total,,,1014,622,432,10,9,11,5,0,0,0,0,0,0,9,0,0,3,0,1,82,2198,3080
Sección 289 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,54,170,132,3,1,3,1,,,,,,,1,,,4,,0,20,389,659
Total,,,54,170,132,3,1,3,1,0,0,0,0,0,0,1,0,0,4,0,0,20,389,659
Sección 290 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,18,47,18,1,1,0,0,,,,,,,2,,,1,,0,3,91,146
E1,AC,Urna tradicional,54,76,86,5,7,2,1,,,,,,,0,,,5,,0,16,252,417
E1C1,AC,Urna tradicional,68,108,57,7,3,0,0,,,,,,,3,,,2,,1,28,277,417
Total,,,140,231,161,13,11,2,1,0,0,0,0,0,0,5,0,0,8,0,1,47,620,980
Sección 291 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,64,114,75,7,0,0,1,,,,,,,1,,,2,,0,52,316,489
C1,AC,Urna tradicional,84,130,82,1,0,0,0,,,,,,,1,,,5,,1,13,317,490
Total,,,148,244,157,8,0,0,1,0,0,0,0,0,0,2,0,0,7,0,1,65,633,979
Sección 292 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,67,204,69,11,2,0,0,,,,,,,4,,,2,,0,21,380,551
C1,AC,Urna tradicional,59,190,76,8,0,3,1,,,,,,,3,,,1,,0,13,354,551
C2,AC,Urna tradicional,34,204,72,8,2,0,0,,,,,,,5,,,0,,1,11,337,552
Total,,,160,598,217,27,4,3,1,0,0,0,0,0,0,12,0,0,3,0,1,45,1071,1654
Sección 293 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,137,118,101,6,0,0,0,,,,,,,2,,,4,,3,15,386,620
C1,AC,Urna tradicional,130,144,100,2,1,1,1,,,,,,,4,,,4,,0,21,408,620
C2,AC,Urna tradicional,111,164,123,3,1,1,1,,,,,,,1,,,8,,0,8,421,620
C3,AC,Urna tradicional,118,137,89,3,2,3,1,,,,,,,1,,,3,,0,24,381,621
Total,,,496,563,413,14,4,5,3,0,0,0,0,0,0,8,0,0,19,0,3,68,1596,2481
Sección 294 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,44,216,67,15,2,2,3,,,,,,,0,,,2,,0,18,369,646
C1,AC,Urna tradicional,35,218,83,14,0,1,6,,,,,,,2,,,2,,0,19,380,646
E1,AC,Urna tradicional,21,114,51,104,1,1,5,,,,,,,0,,,1,,0,10,308,592
E1C1,AC,Urna tradicional,28,96,78,97,5,2,2,,,,,,,1,,,2,,0,9,320,592
Total,,,128,644,279,230,8,6,16,0,0,0,0,0,0,3,0,0,7,0,0,56,1377,2476
Sección 295 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,55,165,98,4,1,1,3,,,,,,,4,,,4,,0,21,356,616
