Fecha elección: 13/11/2011,,,,,,,,Estatus: APROBADO,,,,,,,,Entidad: 16 - MICHOACAN,,,,,,,,
Cargo elegido: Ayuntamientos,,,,,,,,Tipo elección: Ordinaria,,,,,,,,Municipio / Delegación: 41 - IRIMBO,,,,,,,,
Casilla,Estatus casilla,Tipo urna,,,,,,,,,Candidatura comun PAN PRI PVEM,Candidatura comun PAN PRI PVEM PNA,Candidatura comun PAN PRI PNA,Candidatura comun PAN PNA,Candidatura comun PRI PRD PVEM PC PNA,Candidatura comun PRI PVEM,Candidatura comun PRD PT,Candidatura comun PRD PT PC,Candidatura comun PRD PC,Candidatura comun PT PC,No Registrados,Votos Nulos,Total,Lista nominal
Sección 665 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,34,127,,,26,2,3,144,,18,,,,,,,,,0,9,363,691
C1,AC,Urna tradicional,32,99,,,14,9,6,175,,10,,,,,,,,,0,10,355,691
C2,AC,Urna tradicional,50,99,,,31,4,3,158,,18,,,,,,,,,1,12,376,692
C3,AC,Urna tradicional,49,123,,,28,4,1,145,,22,,,,,,,,,0,12,384,692
Total,,,165,448,0,0,99,19,13,622,0,68,0,0,0,0,0,0,0,0,1,43,1478,2766
Sección 666 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,49,169,,,10,9,5,132,,23,,,,,,,,,0,17,414,699
C1,AC,Urna tradicional,40,142,,,6,5,0,112,,30,,,,,,,,,0,14,349,699
C2,AC,Urna tradicional,57,185,,,5,9,3,128,,16,,,,,,,,,0,10,413,700
Total,,,146,496,0,0,21,23,8,372,0,69,0,0,0,0,0,0,0,0,0,41,1176,2098
Sección 667 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,51,64,,,4,6,1,81,,11,,,,,,,,,0,6,224,350
Total,,,51,64,0,0,4,6,1,81,0,11,0,0,0,0,0,0,0,0,0,6,224,350
Sección 668 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,53,81,,,5,49,0,138,,12,,,,,,,,,0,10,348,585
C1,AC,Urna tradicional,54,58,,,1,39,2,160,,16,,,,,,,,,0,12,342,586
Total,,,107,139,0,0,6,88,2,298,0,28,0,0,0,0,0,0,0,0,0,22,690,1171
Sección 669 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,60,93,,,5,19,1,165,,11,,,,,,,,,0,14,368,620
C1,AC,Urna tradicional,60,88,,,5,26,0,158,,17,,,,,,,,,0,13,367,620
C2,AC,Urna tradicional,57,71,,,3,22,0,187,,13,,,,,,,,,3,19,375,620
Total,,,177,252,0,0,13,67,1,510,0,41,0,0,0,0,0,0,0,0,3,46,1110,1860
Sección 670 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,66,108,,,1,7,2,122,,12,,,,,,,,,0,15,333,491
C1,AC,Urna tradicional,52,95,,,2,6,4,110,,11,,,,,,,,,0,34,314,491
Total,,,118,203,0,0,3,13,6,232,0,23,0,0,0,0,0,0,0,0,0,49,647,982
Sección 671 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,80,119,,,4,22,2,68,,22,,,,,,,,,0,16,333,630
Total,,,80,119,0,0,4,22,2,68,0,22,0,0,0,0,0,0,0,0,0,16,333,630
Sección 672 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,38,124,,,4,19,1,164,,20,,,,,,,,,0,31,401,707
C1,AC,Urna tradicional,24,107,,,4,10,1,194,,19,,,,,,,,,0,32,391,707
C2,AC,Urna tradicional,38,107,,,5,10,4,205,,13,,,,,,,,,0,33,415,708
Total,,,100,338,0,0,13,39,6,563,0,52,0,0,0,0,0,0,0,0,0,96,1207,2122
Total municipal,,,944,2059,0,0,163,277,39,2746,0,314,0,0,0,0,0,0,0,0,4,319,6865,11979
