Fecha elección: 13/11/2011,,,,,,,,Estatus: APROBADO,,,,,,,,Entidad: 16 - MICHOACAN,,,,,,,,
Cargo elegido: Ayuntamientos,,,,,,,,Tipo elección: Ordinaria,,,,,,,,Municipio / Delegación: 40 - INDAPARAPEO,,,,,,,,
Casilla,Estatus casilla,Tipo urna,,,,,,,,,Candidatura comun PAN PRI PVEM,Candidatura comun PAN PRI PVEM PNA,Candidatura comun PAN PRI PNA,Candidatura comun PAN PNA,Candidatura comun PRI PRD PVEM PC PNA,Candidatura comun PRI PVEM,Candidatura comun PRD PT,Candidatura comun PRD PT PC,Candidatura comun PRD PC,Candidatura comun PT PC,No Registrados,Votos Nulos,Total,Lista nominal
Sección 651 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,43,123,,,3,,0,139,,,,2,,4,,,,,0,13,327,617
C1,AC,Urna tradicional,42,123,,,1,,4,153,,,,1,,2,,,,,0,9,335,617
C2,AC,Urna tradicional,49,140,,,0,,0,132,,,,0,,0,,,,,0,15,336,617
C3,AC,Urna tradicional,34,105,,,3,,1,162,,,,0,,0,,,,,1,13,319,618
Total,,,168,491,0,0,7,0,5,586,0,0,0,3,0,6,0,0,0,0,1,50,1317,2469
Sección 652 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,19,130,,,1,,2,115,,,,0,,2,,,,,0,6,275,517
C1,AC,Urna tradicional,37,117,,,1,,2,103,,,,1,,3,,,,,0,13,277,517
C2,AC,Urna tradicional,39,125,,,0,,0,90,,,,1,,5,,,,,0,13,273,517
Total,,,95,372,0,0,2,0,4,308,0,0,0,2,0,10,0,0,0,0,0,32,825,1551
Sección 653 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,28,156,,,0,,0,86,,,,0,,0,,,,,0,14,284,501
C1,AC,Urna tradicional,31,145,,,1,,1,67,,,,3,,2,,,,,0,11,261,501
C2,AC,Urna tradicional,26,117,,,0,,0,75,,,,1,,1,,,,,0,9,229,502
Total,,,85,418,0,0,1,0,1,228,0,0,0,4,0,3,0,0,0,0,0,34,774,1504
Sección 654 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,36,89,,,0,,0,140,,,,0,,0,,,,,0,11,276,507
C1,AC,Urna tradicional,35,92,,,3,,0,130,,,,4,,2,,,,,0,12,278,508
C2,AC,Urna tradicional,31,75,,,1,,0,149,,,,2,,3,,,,,0,15,276,508
Total,,,102,256,0,0,4,0,0,419,0,0,0,6,0,5,0,0,0,0,0,38,830,1523
Sección 655 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,25,126,,,5,,3,98,,,,2,,5,,,,,0,16,280,537
C1,AC,Urna tradicional,36,98,,,2,,6,87,,,,1,,1,,,,,0,15,246,538
Total,,,61,224,0,0,7,0,9,185,0,0,0,3,0,6,0,0,0,0,0,31,526,1075
Sección 656 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,20,170,,,2,,0,141,,,,0,,3,,,,,0,7,343,613
Total,,,20,170,0,0,2,0,0,141,0,0,0,0,0,3,0,0,0,0,0,7,343,613
Sección 657 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,10,75,,,0,,0,234,,,,0,,1,,,,,0,10,330,741
Total,,,10,75,0,0,0,0,0,234,0,0,0,0,0,1,0,0,0,0,0,10,330,741
Sección 658 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,32,128,,,2,,0,53,,,,2,,3,,,,,0,9,229,383
Total,,,32,128,0,0,2,0,0,53,0,0,0,2,0,3,0,0,0,0,0,9,229,383
Sección 659 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,38,203,,,9,,0,110,,,,0,,9,,,,,0,9,378,733
C1,AC,Urna tradicional,38,185,,,3,,0,141,,,,0,,5,,,,,0,9,381,734
C2,AC,Urna tradicional,26,197,,,3,,3,122,,,,0,,7,,,,,0,7,365,734
Total,,,102,585,0,0,15,0,3,373,0,0,0,0,0,21,0,0,0,0,0,25,1124,2201
Sección 660 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,19,259,,,2,,2,126,,,,0,,3,,,,,0,12,423,722
Total,,,19,259,0,0,2,0,2,126,0,0,0,0,0,3,0,0,0,0,0,12,423,722
Sección 661 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,8,82,,,0,,0,7,,,,0,,0,,,,,0,5,102,228
Total,,,8,82,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,5,102,228
Sección 662 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,34,124,,,0,,1,33,,,,0,,3,,,,,0,6,201,330
Total,,,34,124,0,0,0,0,1,33,0,0,0,0,0,3,0,0,0,0,0,6,201,330
Sección 663 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,9,38,,,0,,0,4,,,,0,,0,,,,,0,2,53,74
Total,,,9,38,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,53,74
Sección 664 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,49,34,,,1,,1,7,,,,2,,1,,,,,0,3,98,157
Total,,,49,34,0,0,1,0,1,7,0,0,0,2,0,1,0,0,0,0,0,3,98,157
Total municipal,,,794,3256,0,0,43,0,26,2704,0,0,0,22,0,65,0,0,0,0,1,264,7175,13571
