Fecha elección: 13/11/2011,,,,,,,,Estatus: APROBADO,,,,,,,,Entidad: 16 - MICHOACAN,,,,,,,,
Cargo elegido: Ayuntamientos,,,,,,,,Tipo elección: Ordinaria,,,,,,,,Municipio / Delegación: 69 - PERIBAN,,,,,,,,
Casilla,Estatus casilla,Tipo urna,,,,,,,,,Candidatura comun PAN PRI PVEM,Candidatura comun PAN PRI PVEM PNA,Candidatura comun PAN PRI PNA,Candidatura comun PAN PNA,Candidatura comun PRI PRD PVEM PC PNA,Candidatura comun PRI PVEM,Candidatura comun PRD PT,Candidatura comun PRD PT PC,Candidatura comun PRD PC,Candidatura comun PT PC,No Registrados,Votos Nulos,Total,Lista nominal
Sección 1517 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,166,178,,,1,,3,74,,,,2,,3,,,,,0,8,435,653
C1,AC,Urna tradicional,174,159,,,9,,2,75,,,,8,,3,,,,,1,12,443,653
C2,AC,Urna tradicional,132,220,,,5,,2,60,,,,4,,9,,,,,0,4,436,653
C3,AC,Urna tradicional,150,160,,,6,,1,60,,,,2,,5,,,,,0,6,390,654
Total,,,622,717,0,0,21,0,8,269,0,0,0,16,0,20,0,0,0,0,1,30,1704,2613
Sección 1518 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,106,138,,,2,,0,118,,,,1,,2,,,,,0,1,368,536
C1,AC,Urna tradicional,104,120,,,1,,0,84,,,,2,,7,,,,,0,8,326,536
C2,AC,Urna tradicional,106,159,,,2,,0,69,,,,2,,5,,,,,0,10,353,536
Total,,,316,417,0,0,5,0,0,271,0,0,0,5,0,14,0,0,0,0,0,19,1047,1608
Sección 1519 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,190,156,,,3,,2,69,,,,2,,7,,,,,0,11,440,683
C1,AC,Urna tradicional,175,199,,,0,,3,61,,,,0,,0,,,,,0,6,444,684
Total,,,365,355,0,0,3,0,5,130,0,0,0,2,0,7,0,0,0,0,0,17,884,1367
Sección 1520 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,87,205,,,1,,0,55,,,,2,,5,,,,,0,2,357,515
C1,AC,Urna tradicional,87,195,,,0,,1,38,,,,0,,4,,,,,0,11,336,516
C2,AC,Urna tradicional,97,183,,,3,,0,40,,,,4,,5,,,,,0,6,338,516
Total,,,271,583,0,0,4,0,1,133,0,0,0,6,0,14,0,0,0,0,0,19,1031,1547
Sección 1521 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,93,181,,,4,,0,42,,,,1,,10,,,,,0,10,341,551
C1,AC,Urna tradicional,109,198,,,3,,1,25,,,,1,,8,,,,,0,12,357,551
C2,AC,Urna tradicional,120,208,,,0,,0,27,,,,0,,0,,,,,0,5,360,552
Total,,,322,587,0,0,7,0,1,94,0,0,0,2,0,18,0,0,0,0,0,27,1058,1654
Sección 1522 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,125,25,,,7,,0,481,,,,3,,6,,,,,0,17,664,741
C1,AC,Urna tradicional,106,266,,,0,,0,73,,,,0,,0,,,,,0,11,456,742
Total,,,231,291,0,0,7,0,0,554,0,0,0,3,0,6,0,0,0,0,0,28,1120,1483
Sección 1523 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,117,140,,,2,,1,78,,,,0,,0,,,,,0,11,349,554
C1,AC,Urna tradicional,100,149,,,0,,0,82,,,,4,,6,,,,,0,11,352,554
Total,,,217,289,0,0,2,0,1,160,0,0,0,4,0,6,0,0,0,0,0,22,701,1108
Sección 1524 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,169,158,,,9,,2,115,,,,2,,2,,,,,0,14,471,718
C1,AC,Urna tradicional,158,133,,,3,,4,140,,,,6,,7,,,,,0,9,460,719
Total,,,327,291,0,0,12,0,6,255,0,0,0,8,0,9,0,0,0,0,0,23,931,1437
Sección 1525 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,97,108,,,2,,1,120,,,,2,,3,,,,,0,14,347,571
C1,AC,Urna tradicional,115,107,,,3,,2,125,,,,1,,3,,,,,0,18,374,571
C2,AC,Urna tradicional,118,102,,,2,,1,126,,,,1,,5,,,,,0,8,363,571
C3,AC,Urna tradicional,149,100,,,3,,3,132,,,,0,,1,,,,,1,9,398,571
Total,,,479,417,0,0,10,0,7,503,0,0,0,4,0,12,0,0,0,0,1,49,1482,2284
Sección 1526 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,103,211,,,43,,0,5,,,,0,,6,,,,,0,9,377,571
C1,AC,Urna tradicional,86,232,,,5,,0,57,,,,0,,4,,,,,0,9,393,571
Total,,,189,443,0,0,48,0,0,62,0,0,0,0,0,10,0,0,0,0,0,18,770,1142
Sección 1527 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,165,125,,,4,,1,71,,,,4,,3,,,,,0,10,383,596
Total,,,165,125,0,0,4,0,1,71,0,0,0,4,0,3,0,0,0,0,0,10,383,596
Sección 1528 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,143,66,,,3,,0,23,,,,2,,0,,,,,0,9,246,423
Total,,,143,66,0,0,3,0,0,23,0,0,0,2,0,0,0,0,0,0,0,9,246,423
Total municipal,,,3647,4581,0,0,126,0,30,2525,0,0,0,56,0,119,0,0,0,0,2,271,11357,17262
