Fecha elección: 13/11/2011,,,,,,,,Estatus: APROBADO,,,,,,,,Entidad: 16 - MICHOACAN,,,,,,,,
Cargo elegido: Ayuntamientos,,,,,,,,Tipo elección: Ordinaria,,,,,,,,Municipio / Delegación: 95 - TLAZAZALCA,,,,,,,,
Casilla,Estatus casilla,Tipo urna,,,,,,,,,Candidatura comun PAN PRI PVEM,Candidatura comun PAN PRI PVEM PNA,Candidatura comun PAN PRI PNA,Candidatura comun PAN PNA,Candidatura comun PRI PRD PVEM PC PNA,Candidatura comun PRI PVEM,Candidatura comun PRD PT,Candidatura comun PRD PT PC,Candidatura comun PRD PC,Candidatura comun PT PC,No Registrados,Votos Nulos,Total,Lista nominal
Sección 2040 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,53,72,,,1,,,108,,,,,,1,,,,,0,6,241,436
C1,AC,Urna tradicional,50,87,,,0,,,83,,,,,,2,,,,,0,3,225,437
Total,,,103,159,0,0,1,0,0,191,0,0,0,0,0,3,0,0,0,0,0,9,466,873
Sección 2041 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,76,86,,,2,,,108,,,,,,3,,,,,0,3,278,585
Total,,,76,86,0,0,2,0,0,108,0,0,0,0,0,3,0,0,0,0,0,3,278,585
Sección 2042 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,57,77,,,0,,,48,,,,,,0,,,,,0,8,190,385
C1,AC,Urna tradicional,31,114,,,0,,,49,,,,,,0,,,,,0,6,200,386
Total,,,88,191,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,14,390,771
Sección 2043 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,46,74,,,2,,,99,,,,,,1,,,,,0,2,224,404
C1,AC,Urna tradicional,72,52,,,1,,,100,,,,,,1,,,,,0,2,228,405
Total,,,118,126,0,0,3,0,0,199,0,0,0,0,0,2,0,0,0,0,0,4,452,809
Sección 2044 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,84,98,,,0,,,162,,,,,,2,,,,,1,11,358,640
C1,AC,Urna tradicional,62,124,,,0,,,133,,,,,,2,,,,,0,2,323,640
Total,,,146,222,0,0,0,0,0,295,0,0,0,0,0,4,0,0,0,0,1,13,681,1280
Sección 2045 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,55,80,,,1,,,44,,,,,,0,,,,,0,4,184,611
Total,,,55,80,0,0,1,0,0,44,0,0,0,0,0,0,0,0,0,0,0,4,184,611
Sección 2046 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,59,71,,,2,,,46,,,,,,1,,,,,0,7,186,610
Total,,,59,71,0,0,2,0,0,46,0,0,0,0,0,1,0,0,0,0,0,7,186,610
Sección 2047 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,10,37,,,2,,,48,,,,,,0,,,,,0,2,99,365
Total,,,10,37,0,0,2,0,0,48,0,0,0,0,0,0,0,0,0,0,0,2,99,365
Sección 2048 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,10,24,,,0,,,86,,,,,,0,,,,,0,5,125,433
C1,AC,Urna tradicional,23,42,,,2,,,84,,,,,,0,,,,,0,3,154,434
Total,,,33,66,0,0,2,0,0,170,0,0,0,0,0,0,0,0,0,0,0,8,279,867
Sección 2049 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,27,36,,,1,,,95,,,,,,0,,,,,0,4,163,399
C1,AC,Urna tradicional,24,41,,,0,,,86,,,,,,1,,,,,0,4,156,399
Total,,,51,77,0,0,1,0,0,181,0,0,0,0,0,1,0,0,0,0,0,8,319,798
Sección 2050 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,34,17,,,3,,,76,,,,,,5,,,,,0,1,136,393
C1,AC,Urna tradicional,44,25,,,0,,,99,,,,,,0,,,,,0,4,172,393
Total,,,78,42,0,0,3,0,0,175,0,0,0,0,0,5,0,0,0,0,0,5,308,786
Sección 2051 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,5,63,,,0,,,107,,,,,,0,,,,,0,5,180,420
C1,AC,Urna tradicional,10,52,,,1,,,100,,,,,,0,,,,,3,2,168,421
Total,,,15,115,0,0,1,0,0,207,0,0,0,0,0,0,0,0,0,0,3,7,348,841
Total municipal,,,832,1272,0,0,18,0,0,1761,0,0,0,0,0,19,0,0,0,0,4,84,3990,9196
