Fecha elección: 13/11/2011,,,,,,,,Estatus: APROBADO,,,,,,,,Entidad: 16 - MICHOACAN,,,,,,,,
Cargo elegido: Ayuntamientos,,,,,,,,Tipo elección: Ordinaria,,,,,,,,Municipio / Delegación: 97 - TUMBISCATIO,,,,,,,,
Casilla,Estatus casilla,Tipo urna,,,,,,,,,Candidatura comun PAN PRI PVEM,Candidatura comun PAN PRI PVEM PNA,Candidatura comun PAN PRI PNA,Candidatura comun PAN PNA,Candidatura comun PRI PRD PVEM PC PNA,Candidatura comun PRI PVEM,Candidatura comun PRD PT,Candidatura comun PRD PT PC,Candidatura comun PRD PC,Candidatura comun PT PC,No Registrados,Votos Nulos,Total,Lista nominal
Sección 2065 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,,155,,,2,,,120,,,,,,6,,,,,0,4,287,587
C1,AC,Urna tradicional,,172,,,6,,,107,,,,,,10,,,,,0,5,300,587
C2,AC,Urna tradicional,,156,,,3,,,143,,,,,,11,,,,,0,4,317,588
Total,,,0,483,0,0,11,0,0,370,0,0,0,0,0,27,0,0,0,0,0,13,904,1762
Sección 2066 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,,198,,,1,,,140,,,,,,4,,,,,0,4,347,611
C1,AC,Urna tradicional,,165,,,5,,,139,,,,,,9,,,,,0,4,322,611
Total,,,0,363,0,0,6,0,0,279,0,0,0,0,0,13,0,0,0,0,0,8,669,1222
Sección 2067 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,,72,,,0,,,135,,,,,,3,,,,,0,4,214,405
C1,AC,Urna tradicional,,53,,,1,,,163,,,,,,8,,,,,0,3,228,405
Total,,,0,125,0,0,1,0,0,298,0,0,0,0,0,11,0,0,0,0,0,7,442,810
Sección 2068 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,,208,,,3,,,91,,,,,,12,,,,,0,3,317,593
C1,AC,Urna tradicional,,224,,,3,,,73,,,,,,6,,,,,0,3,309,593
C2,AC,Urna tradicional,,195,,,0,,,118,,,,,,6,,,,,0,5,324,594
Total,,,0,627,0,0,6,0,0,282,0,0,0,0,0,24,0,0,0,0,0,11,950,1780
Sección 2069 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,,65,,,0,,,29,,,,,,0,,,,,0,2,96,208
Total,,,0,65,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,2,96,208
Sección 2070 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,,27,,,0,,,12,,,,,,0,,,,,0,2,41,64
Total,,,0,27,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,2,41,64
Sección 2071 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,,255,,,5,,,58,,,,,,7,,,,,0,10,335,656
E1,AC,Urna tradicional,,37,,,0,,,15,,,,,,0,,,,,0,0,52,116
Total,,,0,292,0,0,5,0,0,73,0,0,0,0,0,7,0,0,0,0,0,10,387,772
Sección 2072 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,,75,,,1,,,12,,,,,,0,,,,,0,0,88,173
Total,,,0,75,0,0,1,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,88,173
Sección 2073 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,,21,,,3,,,9,,,,,,0,,,,,0,2,35,67
Total,,,0,21,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,2,35,67
Sección 2074 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,,191,,,1,,,36,,,,,,5,,,,,0,3,236,362
Total,,,0,191,0,0,1,0,0,36,0,0,0,0,0,5,0,0,0,0,0,3,236,362
Total municipal,,,0,2269,0,0,34,0,0,1400,0,0,0,0,0,87,0,0,0,0,0,58,3848,7220
