ID_ESTADO,NOMBRE_ESTADO,ID_MUNICIPIO,MUNICIPIO,SECCIONES,CASILLAS,PAN,PRI,PRD,PVEM,PT,MC,NA,MORENA,ES,PAN_PRD,PRI_PVEM_NA_ES,PRI_PVEM_NA,PRI_PVEM_ES,PRI_PVEM,PRI_NA,PRI_ES,PRI_NA_ES,PVEM_NA_ES,PVEM_NA,PVEM_ES,NA_ES,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,RUTA_ACTA
13,HIDALGO,59,TECOZAUTLA,25,47,2939,2483,352,389,1753,847,493,4630,334,55,4,17,1,40,10,2,1,1,1,1,0,14353,11,858,15222,26710,
13,HIDALGO,60,TENANGO DE DORIA,14,25,212,1212,1170,113,120,109,1312,2766,138,27,0,0,0,0,0,0,0,0,0,0,0,7179,23,514,7716,12041,
13,HIDALGO,61,TEPEAPULCO,38,78,2115,5289,376,585,807,458,1517,14883,1640,28,0,0,0,0,0,0,0,0,0,0,0,27698,8,1344,29050,43377,
13,HIDALGO,62,TEPEHUACAN DE GUERRERO,33,43,519,5567,1034,130,406,167,440,3440,203,23,0,0,0,0,0,0,0,0,0,0,0,11929,3,936,12868,18812,
13,HIDALGO,63,TEPEJI DEL RIO DE OCAMPO,33,100,2933,4650,892,1074,1587,641,3874,19674,690,126,0,0,0,0,0,0,0,0,0,0,0,36141,28,1729,37898,60914,
13,HIDALGO,64,TEPETITLAN,8,16,1374,968,104,217,133,46,87,2112,69,15,2,16,1,26,1,0,0,0,2,0,0,5173,2,173,5348,7879,
13,HIDALGO,65,TETEPANGO,7,15,196,850,152,56,797,70,324,3226,159,1,0,0,0,0,0,0,0,0,0,0,0,5831,0,288,6119,8698,
13,HIDALGO,66,TEZONTEPEC DE ALDAMA,23,59,5937,3207,390,661,605,495,490,10593,325,120,6,53,1,70,9,0,0,0,4,1,1,22968,2,990,23960,36395,
13,HIDALGO,67,TIANGUISTENGO,16,22,212,1262,102,174,246,149,994,1931,1276,2,0,0,0,0,0,0,0,0,0,0,0,6348,0,849,7197,10452,
13,HIDALGO,68,TIZAYUCA,40,148,5710,8729,1174,1507,1484,948,2542,28180,2178,63,0,0,0,0,0,0,0,0,0,0,0,52515,41,2819,55375,93805,
13,HIDALGO,69,TLAHUELILPAN,9,22,573,1186,95,88,233,122,826,4815,204,7,0,0,0,0,0,0,0,0,0,0,0,8149,2,360,8511,12965,
13,HIDALGO,70,TLAHUILTEPA,17,21,230,1491,221,45,452,60,764,881,41,3,0,0,0,0,0,0,0,0,0,0,0,4188,0,358,4546,7327,
13,HIDALGO,71,TLANALAPA,8,16,271,1385,84,64,147,94,340,3464,183,5,0,0,0,0,0,0,0,0,0,0,0,6037,2,262,6301,8518,
13,HIDALGO,72,TLANCHINOL,26,51,4954,3116,629,195,521,191,530,4733,721,109,10,23,1,26,28,14,3,2,8,0,7,15821,38,1264,17123,24436,
13,HIDALGO,73,TLAXCOAPAN,12,36,1668,2105,159,310,301,149,1624,6818,345,13,0,0,0,0,0,0,0,0,0,0,0,13492,5,605,14102,21104,
13,HIDALGO,74,TOLCAYUCA,8,19,961,1635,158,175,122,109,781,3152,207,11,0,0,0,0,0,0,0,0,0,0,0,7311,11,304,7626,11613,
13,HIDALGO,75,TULA DE ALLENDE,52,140,6563,9768,1269,1226,1376,937,1916,29541,1737,105,0,0,0,0,0,0,0,0,0,0,0,54438,46,2164,56648,84482,
13,HIDALGO,76,TULANCINGO DE BRAVO,54,196,7466,13290,835,1821,2458,2663,2871,35173,1688,109,0,0,0,0,0,0,0,0,0,0,0,68374,61,3212,71647,123569,
13,HIDALGO,77,VILLA DE TEZONTEPEC,7,16,226,1807,47,93,82,54,1442,1608,65,3,0,0,0,0,0,0,0,0,0,0,0,5427,0,249,5676,8907,
13,HIDALGO,78,XOCHIATIPAN,13,24,2669,1620,534,91,202,265,199,2583,170,55,7,11,0,15,4,4,2,2,5,2,4,8444,1,615,9060,12349,
13,HIDALGO,79,XOCHICOATLAN,9,10,220,1420,55,73,463,62,292,1339,99,2,0,0,0,0,0,0,0,0,0,0,0,4025,0,296,4321,5552,
13,HIDALGO,80,YAHUALICA,15,32,809,2525,1043,103,449,182,531,3918,1722,67,153,23,3,22,24,23,7,2,8,5,25,11644,2,989,12635,16528,
13,HIDALGO,81,ZACUALTIPAN DE ANGELES,19,48,721,2329,198,975,696,306,3305,5849,368,7,0,0,0,0,0,0,0,0,0,0,0,14754,13,863,15630,26001,
13,HIDALGO,82,ZAPOTLAN DE JUAREZ,8,23,985,2218,210,435,417,110,451,4348,184,19,0,0,0,0,0,0,0,0,0,0,0,9377,5,452,9834,14779,
13,HIDALGO,83,ZEMPOALA,17,54,1684,6048,379,565,486,306,2418,9735,472,23,0,0,0,0,0,0,0,0,0,0,0,22116,1,1034,23151,32447,
13,HIDALGO,84,ZIMAPAN,53,72,2645,3017,514,205,2979,204,423,7046,179,78,9,18,2,33,10,1,1,0,2,0,1,17367,4,906,18277,30481,
